$version=1
!Code,Name,SystemCode,DemandCode,BusCode,ReactivePowerInputType
1924,CHAPAD-MS138,1,1,8492,0
1925,PMURTI-MS138,1,1,8495,0
1926,CIMENT-MS138,1,1,8497,0
1927,CORUMB-MS138,1,1,8506,0
1928,COXIM--MS138,1,1,8511,0
1929,CRUZAL-MS138,1,1,8515,0
1930,DALVOR-MS138,1,1,8518,0
1931,DOUIND-MS138,1,1,8521,0
1932,DMAXWE-MS138,1,1,8524,0
1933,DEODAP-MS069,1,1,8531,0
1934,DNACOE-MS138,1,1,8535,0
1935,ELDOAA-MS138,1,1,8542,0
1936,FATIMA-MS069,1,1,8546,0
1937,GLORIA-MS069,1,1,8554,0
1938,IGUATE-MS138,1,1,8557,0
1939,CGIMBI-MS138,1,1,8561,0
1940,IVINHE-MS069,1,1,8573,0
1941,JARDIM-MS138,1,1,8582,0
1942,CGLAGE-MS138,1,1,8586,0
1943,MARACA-MS138,1,1,8591,0
1944,MIMOSO-MS138,1,1,8598,0
1945,MIRAND-MS138,1,1,8605,0
1946,NANDRA-MS138,1,1,8611,0
1947,NAMERI-MS069,1,1,8615,0
1948,NAVIRA-MS138,1,1,8618,0
1949,POVIDI-MS069,1,1,8627,0
1950,PTPORA-MS138,1,1,8637,0
1951,FAZITA-MS138,1,1,8639,0
1952,PARANA-MS138,1,1,8648,0
1953,RBRILH-MS138,1,1,8655,0
1954,RIOVER-MS138,1,1,8666,0
1955,SGABRI-MS138,1,1,8676,0
1956,SANESU-MS069,1,1,8681,0
1957,ACARAC-MS138,1,1,8686,0
1958,SIDRLA-MS138,1,1,8691,0
1959,SECVAL-MS138,1,1,8705,0
1960,JLACP-UTE013,2,2,8954,0
1961,JLACM-UTE013,2,2,8955,0
1962,JLACG-UTE013,2,2,8956,0
1963,JLACEGUTE013,2,2,8957,0
1964,SOSO4-UHE013,2,2,8972,0
1965,SSANT-UHE013,2,2,8974,0
1966,AGR----RS138,2,2,9001,0
1967,SVP----RS138,2,2,9023,0
1968,BUGRES-RS069,2,2,9037,0
1969,FIBRAP-RS230,2,2,9095,0
1970,JGR----RS138,2,2,9163,0
1971,MML----RS138,2,2,9186,0
1972,MOS----RS138,2,2,9190,0
1973,PAL6-A-RS013,2,2,9221,0
1974,PEL3---RS138,2,2,9228,0
1975,PAL62--RS013,2,2,9231,0
1976,PMED---RS069,2,2,9232,0
1977,PAL9-B-RS013,2,2,9244,0
1978,PAL9B--RS013,2,2,9246,0
1979,POS----RS138,2,2,9254,0
1980,QUI----RS069,2,2,9263,0
1981,C.ALTA-RS069,2,2,9267,0
1982,SAO----RS138,2,2,9269,0
1983,PAL2---RS069,2,2,9355,0
1984,PAL14--RS069,2,2,9357,0
1985,PAL1-B-RS069,2,2,9358,0
1986,PAL1-A-RS069,2,2,9359,0
1987,BAG2---RS069,2,2,9360,0
1988,PAL3---RS069,2,2,9361,0
1989,PAL5---RS069,2,2,9362,0
1990,CAM1---RS069,2,2,9364,0
1991,MNA----RS069,2,2,9365,0
1992,FRP----RS069,2,2,9367,0
1993,PAL12--RS069,2,2,9371,0
1994,ELD----RS023,2,2,9372,0
1995,ELD-C--RS023,2,2,9374,0
1996,PAL16--RS069,2,2,9375,0
1997,ALV----RS069,2,2,9377,0
1998,PAL10--RS013,2,2,9384,0
1999,PUC----RS069,2,2,9385,0
2000,VIA1---RS069,2,2,9386,0
2001,VIA2---RS069,2,2,9387,0
2002,PAL13A-RS013,2,2,9388,0
2003,PAL13B-RS013,2,2,9389,0
2004,VONPAR-RS069,2,2,9391,0
2005,PAL8---RS069,2,2,9400,0
2006,PMR----RS138,2,2,9408,0
2007,PAL15--RS069,2,2,9409,0
2008,PEL1---RS138,2,2,9416,0
2009,PEL2---RS138,2,2,9420,0
2010,PELOTA-RS138,2,2,9424,0
2011,PEL4---RS069,2,2,9428,0
2012,BRA----RS069,2,2,9430,0
2013,CHA2---RS069,2,2,9431,0
2014,SJE----RS069,2,2,9448,0
2015,ALB1---RS069,2,2,9449,0
2016,GUAI1A-RS069,2,2,9451,0
2017,STHGUA-RS069,2,2,9453,0
2018,GUAI1B-RS069,2,2,9455,0
2019,LAT----RS069,2,2,9483,0
2020,ROLIM--RO013,6,6,9515,0
2021,JACYPA-RO069,6,6,9522,0
2022,U.BAND-RO034,6,6,9524,0
2023,NMPARA-RO069,6,6,9527,0
2024,MEDICE-RO138,6,6,9536,0
2025,S-MADU-AC069,6,6,9551,0
2026,TAQUAR-AC069,6,6,9559,0
2027,G-MIRI-RO013,6,6,9591,0
2028,CACOAL-RO138,6,6,9633,0
2029,P-BUEN-RO138,6,6,9634,0
2030,ABUNA--RO138,6,6,9636,0
2031,PVELHO-RO069,6,6,9639,0
2032,TIRADE-RO069,6,6,9640,0
2033,AREAL--RO069,6,6,9641,0
2034,ARIQUE-RO069,6,6,9642,0
2035,JARU---RO069,6,6,9645,0
2036,JIPARA-RO069,6,6,9646,0
2037,ALFAVI-RO069,6,6,9649,0
2038,VILHEN-RO069,6,6,9652,0
2039,RMADEI-RO069,6,6,9653,0
2040,CUJUBI-RO138,6,6,9655,0
2041,MACHAD-RO138,6,6,9656,0
2042,CENTRO-RO069,6,6,9657,0
2043,S-FRAN-AC069,6,6,9659,0
2044,TANGAR-AC069,6,6,9660,0
2045,THEOBR-RO138,6,6,9662,0
2046,ANARY--RO138,6,6,9663,0
2047,GUAPOR-RO069,4,4,9677,0
2048,PEIXE--TO034,4,4,9779,0
2049,JURUPA-PA069,4,4,10001,0
2050,CNUNES-AP138,7,7,10026,0
2051,SANTTF-AP013,7,7,10049,0
2052,SRTF01-AP013,7,7,10060,0
2053,SRTF02-AP013,7,7,10061,0
2054,SRTF03-AP013,7,7,10062,0
3460,S.RITA-AP069,7,7,10063,0
2055,M2TR01-AP013,7,7,10066,0
2056,M2TR02-AP013,7,7,10067,0
2057,M2TR03-AP013,7,7,10068,0
2058,AMAZ01-AP013,7,7,10070,0
2059,EQTR01-AP013,7,7,10072,0
2060,EQTR02-AP013,7,7,10073,0
2061,EQTR03-AP013,7,7,10074,0
2062,EQTR04-AP013,7,7,10076,0
2063,AMAZ02-AP013,7,7,10077,0
2064,LJTR01-AP013,7,7,10088,0
2065,FAZE01-AP013,7,7,10093,0
2066,FAZE02-AP013,7,7,10094,0
2067,SJTR01-AP013,7,7,10103,0
2068,SJTR02-AP013,7,7,10104,0
2069,SJTR03-AP013,7,7,10106,0
2070,SANT01-AP013,7,7,10146,0
2071,APAREC-AM069,7,7,10300,0
2072,ITACO2-AM138,7,7,10304,0
2073,IRANDU-AM138,7,7,10306,0
2074,PARQ10-AM138,7,7,10308,0
2075,DI-4---AM138,7,7,10310,0
2076,RIOPTE-AM138,7,7,10312,0
2077,J.PAUL-AM138,7,7,10313,0
3470,PETROP-AM069,7,7,10314,0
2078,MAUA2M-AM069,7,7,10335,0
2079,D4-CE--AM069,4,4,10336,0
2080,CONSE1-AM069,7,7,10344,0
2081,CONSE2-AM069,7,7,10345,0
2082,CACHO2-AM069,7,7,10350,0
2083,CACHO1-AM069,7,7,10351,0
2084,VOITO--AM069,7,7,10360,0
2085,FLORES-AM069,7,7,10370,0
2086,SUMAUM-AM069,7,7,10377,0
2087,AMBEV--AM069,7,7,10379,0
2088,PNEGRA-AM069,7,7,10380,0
2089,SHOPMA-AM069,7,7,10394,0
2090,SERING-AM069,7,7,10395,0
2091,DISTR1-AM069,7,7,10420,0
2092,CESPEC-AM069,7,7,10421,0
2093,CIDNOV-AM069,7,7,10430,0
2094,STAETE-AM069,7,7,10437,0
2095,DISTR2-AM069,7,7,10440,0
2096,SJOSE--AM069,7,7,10450,0
2097,PLACIB-AM069,7,7,10451,0
2098,STOANT-AM069,7,7,10460,0
2099,JARAQU-AM069,7,7,10461,0
2100,SIVAM--AM069,7,7,10466,0
2101,MANACA-AM069,7,7,10480,0
3448,IRANDU-AM069,7,7,10485,0
2102,REDENC-AM069,7,7,10490,0
2103,MARAPA-AM069,7,7,10492,0
2104,CES----AM069,7,7,10493,0
2105,MUTIRA-AM138,7,7,10520,0
2106,CGRAND-AM138,7,7,10530,0
2107,COMPEN-AM138,7,7,10540,0
2108,CENTRO-AM138,7,7,10545,0
2109,DISTR3-AM138,7,7,10550,0
3461,ST.ETE-AM138,7,7,10555,0
2110,PARINT-AM138,7,7,10567,0
2111,HUMAIT-AM013,7,7,10576,0
2112,ITAPIR-AM138,7,7,10577,0
3462,BRASIL-AM138,7,7,10578,0
3432,JARAQ2-AM138,7,7,10700,0
2113,P.NEG2-AM138,7,7,10701,0
3453,MANACU-AM138,7,7,10722,0
2114,BRASPN-AM138,7,7,10723,0
2115,C.ELIS-AM069,7,7,10724,0
3454,PURAQU-AM138,7,7,10725,0
3455,EP.SAL-AM138,7,7,10726,0
3463,AD.DUC-AM138,7,7,10727,0
3433,COLONI-AM138,7,7,10728,0
2116,SETEMA-AM138,7,7,10729,0
3434,DISTR5-AM138,7,7,10730,0
3456,CAMSAL-AM138,7,7,10731,0
3435,SAOJOR-AM138,7,7,10733,0
3464,SAOLAZ-AM138,7,7,10735,0
2117,T.NOVA-AM138,7,7,10736,0
3449,SHANGR-AM138,7,7,10737,0
3457,TURISM-AM138,7,7,10801,0
3471,COROAD-AM069,7,7,10802,0
2118,PLANAL-AM138,7,7,10803,0
2119,SPNEGR-AM069,7,7,10804,0
2120,AGUASM-AM069,7,7,10805,0
2121,CEMANA-AM069,7,7,10806,0
2122,SIDOIS-AM138,7,7,10807,0
2123,P.FIGU-AM069,7,7,10808,0
2124,TACE---AM069,4,4,10809,0
2125,ORIXIM-PA138,4,4,10998,0
2126,RFORM2-BA138,3,3,11188,0
3436,FORMRP-BA230,3,3,11200,0
2127,OLINDI-BA069,3,3,11473,0
2128,SANTA2-AL069,3,3,11501,0
2129,CRATO2-CE069,3,3,11517,0
2130,MARACN-CE069,3,3,11618,0
2131,AQUIR2-CE069,3,3,11619,0
2132,NSSOCO-SE069,3,3,11673,0
2133,PINDAÍ-BA069,3,3,11695,0
2134,GARAN2-PE069,3,3,12033,0
2135,EXTREM-RN069,3,3,12246,0
2136,JABOAT-PE069,3,3,12602,0
2137,JPSII--PB069,3,3,12699,0
2138,PARNAI-PI138,3,3,12904,0
2139,SALOBO-PA230,4,4,13001,0
2140,SOSSEG-PA230,4,4,13004,0
2141,TAPAJO-PA138,4,4,13015,0
2142,TOMEAC-PA230,4,4,13023,0
2143,REFRON-PA230,4,4,13040,0
2144,SLUIS4-MA069,4,4,13102,0
2145,S.LUZ3-MA138,4,4,14483,0
2146,BESPER-PI069,3,3,15029,0
2147,TERESA-PI013,3,3,15054,0
2148,TERESB-PI013,3,3,15055,0
2149,TERES2-PI069,3,3,15056,0
2150,TERES3-PI069,3,3,15100,0
2151,B.JESU-PI069,3,3,15203,0
2152,GILBUE-PI069,3,3,15205,0
2153,CHAPA1-PI138,3,3,15230,0
2154,CARAU2-RN069,3,3,16013,0
2155,PILOS3-PB069,3,3,16645,0
2156,ANGELI-PE013,3,3,17001,0
2157,B.NOME-PE013,3,3,17002,0
2158,ARCVER-PE069,3,3,17007,0
2159,JUAZE2-PE069,3,3,17105,0
2160,CHAPA1-PE138,3,3,17230,0
2161,MTNORT-PE069,3,3,17447,0
2162,MACEII-AL069,3,3,17501,0
2163,ARAPI3-AL069,3,3,17502,0
2164,SLQUIT-AL069,3,3,17503,0
2165,ABX----AL069,3,3,17504,0
2166,NSGLO2-SE069,3,3,18007,0
2167,RGRAN2-BA138,3,3,18510,0
2168,ZEBU---BA013,3,3,18552,0
2169,BRUMAD-BA138,3,3,18553,0
2170,ITAMAR-BA138,3,3,18554,0
3437,GARGAN-BA138,3,3,18565,0
2171,DIANOP-BA138,3,3,18570,0
2172,JUAZE3-BA069,3,3,18586,0
3450,BARRA2-BA138,3,3,18596,0
2173,ITAPEB-BA138,3,3,18600,0
2174,CAMACA-BA138,3,3,18601,0
2175,P.ASTE-BA138,3,3,18602,0
2176,D. MEI-BA138,3,3,18603,0
2177,EKA----BA230,3,3,18604,0
2178,PORSEG-BA138,3,3,18630,0
2179,TRANCO-BA138,3,3,18636,0
2180,RBRANC-BA138,3,3,18640,0
2181,RPEDRA-BA138,3,3,18641,0
2182,CICERR-BA138,3,3,18642,0
2183,MVERDE-BA138,3,3,18643,0
2184,LEMAGA-BA138,3,3,18644,0
2185,BAREI3-BA138,3,3,18645,0
2186,ALAGO2-BA069,3,3,18761,0
2187,FSANT3-BA069,3,3,18763,0
2188,ITABU1-BA138,3,3,18764,0
2189,ITABN2-BA138,3,3,18765,0
2190,RGRAN3-BA138,3,3,18766,0
2191,ALTO.F-BA138,3,3,18797,0
2192,CHAPAD-MA069,4,4,19002,0
2193,ENCRUZ-MA069,4,4,19069,0
2194,TERES--MA069,4,4,19090,0
2195,CAXIA2-MA069,4,4,19110,0
2196,ACAIL--MA069,4,4,19300,0
2197,PIQUIA-MA069,4,4,19302,0
2198,ST.LUZ-MA138,4,4,19310,0
2199,S.INES-MA138,4,4,19317,0
2200,VITORI-MA069,4,4,19318,0
2201,BACAB1-MA069,4,4,19322,0
2202,R.VERM-PA138,4,4,19507,0
2203,ELDORA-PA138,4,4,19508,0
2204,MABCPA-PA013,4,4,19513,0
2205,MABCP2-PA138,4,4,19515,0
2206,ITACPA-PA138,4,4,19516,0
2207,SANTAN-PA138,4,4,19519,0
2208,BERTIM-PA138,4,4,19521,0
2209,JURUTI-PA138,4,4,19523,0
2210,AGUA_A-PA138,4,4,19525,0
2211,XINCPA-PA138,4,4,19545,0
2212,MOP----PA138,4,4,19546,0
2213,PARCPA-PA138,4,4,19549,0
2214,CANAA--PA138,4,4,19550,0
2215,NOPAP--PA138,4,4,19564,0
2216,BELTER-PA138,4,4,19566,0
2217,CASTSO-PA138,4,4,19588,0
2218,NOVPR1-PA138,4,4,19589,0
2219,RONDON-PA069,4,4,19658,0
2220,M.NOVA-PA069,4,4,19659,0
2221,D.ELIS-PA069,4,4,19660,0
2222,B.JESU-PA069,4,4,19662,0
2223,PPSA2--PA138,4,4,19664,0
2224,TOMEA2-PA138,4,4,19699,0
2225,S.MIGU-PA138,4,4,19751,0
2226,M.RIO--PA138,4,4,19752,0
2227,PARAGO-PA138,4,4,19757,0
2228,MARITU-PA069,4,4,19760,0
2229,FLORAP-PA138,4,4,19766,0
2230,LARANJ-PA069,4,4,19787,0
2231,BRAZAU-PA138,4,4,19874,0
2232,ALMAS--TO034,4,4,20505,0
2233,ALMAS--TO013,4,4,20506,0
2234,ANANAS-TO034,4,4,20508,0
2235,ANANAS-TO013,4,4,20509,0
2236,GURUP2-TO013,4,4,20511,0
2237,GRANOL-TO138,4,4,20513,0
2238,LUZIMA-TO013,4,4,20515,0
2239,SMIGUE-TO034,4,4,20518,0
2240,ITAGUA-TO013,4,4,20520,0
2241,AUGUST-TO034,4,4,20522,0
2242,AUGUST-TO013,4,4,20523,0
2243,ARAGUA-TO034,4,4,20525,0
2244,TOCANT-TO034,4,4,20531,0
2245,TOCANT-TO013,4,4,20532,0
2246,XAMBIO-TO034,4,4,20533,0
2247,AGUIAR-TO013,4,4,20535,0
2248,ARAGU1-TO034,4,4,20536,0
2249,ARAGU1-TO013,4,4,20537,0
2250,ARAGU2-TO013,4,4,20538,0
2251,ARAGU3-TO013,4,4,20539,0
2252,BIELAN-TO034,4,4,20540,0
2253,NOVAOL-TO034,4,4,20541,0
2254,NOVAOL-TO013,4,4,20542,0
2255,GUARA2-TO034,4,4,20543,0
2256,P.AFON-TO034,4,4,20547,0
2257,P.AFON-TO013,4,4,20548,0
2258,GUARA2-TO013,4,4,20549,0
2259,COLINA-TO034,4,4,20551,0
2260,COLINA-TO013,4,4,20552,0
2261,PALM2A-TO013,4,4,20555,0
2262,PALM2A-TO034,4,4,20556,0
2263,PALM2B-TO013,4,4,20557,0
2264,PALM3A-TO013,4,4,20558,0
2265,PALM4A-TO013,4,4,20559,0
2266,PALM4B-TO013,4,4,20560,0
2267,TAQUAR-TO013,4,4,20562,0
2268,PARAI2-TO034,4,4,20563,0
2269,PARAI1-TO034,4,4,20564,0
2270,PARAI1-TO013,4,4,20565,0
2271,P.NACI-TO034,4,4,20567,0
2272,P.NACI-TO013,4,4,20568,0
2273,N.ROSA-TO034,4,4,20570,0
2274,N.ROSA-TO013,4,4,20571,0
2275,CRISTA-TO034,4,4,20573,0
2276,CRISTA-TO013,4,4,20574,0
2277,L.CONF-TO034,4,4,20575,0
2278,L.CONF-TO013,4,4,20576,0
2279,MIRANO-TO034,4,4,20577,0
2280,MIRANO-TO013,4,4,20578,0
2281,S.JOAO-TO034,4,4,20579,0
2282,P.ALTA-TO034,4,4,20581,0
2283,MCARMO-TO034,4,4,20583,0
2284,MCARMO-TO013,4,4,20584,0
2285,DIANOPPCH034,4,4,20585,0
2286,DIANOP-TO013,4,4,20586,0
2287,FIGUEI-TO013,4,4,20587,0
2288,ALVORA-TO034,4,4,20588,0
2289,ALVORA-TO013,4,4,20589,0
2290,GURUP1-TO034,4,4,20591,0
2291,GURUP1-TO013,4,4,20592,0
2292,FORMOS-TO034,4,4,20594,0
2293,FORMOS-TO013,4,4,20595,0
2294,COBRAP-TO013,4,4,20597,0
2295,ARRAIA-TO034,4,4,20598,0
2296,ITAFOS-TO013,4,4,20599,0
2297,BSAYAO-TO034,4,4,20602,0
2298,PALM3B-TO013,4,4,20603,0
2299,CASEAR-TO034,4,4,20605,0
2300,COBRAP-TO034,4,4,20610,0
2301,LUZIND-TO013,4,4,20613,0
2302,SERRAS-TO034,4,4,20619,0
2303,CMANGA-TO138,4,4,20659,0
2304,PARANA-TO034,4,4,20882,0
2305,AURAMN-TO138,4,4,20884,0
2306,ARAGU4-TO013,4,4,20887,0
2307,GURUP3-TO013,4,4,20889,0
2308,PKNEDY-TO034,4,4,20891,0
2309,S.GRLD-TO138,4,4,20894,0
2310,VOTORM-TO138,4,4,20903,0
2311,PARANA-TO013,4,4,20904,0
2312,ARAGUA-TO013,4,4,20905,0
2313,BSAYAO-TO013,4,4,20906,0
2314,ALTAMI-TO138,4,4,20908,0
2315,ALBRAS-PA230,4,4,21001,0
2316,NORFI1-PB230,3,3,21002,0
2317,ELIZCI-PB230,3,3,21003,0
2318,CCP----PB230,3,3,21004,0
2319,ALUNOR-PA230,4,4,21005,0
2320,COTEM1-PE230,3,3,21006,0
2321,VALEPE-MA230,4,4,21007,0
2322,GLOBE--PA230,4,4,21009,0
2323,CONSPR-PA069,4,4,21010,0
2324,ACOVER-MA230,4,4,21011,0
2325,S11D---PA230,4,4,21012,0
2326,AIRLIQ-BA230,3,3,21013,0
2327,MINVV--AL230,3,3,21014,0
2328,ALEMAO-PA230,4,4,21015,0
2329,CRISTA-PA230,4,4,21016,0
2330,VALECA-PA230,4,4,21017,0
2331,VALEOP-PA230,4,4,21018,0
2332,VALEPO-MA230,4,4,21019,0
2333,MILTON-PA230,4,4,21022,0
2334,VALEMA-BA230,3,3,21025,0
2335,CAP----PA230,4,4,21026,0
2336,ALPA---PA230,4,4,21027,0
2337,SINOBR-PA230,4,4,21030,0
2338,PISF-1-PE230,3,3,21034,0
2339,PISF-2-PE230,3,3,21035,0
2340,CARAIB-BA230,3,3,21036,0
2341,LIBRA--CE230,3,3,21037,0
2342,PORTLA-CE230,3,3,21038,0
2343,GERDAU-PE230,3,3,21039,0
2344,PETROQ-PE230,3,3,21041,0
2345,FERBAS-BA230,3,3,21042,0
2346,GERDAU-BA230,3,3,21043,0
2347,DOWQUI-BA230,3,3,21044,0
2348,ATLANT-BA230,3,3,21045,0
2349,BRASKE-AL230,3,3,21046,0
2350,VALEFE-SE230,3,3,21047,0
2351,APODI--CE006,3,3,21048,0
2352,FORD---BA230,3,3,21049,0
2353,RNEST--PE230,3,3,21051,0
2354,BKNUNB-BA230,3,3,21100,0
2355,BKNUSC-BA230,3,3,21101,0
2356,PARANA-BA230,3,3,21102,0
2357,DATPEC-CE230,3,3,21111,0
2358,FIAT---PE069,3,3,21116,0
2359,FAFEN--SE230,3,3,21200,0
2360,CIMESA-SE230,3,3,21201,0
2361,MRN----PA230,4,4,21302,0
2362,A.AZUL-SP088,1,1,22051,0
2363,GV--BE-SP138,1,1,22052,0
2364,SE--RB-DF138,1,1,22803,0
2365,SE--RD-DF138,1,1,22804,0
2366,TOCANT-DF138,1,1,22817,0
2367,SE--ST-DF069,1,1,22835,0
2368,SE--TO-DF034,1,1,22886,0
2369,SE--TG-DF013,1,1,22901,0
2370,SE--CN-DF013,1,1,22902,0
2371,SE--CS-DF013,1,1,22903,0
2372,SE--AC-DF013,1,1,22904,0
2373,SE--GR-DF013,1,1,22905,0
2374,SE--BZ-DF013,1,1,22907,0
2375,SE--NB-DF013,1,1,22908,0
2376,SE--TN-DF013,1,1,22909,0
2377,SE--SO-DF013,1,1,22911,0
2378,SE--RF-DF013,1,1,22912,0
2379,SE--01-DF013,1,1,22913,0
2380,SE--02-DF013,1,1,22914,0
2381,SE--03-DF013,1,1,22915,0
2382,SE--04-DF013,1,1,22916,0
2383,SE05---DF013,1,1,22917,0
2384,SE--07-DF013,1,1,22919,0
2385,SE--08-DF013,1,1,22920,0
2386,SE--09-DF013,1,1,22921,0
2387,SE--10-DF013,1,1,22922,0
2388,SE--BC-DF013,1,1,22925,0
2389,SE--SW-DF013,1,1,22926,0
2390,SE--CT-DF013,1,1,22927,0
2391,SE--SB-DF013,1,1,22928,0
2392,SE--ES-DF013,1,1,22932,0
2393,SE--MJ-DF013,1,1,22938,0
2394,SE--SM-DF013,1,1,22939,0
2395,SE--SS-DF013,1,1,22940,0
2396,SE--HP-DF013,1,1,22943,0
2397,SE--MG-DF013,1,1,22944,0
2398,SE--CD-DF013,1,1,22945,0
2399,SE--GM-DF013,1,1,22947,0
2400,SE--EN-DF013,1,1,22959,0
2401,SE--06-DF013,1,1,22960,0
2402,SE--NW-DF013,1,1,22966,0
2403,IPEGUA-GO138,1,1,23304,0
2404,CATALA-GO069,1,1,23328,0
2405,ULTRAF-GO138,1,1,23329,0
2406,AMBEV--GO138,1,1,23330,0
2407,ANHANG-GO013,1,1,23340,0
2408,DAIA---GO034,1,1,23341,0
2409,VOTORA-GO138,1,1,23345,0
2410,SVERDE-GO138,1,1,23347,0
2411,MBALSA-GO138,1,1,23348,0
2412,APAREC-GO138,1,1,23349,0
2413,VILCOR-GO138,1,1,23356,0
2414,CARTGO-GO138,1,1,23358,0
2415,CAOA---GO138,1,1,23359,0
2416,RCLARO-GO069,1,1,23374,0
2417,JATAI--GO069,1,1,23377,0
2418,COIMBR-GO069,1,1,23378,0
2419,S.AZUL-GO069,1,1,23379,0
2420,CHAPAD-GO069,1,1,23382,0
2421,CABRIU-GO069,1,1,23385,0
2422,INHUMA-GO069,1,1,23387,0
2423,FIRMIN-GO069,1,1,23393,0
2424,GOIANI-GO069,1,1,23395,0
2425,NEROPO-GO069,1,1,23397,0
3438,HIDROL-GO138,1,1,23404,0
2426,JKJATA-GO138,1,1,23412,0
2427,PORANG-GO069,1,1,23503,0
2428,B.ALTO-GO069,1,1,23509,0
2429,AMARIL-GO138,1,1,23511,0
2430,REAL-2-GO138,1,1,23770,0
2431,CROWN--GO138,1,1,23771,0
2432,STAHEL-GO069,1,1,23776,0
2433,EEAB---GO138,1,1,23779,0
2434,IPORA--GO069,1,1,24000,0
3439,MATRIN-GO069,1,1,24006,0
2435,JUSSAR-GO069,1,1,24007,0
2436,SNPDST-MT138,1,1,25701,0
2437,ARIPUA-MT034,1,1,25709,0
2438,CBA-DI-MT138,1,1,25711,0
2439,SOR.R2-MT069,1,1,25727,0
2440,SOR.CT-MT069,1,1,25728,0
2441,ADM----MT138,1,1,25731,0
2442,BUNGE--MT138,1,1,25732,0
2443,LUCAS--MT138,1,1,25735,0
2444,B.FUT--MT034,1,1,25767,0
2445,BERTIN-MT138,1,1,25787,0
2446,CARGPV-MT138,1,1,25788,0
2447,FZMALU-MT138,1,1,25789,0
2448,VOTORA-MT138,1,1,26000,0
2449,N.UBIR-MT138,1,1,26001,0
2450,ESPIGA-MT138,1,1,26002,0
2451,TAPURA-MT138,1,1,26003,0
2452,PRNITA-MT138,1,1,26050,0
2453,MINERN-MT138,1,1,26150,0
2454,NOBLE--MT138,1,1,26200,0
2455,BE.RIO-MT138,1,1,26300,0
2456,CHAPAD-MT138,1,1,26433,0
2457,ARICA--MT138,1,1,26447,0
2458,PRIMA2-MT138,1,1,26448,0
2459,SOR.C2-MT069,7,7,26449,0
2460,IPAT11-MG013,1,1,26477,0
2461,TIMOTE-MG013,1,1,26481,0
2462,GVALD2-MG013,1,1,26482,0
2463,NEVES5-MG138,1,1,26492,0
2464,DEMETC-MG138,1,1,26666,0
2465,VALLOU-MG138,1,1,26668,0
2466,JABOT1-MG138,1,1,26739,0
2467,NLIM10-MG138,1,1,26740,0
2468,BRUMD2-MG138,1,1,26741,0
2469,SLAGO8-MG138,1,1,26742,0
2470,SLAGO9-MG138,1,1,26743,0
3458,CONTA6-MG138,1,1,26744,0
2471,BARRE4-MG138,1,1,26745,0
2472,ITAMIN-MG138,1,1,26746,0
2473,MULTEC-MG138,1,1,26748,0
2474,NLIMA5-MG138,1,1,26750,0
2475,IBIRI2-MG138,1,1,26787,0
2476,FBETIM-MG138,1,1,26793,0
2477,NLIMA8-MG138,1,1,26798,0
2478,BARRE3-MG138,1,1,26820,0
2479,MAGOTT-MG138,1,1,26829,0
2480,SVERDB-MG138,1,1,26832,0
2481,CCHAG1-MG138,1,1,26842,0
2482,NANUQU-MG138,1,1,26843,0
2483,ITING1-MG138,1,1,26844,0
2484,FERROS-MG138,1,1,26847,0
2485,JMONL5-MG069,1,1,26848,0
2486,MNOVA2-MG138,1,1,26894,0
2487,MONLE3-MG069,1,1,26916,0
2488,NERA-1-MG069,1,1,26917,0
2489,ITAB2--MG013,1,1,26919,0
2490,ITABR3-MG069,1,1,26920,0
2491,GVALA1-MG138,1,1,26928,0
2492,CORFAB-MG069,1,1,26939,0
2493,CARANG-MG138,1,1,26972,0
2494,DIVINO-MG138,1,1,27005,0
2495,ITABI5-MG138,1,1,27027,0
2496,CAPEL2-MG138,1,1,27032,0
2497,ITABR6-MG069,1,1,27034,0
2498,IBIRAC-MG013,1,1,27051,0
2499,VGRAN1-MG138,1,1,27062,0
2500,OBRAN1-MG138,1,1,27063,0
2501,ITABI3-MG138,1,1,27077,0
2502,OPRET3-MG138,1,1,27118,0
2503,CARAN3-MG138,1,1,27145,0
2504,MURTIN-MG138,1,1,27153,0
2505,GERBUR-MG138,1,1,27155,0
2506,CSNCON-MG138,1,1,27157,0
2507,BARBA1-MG138,1,1,27171,0
2508,VMZJF--MG138,1,1,27186,0
2509,JEQERI-MG138,1,1,27203,0
2510,VICOS2-MG138,1,1,27210,0
2511,CONGO2-MG138,1,1,27212,0
2512,OPRET5-MG138,1,1,27217,0
2513,ANGLOF-MG138,1,1,27226,0
2514,NRIVLI-MG138,1,1,27228,0
2515,RPARA2-MG138,1,1,27231,0
2516,SERYA--MG138,1,1,27234,0
2517,ITAPA1-MG138,1,1,27235,0
2518,ARAGU4-MG138,1,1,27236,0
2519,PATRC3-MG138,1,1,27237,0
2520,CDOUR2-MG138,1,1,27238,0
2521,C.ALTO-MG138,1,1,27241,0
2522,CVRDE2-MG138,1,1,27245,0
2523,ITURA1-MG138,1,1,27252,0
2524,VPONTA-MG138,1,1,27255,0
2525,SVITOR-MG138,1,1,27257,0
2526,PLANRA-MG138,1,1,27260,0
2527,UBERL2-MG138,1,1,27271,0
2528,SDIACA-MG138,1,1,27273,0
2529,VPONTAUTE013,1,1,27303,0
2530,ITUIUT-MG138,1,1,27304,0
2531,ITUIU-UTE013,1,1,27307,0
2532,FRUTA1-MG138,1,1,27314,0
2533,PETRBL-MG138,1,1,27330,0
