$version=1
!Code,Latitude,Longitude
6356,-27.35,-51.6
6357,-26.79,-51.03
6360,-26.87,-51.79
6365,-27.07,-51.67
6367,-27.02,-50.92
6377,-27.02,-51.14
6378,-26.79,-50.95
6384,-27.38,-51.59
6385,-27.01,-51.16
6386,-27.19,-51.5
6391,-27.02,-51.15
6395,-27.02,-50.92
6398,-27.12,-51.25
6399,-27.3,-51.57
6400,-27.14,-52.13
6413,-27.11,-52.64
6424,-27.1,-52.7
6425,-27.1,-52.71
6426,-27.23,-52.03
6427,-27.22,-51.99
6430,-27.08,-52.64
6431,-27.08,-52.61
6433,-26.76,-52.26
6435,-27.09,-52.14
6436,-27.16,-53.72
6437,-26.86,-52.24
6438,-26.76,-53.15
6441,-27.06,-53.15
6442,-26.81,-53.03
6443,-27.09,-53.41
6445,-26.61,-52.29
6452,-26.86,-52.14
6456,-26.8,-52.72
6465,-26.73,-53.5
6468,-27.23,-52.03
6469,-27.09,-52.65
6470,-26.45,-53.51
6471,-26.36,-52.85
6472,-26.35,-52.84
6474,-27.1,-52.69
6478,-27.15,-52.31
6479,-27.16,-52.32
6490,-26.86,-52.39
6501,-28.28,-49.15
6509,-28.33,-49.04
6518,-28.24,-48.67
6519,-28.12,-48.7
6521,-28.59,-49.05
6522,-28.61,-49.03
6525,-28.47,-48.78
6530,-28.38,-49.28
6531,-28.53,-49.06
6532,-28.47,-49.01
6533,-28.42,-48.94
6535,-28.67,-49.11
6539,-28.21,-48.68
6552,-28.95,-49.52
6553,-28.96,-49.44
6556,-28.68,-49.41
6561,-28.69,-49.35
6563,-28.78,-49.36
6564,-28.81,-49.37
6565,-28.77,-49.37
6571,-28.61,-49.32
6574,-28.74,-49.43
6576,-28.72,-49.29
6577,-28.78,-49.27
6578,-28.4,-49.4
6579,-28.86,-49.47
6581,-28.49,-49.46
6583,-28.66,-49.21
6584,-28.67,-49.33
6585,-28.67,-49.32
6588,-28.66,-49.21
6590,-29,-49.63
6593,-29.1,-49.64
6594,-28.59,-49.41
6595,-29.23,-49.76
6596,-28.53,-49.33
6601,-23.53,-51.45
6602,-23.03,-52.45
6603,-23.39,-51.24
6604,-25.59,-49.36
6605,-25.59,-49.36
6606,-23.39,-51.24
6607,-23.03,-52.45
6608,-25.51,-53.68
6609,-25.5,-53.67
6615,-25.43,-49.37
6616,-25.48,-49.21
6617,-25.53,-49.33
6618,-25.37,-49.28
6619,-25.59,-49.32
6623,-25.2,-49.32
6624,-25,-53.46
6625,-25.03,-53.53
6626,-25.03,-53.53
6627,-25.41,-49.53
6628,-25.41,-49.53
6651,-23.85,-50.39
6652,-25.49,-54.54
6653,-25.52,-53.1
6654,-25.47,-54.48
6655,-25.47,-54.48
6662,-26.01,-51.67
6663,-25.25,-48.76
6664,-25.59,-49.35
6665,-24.1,-54.23
6680,-23.29,-51.08
6688,-24.23,-49.69
6699,-23.28,-51.24
6708,-23.45,-51.99
6715,-24.04,-50.69
6716,-24.06,-50.71
6721,-25.43,-51.6
6722,-25.37,-50.67
6730,-26.21,-52.67
6731,-25.55,-48.56
6732,-25.04,-50.14
6733,-25.18,-50.1
6735,-26.43,-52.07
6747,-25.58,-49.36
6754,-23.44,-51.83
6755,-25.54,-53.5
6758,-25.79,-52.1
6759,-25.57,-49.42
6761,-25.53,-49.13
6762,-25.67,-49.18
6763,-25.85,-50.4
6764,-25.36,-49.14
6770,-22.88,-52.18
6791,-22.93,-51.95
6792,-24.79,-51.43
6794,-26.7,-51.92
6798,-25.36,-51.48
6799,-23.85,-50.39
6800,-26.58,-52.5
6801,-23.37,-52.91
6815,-26.06,-52.92
6818,-23.53,-51.45
6826,-25.97,-51.6
6833,-22.71,-51.78
6834,-23.08,-50.19
6854,-25.44,-49.25
6861,-25.46,-49.31
6862,-25.43,-49.37
6863,-25.48,-49.21
6867,-25.53,-49.33
6868,-25.37,-49.28
6870,-25.59,-49.32
6881,-24.74,-50.12
6894,-25,-53.46
6899,-25.82,-49.07
6903,-25.41,-49.53
6907,-24.11,-52.33
6910,-24.07,-52.37
6914,-22.99,-51.82
6925,-25.53,-49.13
6957,-23.85,-50.39
6964,-25.49,-54.54
6965,-25.52,-53.1
6969,-25.7,-52
6970,-25.98,-52.22
6979,-26.01,-51.67
6981,-25.25,-48.76
6982,-25.14,-48.87
6984,-24.1,-54.23
6988,-25.71,-48.97
6995,-24.13,-49.64
7000,-23.79,-53.29
7002,-25.54,-49.37
7011,-23.29,-51.08
7015,-25.09,-50.32
7020,-25.09,-50.32
7021,-25.43,-51.6
7022,-25.37,-50.67
7023,-24.78,-50.06
7024,-26.13,-51.15
7028,-24.23,-49.69
7041,-24.29,-50.6
7042,-24.25,-50.74
7055,-23.28,-51.24
7081,-23.45,-51.99
7122,-26.21,-52.67
7126,-25.55,-48.56
7128,-25.04,-50.14
7129,-25.18,-50.1
7137,-24.73,-52.01
7147,-25.06,-50.99
7148,-25.12,-52.39
7149,-24.07,-49.62
7150,-24.64,-53.1
7169,-25.78,-53.52
7186,-20.81,-46.71
7188,-23.44,-51.83
7190,-25.54,-53.5
7193,-25.65,-51.96
7195,-25.79,-52.11
7204,-25.67,-49.18
7207,-25.36,-49.14
7210,-24.09,-52.3
7213,-23.75,-52.87
7228,-24.53,-50.41
7232,-24.92,-51.41
7241,-22.78,-52.7
7242,-23.27,-52.49
7244,-22.86,-51.38
7246,-23.27,-52.49
7247,-23.43,-51.98
7299,-25.57,-49.08
7300,-25.57,-49.08
7301,-27.6,-51.33
7303,-27.78,-51.19
7304,-27.77,-51.18
7305,-27.14,-53.04
7306,-27.14,-53.05
7307,-29.01,-51.54
7309,-29.03,-51.52
7311,-29.01,-51.38
7313,-29.06,-51.67
7364,-29.81,-55.84
7366,-30.06,-56.15
7367,-29.69,-51.07
7368,-29.83,-51.18
7369,-29.69,-51.07
7372,-29.63,-52.16
7373,-29.63,-52.16
7375,-29.88,-51.19
7378,-30.38,-56.44
7379,-30.86,-55.54
7380,-30.86,-55.54
7382,-29.89,-51.18
7383,-29.89,-51.18
7384,-29.78,-57.06
7385,-30.1,-57.33
7386,-29.78,-55.72
7387,-30.87,-55.5
7388,-29.9,-56.72
7389,-29.72,-51.15
7390,-29.71,-53.74
7393,-29.81,-51.13
7395,-29.65,-53.26
7403,-30.52,-53.48
7404,-29.87,-54.82
7405,-30,-52.91
7414,-29.68,-52.78
7416,-29.69,-52.65
7418,-29.68,-51.09
7420,-29.84,-51.18
7424,-29.92,-51.28
7431,-29.84,-51.18
7432,-29.48,-51.96
7434,-29.59,-53.43
7438,-29.49,-54.7
7439,-29.15,-56.07
7440,-29.44,-51.96
7442,-29.58,-51.36
7444,-29.66,-51.13
7445,-29.67,-51.46
7447,-29.83,-51.41
7448,-29.87,-51.17
7449,-30.24,-54.92
7450,-29.96,-52.36
7451,-29.84,-51.17
7454,-29.21,-54.87
7456,-29.65,-51.01
7460,-28.67,-56.02
7469,-28.69,-56
7470,-29.78,-55.77
7472,-30.34,-54.33
7473,-29.85,-51.38
7474,-29.7,-52.44
7476,-30.17,-53.59
7478,-29.81,-51.85
7480,-29.76,-52.43
7481,-29.81,-51.85
7483,-29.78,-52.41
7484,-29.95,-51.19
7485,-29.95,-51.18
7486,-29.92,-51.24
7489,-29.81,-51.14
7490,-29.97,-51.2
7491,-29.95,-51.19
7492,-29.7,-54.7
7494,-29.6,-54.17
7496,-29.56,-55.13
7498,-29.38,-56.04
7514,-29.72,-51.15
7517,-29.7,-53.84
7519,-29.66,-53.79
7520,-30.09,-53.64
7523,-29.71,-53.81
7525,-29.69,-51.06
7531,-29.72,-51.15
7532,-29.66,-53.79
7533,-29.94,-51.71
7536,-29.72,-51.15
7537,-29.55,-56.74
7541,-29.63,-52.2
7544,-29.71,-51.11
7545,-29.9,-51.15
7547,-29.71,-51.25
7548,-28.81,-55.56
7551,-29.43,-53.03
7562,-29.54,-52.52
7564,-29.48,-51.97
7571,-29.69,-51.07
7573,-29.76,-57.06
7574,-29.59,-51.11
7575,-29.65,-51.15
7576,-29.89,-51.18
7577,-29.47,-51.98
7578,-29.15,-56.07
7580,-29.87,-51.39
7581,-29.81,-51.17
7582,-29.72,-51.15
7583,-29.75,-52.42
7584,-29.81,-51.18
7585,-29.68,-53.88
7587,-29.7,-54.7
7588,-29.81,-57
7589,-29.63,-52.16
7590,-29.79,-51.16
7592,-29.76,-51.11
7593,-29.72,-51.15
7596,-28.69,-56
7598,-29.37,-54.5
7599,-29.75,-52.42
7600,-29.65,-52.8
7602,-29.75,-52.42
7604,-29.82,-51.39
7608,-29.88,-51.17
7620,-29.46,-51.99
7624,-29.83,-51.42
7631,-29.44,-51.9
7632,-29.5,-51.36
7637,-29.73,-51.14
7638,-29.83,-51.42
7711,-26.39,-48.95
7712,-26.96,-48.7
7715,-28.54,-49.1
7717,-26.86,-49.29
7718,-26.96,-48.7
7719,-27.53,-51.79
7722,-27.27,-52.41
7723,-27.54,-51.42
7725,-27.76,-50.34
7727,-28.54,-49.1
7728,-27.54,-51.42
7729,-28.13,-55.06
7730,-28.14,-55.05
7731,-26.97,-48.78
7732,-25.59,-49.32
7733,-26.78,-49.08
7734,-26.78,-49.08
7735,-26.78,-49.08
7736,-27.54,-51.42
7738,-26.97,-48.78
7739,-25.59,-49.32
7740,-27.49,-48.73
7741,-27.49,-48.73
7742,-27.49,-48.73
7743,-28.75,-49.52
7744,-27.57,-51.07
7745,-27.67,-48.51
7746,-27.67,-48.51
7747,-27.57,-51.07
7748,-25.97,-51.6
7749,-25.97,-51.6
7750,-29.88,-51.06
7751,-29.28,-51.2
7752,-29.82,-51.34
7753,-31.57,-53.69
7755,-20.55,-54.75
7757,-22.27,-54.99
7758,-20.57,-55.84
7759,-28.56,-49.41
7760,-24.43,-51.68
7762,-23.46,-51.14
7763,-23.46,-51.14
7765,-28.28,-54.33
7766,-25.63,-52.62
7770,-26.25,-48.9
7771,-22.23,-54.7
7776,-24.07,-52.37
7777,-26.25,-48.9
7778,-26.2,-50.4
7779,-27,-51.09
7780,-29.95,-51.62
7781,-28.99,-50.56
7782,-29.22,-51.32
7783,-28.79,-50.75
7784,-28.8,-50.73
7785,-29.04,-50.51
7790,-27.16,-49.61
7793,-27,-51.09
7794,-26.29,-48.89
7795,-26.29,-48.89
7796,-26.29,-48.89
7800,-28.45,-48.97
7802,-28.46,-48.97
7803,-28.45,-48.97
7804,-28.45,-48.97
7806,-27.76,-50.34
7808,-27.64,-48.69
7809,-27.64,-48.69
7812,-27.48,-52.72
7818,-29.81,-57.01
7820,-25.54,-53.01
7821,-25.54,-53.01
7822,-27.21,-51.91
7823,-28.56,-49.41
7824,-28.6,-49.41
7825,-28.6,-49.41
7826,-26.86,-52.39
7830,-28.54,-49.1
7845,-26.87,-49.02
7850,-30.81,-55.71
7878,-27.16,-49.61
7882,-29.97,-51.6
7885,-29.6,-51.15
7900,-27.48,-48.5
7901,-27.48,-48.5
7903,-26.96,-48.7
7904,-26.86,-49.29
7921,-29.82,-51.34
7922,-28.28,-54.33
7923,-29.78,-50.05
7924,-29.89,-50.96
7945,-28.75,-49.52
7980,-26.39,-48.95
7981,-26.39,-48.95
7990,-26.44,-49.17
7991,-26.44,-49.17
8012,-29.18,-51.47
8013,-29.13,-51.52
8014,-29.2,-51.36
8015,-29.23,-51.33
8018,-29.16,-51.5
8021,-29.18,-51.51
8022,-29.19,-51.51
8025,-29.27,-51.5
8026,-29.27,-51.47
8030,-29.13,-51.19
8037,-29.13,-51.19
8039,-29.12,-51.11
8045,-29.17,-51.16
8053,-29.14,-51.16
8054,-29.04,-51.17
8055,-29.11,-51.11
8057,-28.98,-51.06
8058,-29.24,-51.51
8059,-29.14,-51.16
8061,-29.22,-51.32
8063,-29.15,-51.16
8064,-29.17,-51.17
8066,-29.16,-51.12
8090,-28.39,-54.93
8101,-29.88,-51.06
8102,-29.93,-51.08
8103,-29.95,-51.03
8104,-29.95,-51
8105,-29.94,-50.97
8106,-29.89,-50.8
8107,-29.95,-51.02
8109,-29.91,-51.09
8110,-29.95,-51.02
8111,-29.95,-50.97
8112,-29.91,-51.09
8120,-29.39,-50.75
8130,-28.99,-50.56
8133,-29.54,-50.77
8134,-29.51,-50.77
8135,-29.35,-51.01
8136,-29.64,-50.87
8137,-29.64,-50.56
8140,-29.6,-50.8
8143,-29.35,-51.01
8155,-28.29,-53.88
8156,-27.77,-53.56
8180,-28.81,-51.61
8186,-28.71,-51.85
8187,-28.94,-51.77
8188,-28.96,-51.76
8189,-28.89,-51.46
8191,-28.94,-51.47
8197,-29.89,-50.96
8200,-27.61,-53.57
8201,-29.88,-51.06
8220,-27.14,-53.05
8224,-28.15,-54.72
8248,-29.08,-53.23
8260,-28.3,-54.29
8261,-28.3,-54.29
8262,-28.3,-54.29
8280,-28.67,-52.86
8285,-27.88,-54.46
8288,-28.56,-52.55
8289,-28.28,-52.43
8290,-28.28,-52.43
8291,-28.24,-52.36
8292,-28.28,-52.43
8293,-28.28,-52.43
8294,-28.35,-52.21
8300,-27.48,-52.72
8301,-27.66,-52.31
8317,-28.71,-51.93
8318,-28.22,-51.51
8319,-28.49,-50.91
8320,-27.63,-52.24
8321,-28.55,-52.08
8322,-28.09,-52.06
8324,-27.94,-51.83
8325,-28.84,-51.9
8326,-28.84,-51.9
8327,-28.57,-51.99
8328,-28.55,-52.08
8329,-28.47,-52.21
8330,-28.46,-52.21
8331,-28.61,-53.62
8332,-28.61,-53.62
8333,-29.93,-50.92
8334,-28.41,-53.93
8335,-28.3,-54.24
8336,-28.29,-53.51
8340,-29.24,-53.65
8341,-28.28,-53.51
8344,-29.38,-51.29
8345,-27.5,-53.22
8346,-27.76,-51.33
8348,-27.88,-53.31
8349,-27.94,-52.93
8350,-27.75,-53
8352,-27.34,-53.06
8353,-29.45,-51.3
8355,-29.38,-51.12
8356,-29.36,-50.85
8357,-29.4,-50.87
8358,-28.19,-51.52
8360,-27.61,-51.75
8363,-18.81,-52.62
8364,-19.06,-52.53
8365,-18.93,-52.69
8366,-20.45,-52.88
8368,-20.45,-52.88
8371,-20.47,-54.53
8373,-20.49,-54.74
8374,-23.51,-54.19
8375,-19.92,-54.38
8376,-18.98,-52.61
8378,-23.11,-55.22
8379,-22.39,-54.43
8380,-19.54,-54.03
8381,-19.7,-51.18
8382,-19.7,-51.18
8383,-21.46,-56.15
8384,-21.46,-56.15
8397,-20.09,-51.11
8403,-20.5,-55.81
8406,-20.5,-55.81
8418,-20.75,-56.09
8419,-21.12,-56.48
8440,-19.54,-54.03
8443,-22.63,-54.81
8450,-19.13,-51.71
8454,-20.43,-54.55
8456,-20.48,-54.65
8458,-20.48,-54.65
8461,-20.52,-54.58
8462,-20.52,-54.58
8465,-20.46,-54.62
8466,-20.46,-54.62
8469,-20.42,-54.58
8471,-20.42,-54.58
8477,-20.49,-54.74
8479,-20.49,-54.74
8482,-20.43,-54.66
8483,-20.43,-54.66
8486,-20.47,-54.59
8487,-20.47,-54.59
8488,-20.49,-54.61
8489,-20.49,-54.61
8490,-20.43,-54.62
8491,-20.43,-54.62
8492,-18.81,-52.62
8495,-21.7,-57.87
8497,-19.01,-57.62
8506,-19.01,-57.62
8508,-19.01,-57.62
8511,-18.5,-54.73
8515,-22.1,-54.53
8518,-22.24,-54.84
8519,-22.24,-54.84
8521,-22.26,-54.79
8523,-22.26,-54.79
8524,-22.22,-54.79
8526,-22.22,-54.79
8529,-22.27,-54.99
8531,-22.29,-54.17
8535,-22.23,-54.75
8537,-22.23,-54.75
8542,-23.77,-54.3
8543,-23.77,-54.3
8544,-23.77,-54.3
8546,-22.36,-54.5
8554,-22.42,-54.22
8557,-23.67,-54.55
8561,-20.55,-54.75
8573,-22.31,-53.85
8575,-22.31,-53.85
8582,-21.46,-56.15
8586,-20.54,-54.66
8587,-20.54,-54.66
8591,-21.65,-55.1
8593,-21.65,-55.1
8598,-20.68,-53.57
8605,-20.26,-56.35
8611,-22.26,-53.34
8612,-22.26,-53.34
8613,-22.26,-53.34
8615,-22.5,-54.86
8618,-23.07,-54.21
8627,-22.37,-55.25
8634,-20.68,-53.57
8637,-22.5,-55.7
8639,-22.12,-55.51
8640,-22.5,-55.7
8641,-22.5,-55.7
8648,-19.7,-51.18
8655,-21.8,-54.55
8656,-21.8,-54.55
8666,-18.9,-54.84
8669,-21.8,-54.55
8676,-19.4,-54.56
8677,-19.4,-54.56
8678,-19.4,-54.56
8681,-22.23,-54.75
8686,-21.69,-56.8
8689,-20.38,-51.43
8691,-20.93,-54.95
8692,-20.93,-54.95
8693,-20.93,-54.95
8705,-21.62,-55.44
8712,-31.55,-53.66
8714,-31.45,-53.78
8716,-29.88,-51.15
8717,-29.88,-51.15
8718,-27.53,-51.79
8720,-28.25,-55.67
8721,-28.25,-55.67
8722,-28.83,-51.84
8724,-27.64,-51.49
8725,-28.75,-51.84
8726,-28.77,-51.84
8728,-30.1,-53.65
8729,-28.79,-50.57
8730,-27.62,-50.98
8731,-27.64,-51
8733,-28.61,-51.4
8735,-27.5,-50.8
8736,-27.5,-50.81
8738,-28.96,-50.8
8742,-29.02,-50.73
8743,-28.9,-50.81
8744,-27.53,-51.42
8750,-27.35,-52.73
8759,-26.66,-52.54
8771,-33.14,-52.99
8772,-33.47,-53.3
8781,-28.81,-50.61
8801,-27.14,-49.52
8918,-29.76,-56.99
8920,-29.76,-56.99
8954,-28.45,-48.97
8955,-28.45,-48.97
8956,-28.45,-48.97
8957,-28.45,-48.97
8960,-27.55,-52.74
8972,-25.54,-53.01
8973,-25.54,-53.01
8974,-25.63,-52.61
8975,-27.28,-52.38
9001,-32.23,-53.09
9002,-29.78,-55.72
9010,-31.29,-54.07
9015,-29.69,-51.07
9020,-29.89,-51.18
9021,-29.89,-51.18
9023,-33.54,-53.37
9030,-30.83,-51.82
9037,-29.34,-50.7
9038,-29.35,-50.7
9039,-29.35,-50.7
9040,-31.57,-53.69
9045,-29.95,-51.19
9050,-29.87,-51.14
9051,-29.9,-51.1
9052,-29.21,-50.24
9060,-29.28,-51.2
9062,-29.14,-51.16
9065,-29.13,-51.19
9066,-29.16,-51.12
9084,-29.95,-51.62
9090,-29.45,-53.29
9091,-29.45,-53.29
9095,-29.9,-50.77
9097,-30.01,-51.32
9100,-29.24,-51.51
9110,-29.88,-51.07
9111,-29.88,-51.07
9116,-30.02,-51.1
9120,-30.13,-51.38
9130,-27.61,-53.57
9137,-29.31,-50.68
9140,-29.26,-53.23
9141,-29.26,-53.24
9151,-29.07,-53.21
9152,-29.13,-53.32
9163,-32.55,-53.37
9165,-29.47,-51.98
9170,-30.86,-55.54
9180,-28.19,-51.52
9184,-29.15,-56.07
9186,-33.15,-52.99
9188,-28.39,-54.93
9190,-30.78,-50.64
9192,-29.9,-50.31
9193,-29.9,-50.31
9194,-29.9,-50.31
9195,-28.81,-51.61
9204,-30.05,-51.23
9206,-30.06,-51.14
9208,-30.01,-51.14
9209,-29.97,-51.2
9210,-30.05,-51.2
9212,-30.05,-51.2
9213,-30.1,-51.22
9218,-30.06,-51.14
9220,-29.97,-51.2
9221,-30.06,-51.14
9228,-31.73,-52.41
9230,-31.73,-52.41
9231,-30.06,-51.14
9232,-31.55,-53.69
9233,-31.55,-53.68
9234,-31.55,-53.68
9244,-29.97,-51.2
9245,-29.87,-51.39
9246,-29.97,-51.2
9250,-29.02,-53.19
9251,-29.02,-53.19
9253,-29.02,-53.19
9254,-31.93,-52.74
9261,-32.08,-52.27
9262,-32.08,-52.27
9263,-32.08,-52.27
9264,-28.36,-53.9
9265,-28.3,-54.29
9266,-28.66,-53.65
9267,-28.66,-53.65
9269,-29.82,-50.5
9272,-28.69,-56
9276,-29.72,-51.15
9280,-29.75,-52.42
9283,-29.65,-52.8
9284,-29.68,-53.88
9286,-29.68,-53.88
9290,-28.28,-52.43
9304,-27.88,-54.46
9306,-29.7,-54.7
9310,-28.67,-52.86
9314,-29.66,-50.79
9327,-28.18,-54.81
9330,-29.81,-57
9340,-29.76,-57
9345,-29.63,-52.16
9350,-30.04,-51.06
9355,-30,-51.14
9356,-29.78,-50.05
9357,-30.16,-51.15
9358,-30.02,-51.17
9359,-30.02,-51.17
9360,-31.29,-54.07
9361,-30.06,-51.21
9362,-30.03,-51.19
9364,-30.83,-51.82
9365,-30.01,-51.21
9367,-30,-51.2
9371,-30.04,-51.17
9372,-30.01,-51.32
9374,-30.01,-51.32
9375,-30.02,-51.1
9376,-30.13,-51.38
9377,-30.01,-51.03
9384,-30.05,-51.2
9385,-30.06,-51.17
9386,-30.08,-51.04
9387,-30.05,-51.09
9388,-30.1,-51.22
9389,-30.1,-51.22
9391,-29.97,-51.12
9395,-30.05,-51.23
9396,-30.05,-51.23
9397,-30.05,-51.23
9398,-30.05,-51.23
9399,-30.05,-51.23
9400,-30.01,-51.14
9408,-30.24,-50.48
9409,-30.15,-51.22
9416,-31.76,-52.3
9420,-31.76,-52.35
9424,-31.66,-52.35
9428,-31.66,-52.35
9430,-30.17,-50.87
9431,-29.96,-51.61
9448,-29.97,-51.73
9449,-30,-51.14
9451,-30.13,-51.33
9452,-33.47,-53.3
9453,-30.17,-51.33
9455,-30.13,-51.33
9470,-30.04,-51.06
9483,-30.16,-50.88
9501,-8.75,-63.45
9506,-8.75,-63.46
9508,-8.77,-63.83
9510,-8.8,-63.82
9512,-8.77,-63.83
9514,-8.77,-63.83
9515,-11.71,-61.78
9516,-12.11,-61.93
9518,-12,-60.7
9520,-9.93,-63.01
9522,-9.26,-64.42
9524,-9.71,-64.52
9525,-10.42,-62.45
9527,-9.29,-64.56
9530,-10.86,-61.89
9534,-11.61,-61.14
9535,-12.72,-60.26
9536,-11.16,-61.9
9537,-9.71,-65.17
9538,-10.01,-67.73
9539,-11.93,-62.13
9540,-10.04,-67.94
9541,-8.19,-70.55
9542,-10.01,-67.73
9551,-9.09,-68.64
9554,-8.19,-70.55
9559,-10.01,-67.8
9573,-7.69,-72.64
9574,-7.69,-72.64
9579,-11.95,-62.18
9591,-10.76,-65.31
9626,-8.91,-63.96
9632,-10.86,-61.89
9633,-11.44,-61.47
9634,-11.61,-61.14
9635,-10.76,-65.31
9636,-9.71,-65.17
9638,-12.09,-61.21
9639,-8.8,-63.82
9640,-8.75,-63.83
9641,-8.78,-63.89
9642,-9.93,-63.01
9644,-10.1,-63.29
9645,-10.42,-62.45
9646,-10.86,-61.89
9649,-8.73,-63.88
9652,-12.72,-60.26
9653,-8.72,-63.91
9654,-12.84,-60.22
9655,-9.39,-62.58
9656,-9.44,-62
9657,-8.78,-63.9
9658,-10.01,-67.73
9659,-9.97,-67.79
9660,-9.96,-67.85
9661,-10.42,-62.45
9662,-10.27,-62.32
9663,-9.87,-62.18
9665,-10.04,-67.94
9738,-11.7,-46.74
9739,-11.69,-46.7
9744,-11.68,-46.67
9778,-12.04,-48.55
9779,-12.04,-48.55
9792,-10.2,-48.31
9799,-7.2,-48.24
10000,-1.55,-52.77
10001,-1.55,-52.76
10007,-2.71,-58.28
10008,-3.11,-51.69
10009,-1.55,-52.77
10010,-2.71,-58.28
10011,-1.58,-55.72
10012,-2.92,-60.01
10017,0.1,-51.12
10018,-0.81,-52.48
10019,-0.81,-52.48
10020,0.9,-51.26
10021,0.9,-51.26
10026,0.9,-51.26
10032,0.05,-51.17
10033,0.05,-51.17
10049,-0.01,-51.18
10055,-2.74,-58.18
10060,0.04,-51.08
10061,0.04,-51.08
10062,0.04,-51.08
10066,0.08,-51.07
10067,0.08,-51.07
10068,0.08,-51.07
10072,0,-51.09
10073,0,-51.09
10074,0,-51.09
10076,0,-51.09
10081,0.86,-51.2
10082,0.86,-51.2
10083,-0.65,-52.52
10084,-0.65,-52.52
10088,-0.83,-52.51
10099,0.1,-51.12
10103,0.04,-51.05
10104,0.04,-51.05
10108,-3.11,-59.92
10110,-2.92,-60.01
10111,-2.92,-60.01
10115,-2.74,-58.18
10116,-2.76,-58.18
10146,-0.01,-51.18
10171,0.85,-51.3
10187,0.85,-51.29
10300,-3.13,-60.03
10304,-3.11,-58.46
10306,-3.2,-60.17
10308,-3.05,-59.99
10310,-3.13,-59.97
10312,-2.7,-59.71
10313,-2.96,-60.01
10314,-3.11,-60
10315,-3.13,-60.03
10317,-3.13,-60.03
10330,-3,-60.05
10335,-3.12,-59.93
10344,-3.11,-59.94
10345,-3.05,-59.91
10350,-3.12,-60
10351,-3.12,-60
10360,-3.09,-59.99
10370,-3.08,-60.03
10379,-3.08,-60.03
10380,-3.08,-60.07
10391,-3.09,-60.07
10394,-3.1,-60.01
10395,-3.11,-60.02
10400,-3.08,-59.99
10401,-3.08,-59.99
10405,-2.89,-60.03
10406,-2.89,-60.02
10407,-2.89,-60.02
10410,-1.92,-59.48
10411,-1.92,-59.48
10419,-2.05,-59.93
10420,-3.12,-59.97
10421,-3.12,-59.97
10430,-3.03,-59.97
10435,-2.95,-60.02
10436,-2.94,-60.01
10437,-3,-59.98
10440,-3.1,-59.95
10447,-3.11,-59.94
10450,-3.06,-59.95
10451,-3.09,-59.95
10460,-3.03,-60.02
10461,-2.99,-60.03
10466,-3.02,-60.06
10471,-2.98,-60.02
10472,-2.98,-60.02
10490,-3.07,-60.04
10492,-3.13,-59.98
10493,-3.13,-59.97
10500,-3.12,-59.93
10501,-3.12,-59.93
10503,-3.12,-59.93
10504,-3.12,-59.93
10505,-3.12,-59.93
10510,-3.02,-59.9
10511,-3.02,-59.9
10515,-2.96,-60.01
10520,-3.03,-59.94
10530,-3.07,-59.98
10540,-3.11,-60.05
10545,-3.1,-60.02
10550,-3.05,-59.9
10555,-3.01,-59.97
10567,-2.67,-56.74
10576,-7.53,-63.05
10577,-2.74,-58.03
10578,-3.03,-59.92
10700,-2.98,-60.05
10701,-3.08,-60.07
10722,-3.27,-60.65
10723,-3.09,-60.06
10724,-3.07,-60.06
10725,-3.08,-59.91
10726,-3.09,-60
10727,-3.01,-59.95
10728,-3.08,-60
10729,-2.99,-60
10730,-3.13,-59.95
10731,-3.01,-60.04
10733,-3.11,-60.04
10735,-3.14,-59.99
10736,-3,-60.01
10737,-3.07,-60
10801,-3.02,-60.06
10802,-3.08,-59.96
10803,-3.06,-60.08
10804,-3.08,-60.07
10805,-3.11,-60.06
10806,-2.95,-60.02
10807,-2.72,-58.2
10808,-2.05,-59.95
10998,-1.58,-55.72
11001,-3.55,-38.81
11003,-3.58,-38.86
11004,-3.58,-38.86
11010,-3.59,-38.87
11014,-5.03,-37.79
11050,-9.1,-44.31
11051,-9.75,-45.35
11100,-5.09,-42.69
11110,-12.13,-38.93
11149,-10.82,-36.94
11150,-10.82,-36.94
11151,-10.82,-36.94
11188,-14.58,-45.88
11200,-10.79,-45.75
11201,-9.35,-37.29
11217,-7.19,-39.38
11218,-3.91,-38.65
11219,-3.93,-38.4
11220,-5.13,-38.45
11225,-3.6,-38.87
11242,-9.79,-36.65
11244,-7.27,-35.91
11245,-6.88,-35.62
11246,-5.67,-35.45
11250,-10.28,-37.44
11253,-6.26,-36.55
11260,-11.28,-42.67
11261,-10.87,-41.34
11265,-5.58,-37.03
11273,-10.88,-37.15
11281,-9.06,-38.13
11282,-9.49,-40.52
11286,-12.17,-44.81
11287,-12.84,-45.49
11388,-14.58,-45.88
11394,-13.98,-42.61
11461,-10.58,-40.61
11473,-11.32,-38.38
11500,-6.91,-36.98
11501,-9.35,-37.29
11517,-7.19,-39.38
11520,-5.13,-38.45
11525,-3.6,-38.87
11528,-5.14,-42.61
11546,-5.67,-35.45
11560,-11.28,-42.67
11561,-10.87,-41.34
11563,-17.34,-40.18
11565,-5.58,-37.03
11567,-7.34,-38.92
11575,-10.24,-40.91
11576,-11.24,-43.42
11577,-13.41,-44.74
11578,-8.03,-38.65
11579,-8.28,-42.51
11580,-5.1,-40.62
11582,-9.49,-40.52
