NUM: 117 GUARAPIRANGA          Penal: 0          0
A~NO ....1 ....2 ....3 ....4 ....5 ....6 ....7 ....8 ....9 ...10 ...11 ...12
A~NO ....1 ....2 ....3 ....4 ....5 ....6 ....7 ....8 ....9 ...10 ...11 ...12
2025  1.43  1.54  1.48  4.07  8.07  8.12  7.65   7.4     6  2.93  1.47  1.43
2026  1.43  1.54  1.48  4.27  8.55  8.58  8.07  7.81  6.32  3.04  1.47  1.43
2027  1.43  1.55  1.49  4.46  9.03  9.03  8.48  8.19  6.62  3.14  1.47  1.43
2028  1.43  1.55  1.49  4.66  9.51   9.5  8.91  8.64  6.96  3.26  1.48  1.43
2029  1.43  1.56  1.49  4.86    10  9.95  9.34  9.05  7.29  3.37  1.48  1.43
2030  1.43  1.57   1.5  5.06 10.48 10.42  9.76  9.48  7.62  3.48  1.48  1.43
2031  1.43  1.58   1.5  5.27 10.99 10.89 10.19  9.88  7.92  3.58  1.49  1.43
2032  1.43  1.58   1.5  5.48  11.5 11.39 10.65 10.35   8.3  3.71  1.49  1.43
2033  1.43  1.59  1.51  5.69    12 11.88  11.1 10.79  8.64  3.83  1.49  1.44
2034  1.44   1.6  1.51   5.9 12.51 12.36 11.54 11.23  8.98  3.94   1.5  1.44
2035  1.44  1.61  1.52  6.11 13.02 12.84 11.97 11.62  9.28  4.04   1.5  1.44
2036  1.44  1.61  1.52  6.32 13.53 13.33 12.44  12.1  9.66  4.17   1.5  1.44
2037  1.44  1.62  1.52  6.53 14.04 13.82 12.88 12.54    10  4.29  1.51  1.44
2038  1.44  1.63  1.53  6.74 14.55 14.31 13.33 12.98 10.34   4.4  1.51  1.44
2039  1.44  1.64  1.53  6.95 15.06 14.78 13.74 13.36 10.63  4.49  1.51  1.44
2040     0     0     0     0     0     0     0     0     0     0     0     0
NUM: 251 SERRA MESA            Penal: 0          0
A~NO ....1 ....2 ....3 ....4 ....5 ....6 ....7 ....8 ....9 ...10 ...11 ...12
2025  1.91  2.78  3.39 15.62 23.23 22.22 25.45 30.11 30.11 15.35  2.54  1.97
2026  1.98  2.91  3.52 16.27  24.3 23.32 26.68 31.43 31.35 15.93  2.63  2.05
2027  2.06  3.04  3.65 16.93 25.31 24.35 27.64 32.49 32.46 16.47  2.72  2.13
2028  2.14  3.13  3.78 17.58 26.45 25.52 29.14 34.07 33.83 17.09  2.82   2.2
2029  2.21  3.29  3.92 18.23 27.52 26.62 30.38  35.4 35.07 17.67  2.92  2.28
2030  2.29  3.42  4.05 18.89 28.59 27.71  31.6 36.72 36.32 18.26  3.02  2.35
2031  2.36  3.55  4.18 19.52 29.55 28.68 32.43 37.66 37.35 18.79  3.11  2.43
2032  2.44  3.63  4.31 20.14 30.65 29.79 33.86 39.21  38.7 19.42  3.21  2.51
2033  2.52   3.8  4.44 20.77 31.68 30.83 34.99 40.45 39.89    20   3.3  2.58
2034  2.59  3.93  4.57  21.4 32.71 31.87 36.12  41.7 41.09 20.58   3.4  2.66
2035  2.67  4.06  4.71 22.03 33.65 32.82 36.91 42.61  42.1 21.11  3.49  2.73
2036  2.74  4.14  4.84 22.66 34.76 33.95 38.38 44.19 43.47 21.74  3.59  2.81
2037  2.82  4.32  4.97 23.29 35.79 34.99 39.51 45.43 44.66 22.32  3.68  2.88
2038  2.89  4.44   5.1 23.92 36.82 36.02 40.64 46.68 45.86  22.9  3.78  2.96
2039  2.97  4.57  5.23 24.55 37.76 36.97 41.39 47.55 46.85 23.43  3.87  3.03
2040     0     0     0     0     0     0     0     0     0     0     0     0
NUM: 252 CANA BRAVA            Penal: 0          0
A~NO ....1 ....2 ....3 ....4 ....5 ....6 ....7 ....8 ....9 ...10 ...11 ...12
2025  0.07  0.07  0.07  0.12  0.17  0.11   0.1   0.1   0.1  0.08  0.07  0.08
2026  0.08  0.08  0.08  0.12  0.18  0.12   0.1  0.11   0.1  0.08  0.08  0.08
2027  0.08  0.08  0.08  0.12  0.18  0.12   0.1  0.11   0.1  0.08  0.08  0.08
2028  0.08  0.08  0.08  0.12  0.18  0.12   0.1  0.11   0.1  0.08  0.08  0.08
2029  0.08  0.08  0.08  0.13  0.19  0.12   0.1  0.11   0.1  0.09  0.08  0.08
2030  0.08  0.08  0.08  0.13  0.19  0.13  0.11  0.12  0.11  0.09  0.08  0.08
2031  0.08  0.08  0.08  0.13   0.2  0.13  0.11  0.12  0.11  0.09  0.08  0.08
2032  0.08  0.08  0.08  0.13   0.2  0.13  0.11  0.12  0.11  0.09  0.08  0.08
2033  0.09  0.09  0.09  0.14  0.21  0.13  0.11  0.12  0.11  0.09  0.09  0.09
2034  0.09  0.09  0.09  0.14  0.21  0.14  0.12  0.12  0.12  0.09  0.09  0.09
2035  0.09  0.09  0.09  0.14  0.21  0.14  0.12  0.13  0.12  0.09  0.09  0.09
2036  0.09  0.09  0.09  0.14  0.22  0.14  0.12  0.13  0.12   0.1  0.09  0.09
2037  0.09  0.09  0.09  0.15  0.22  0.14  0.12  0.13  0.12   0.1  0.09  0.09
2038  0.09  0.09  0.09  0.15  0.23  0.15  0.12  0.13  0.12   0.1  0.09  0.09
2039  0.09  0.09  0.09  0.15  0.23  0.15  0.13  0.14  0.13   0.1  0.09  0.09
2040     0     0     0     0     0     0     0     0     0     0     0     0
NUM: 253 SAO SALVADOR          Penal: 0          0
A~NO ....1 ....2 ....3 ....4 ....5 ....6 ....7 ....8 ....9 ...10 ...11 ...12
2025  0.11  0.11  0.11  0.14  0.18  0.17  0.18  0.18  0.16  0.13  0.11  0.11
2026  0.11  0.11  0.11  0.14  0.19  0.18  0.18  0.18  0.17  0.13  0.11  0.11
2027  0.11  0.11  0.11  0.14  0.19  0.18  0.18  0.19  0.17  0.13  0.12  0.12
2028  0.12  0.12  0.12  0.14  0.19  0.18  0.19  0.19  0.17  0.13  0.12  0.12
2029  0.12  0.12  0.12  0.14   0.2  0.19  0.19   0.2  0.18  0.13  0.12  0.12
2030  0.12  0.12  0.12  0.15   0.2  0.19  0.19   0.2  0.18  0.14  0.12  0.12
2031  0.12  0.12  0.12  0.15  0.21   0.2   0.2   0.2  0.18  0.14  0.12  0.12
2032  0.12  0.12  0.12  0.15  0.21   0.2   0.2  0.21  0.19  0.14  0.12  0.12
2033  0.12  0.12  0.12  0.15  0.21   0.2   0.2  0.21  0.19  0.14  0.12  0.12
2034  0.12  0.12  0.12  0.16  0.22  0.21  0.21  0.21  0.19  0.14  0.13  0.13
2035  0.13  0.13  0.13  0.16  0.22  0.21  0.21  0.22  0.19  0.15  0.13  0.13
2036  0.13  0.13  0.13  0.16  0.23  0.21  0.21  0.22   0.2  0.15  0.13  0.13
2037  0.13  0.13  0.13  0.16  0.23  0.22  0.22  0.23   0.2  0.15  0.13  0.13
2038  0.13  0.13  0.13  0.17  0.23  0.22  0.22  0.23   0.2  0.15  0.13  0.13
2039  0.13  0.13  0.13  0.17  0.24  0.22  0.23  0.23  0.21  0.15  0.13  0.13
2040     0     0     0     0     0     0     0     0     0     0     0     0
NUM: 257 PEIXE ANGICA          Penal: 0          0
A~NO ....1 ....2 ....3 ....4 ....5 ....6 ....7 ....8 ....9 ...10 ...11 ...12
2025  0.37  0.38  0.38  0.51  0.84  0.91  0.95  0.93  0.72  0.43  0.38  0.38
2026  0.38  0.38  0.38  0.52  0.85  0.93  0.98  0.95  0.73  0.44  0.38  0.38
2027  0.39  0.39  0.39  0.53  0.87  0.95     1  0.97  0.75  0.45  0.39  0.39
2028  0.39  0.39  0.39  0.53  0.89  0.97  1.02  0.99  0.76  0.46   0.4   0.4
2029   0.4   0.4   0.4  0.54  0.91  0.99  1.04  1.01  0.78  0.46   0.4   0.4
2030   0.4  0.41   0.4  0.55  0.93  1.01  1.06  1.04  0.79  0.47  0.41  0.41
2031  0.41  0.41  0.41  0.56  0.95  1.03  1.08  1.06  0.81  0.48  0.41  0.41
2032  0.41  0.42  0.41  0.57  0.97  1.06  1.11  1.08  0.82  0.48  0.42  0.42
2033  0.42  0.42  0.42  0.58  0.99  1.08  1.13   1.1  0.84  0.49  0.42  0.42
2034  0.43  0.43  0.43  0.59  1.01   1.1  1.15  1.12  0.85   0.5  0.43  0.43
2035  0.43  0.43  0.43   0.6  1.02  1.12  1.17  1.14  0.87   0.5  0.43  0.43
2036  0.44  0.44  0.44  0.61  1.04  1.14   1.2  1.16  0.88  0.51  0.44  0.44
2037  0.44  0.44  0.44  0.62  1.06  1.16  1.22  1.19   0.9  0.52  0.44  0.44
2038  0.45  0.45  0.45  0.63  1.08  1.18  1.24  1.21  0.91  0.53  0.45  0.45
2039  0.45  0.46  0.45  0.64   1.1   1.2  1.26  1.23  0.93  0.53  0.46  0.45
2040     0     0     0     0     0     0     0     0     0     0     0     0
NUM: 261 LAJEADO               Penal: 0          0
A~NO ....1 ....2 ....3 ....4 ....5 ....6 ....7 ....8 ....9 ...10 ...11 ...12
2025  1.56  1.56  1.56  2.31  4.65  4.25  3.48  3.81  3.41  2.09  1.59  1.58
2026  1.58  1.58  1.59  2.36  4.78  4.37  3.56   3.9  3.48  2.12  1.62   1.6
2027   1.6   1.6  1.61  2.41  4.92  4.48  3.63  3.99  3.55  2.15  1.64  1.62
2028  1.62  1.63  1.63  2.46  5.05   4.6  3.72  4.09  3.63  2.19  1.66  1.64
2029  1.64  1.65  1.65  2.51  5.19  4.71   3.8  4.18  3.71  2.22  1.68  1.66
2030  1.66  1.67  1.67  2.56  5.33  4.83  3.85  4.11  3.65  2.26   1.7  1.68
2031  1.68  1.69  1.69  2.61  5.47  4.95  3.96  4.37  3.86  2.29  1.72   1.7
2032  1.71  1.71  1.71  2.66  5.62  5.08  4.05  4.47  3.95  2.33  1.74  1.73
2033  1.73  1.73  1.73  2.71  5.76   5.2  4.14  4.57  4.03  2.37  1.76  1.75
2034  1.75  1.75  1.75  2.77   5.9  5.32  4.22  4.67  4.11  2.41  1.79  1.77
2035  1.77  1.77  1.77  2.82  6.05  5.44   4.3  4.76  4.18  2.44  1.81  1.79
2036  1.79  1.79  1.79  2.87  6.19  5.57  4.39  4.87  4.27  2.48  1.83  1.81
2037  1.81  1.81  1.81  2.92  6.34  5.69  4.48  4.97  4.34  2.52  1.85  1.83
2038  1.83  1.83  1.84  2.97  6.48  5.81  4.56  5.06  4.42  2.55  1.87  1.85
2039  1.85  1.85  1.86  3.03  6.62  5.93  4.63  5.15   4.5  2.58  1.89  1.87
2040     0     0     0     0     0     0     0     0     0     0     0     0
NUM: 278 MANSO                 Penal: 0          0
A~NO ....1 ....2 ....3 ....4 ....5 ....6 ....7 ....8 ....9 ...10 ...11 ...12
2025  0.17  0.17  0.17  0.42  0.91  0.73  0.35  0.26  0.23   0.2  0.19  0.18
2026  0.18  0.18  0.18  0.43  0.93  0.75  0.36  0.26  0.23   0.2  0.19  0.18
2027  0.18  0.18  0.18  0.44  0.94  0.76  0.37  0.27  0.24  0.21  0.19  0.18
2028  0.18  0.18  0.18  0.44  0.96  0.77  0.37  0.27  0.24  0.21  0.19  0.18
2029  0.18  0.18  0.18  0.45  0.98  0.79  0.38  0.27  0.24  0.21   0.2  0.18
2030  0.18  0.18  0.18  0.46     1   0.8  0.38  0.28  0.25  0.21   0.2  0.18
2031  0.18  0.19  0.19  0.47  1.02  0.82  0.39  0.28  0.25  0.22   0.2  0.19
2032  0.19  0.19  0.19  0.47  1.04  0.83  0.39  0.28  0.25  0.22   0.2  0.19
2033  0.19  0.19  0.19  0.48  1.05  0.85   0.4  0.29  0.26  0.22  0.21  0.19
2034  0.19  0.19  0.19  0.49  1.07  0.86  0.41  0.29  0.26  0.23  0.21  0.19
2035  0.19  0.19  0.19   0.5  1.09  0.88  0.41   0.3  0.26  0.23  0.21   0.2
2036   0.2   0.2   0.2  0.51  1.11  0.89  0.42   0.3  0.27  0.23  0.21   0.2
2037   0.2   0.2   0.2  0.51  1.13  0.91  0.43   0.3  0.27  0.23  0.22   0.2
2038   0.2   0.2   0.2  0.52  1.15  0.92  0.43  0.31  0.27  0.24  0.22   0.2
2039   0.2   0.2   0.2  0.53  1.17  0.94  0.44  0.31  0.28  0.24  0.22  0.21
2040     0     0     0     0     0     0     0     0     0     0     0     0
NUM: 281 PONTE PEDRA           Penal: 0          0
A~NO ....1 ....2 ....3 ....4 ....5 ....6 ....7 ....8 ....9 ...10 ...11 ...12
2025  9.94  9.94  9.94  9.95 10.06 10.15 10.25 10.27 10.16 10.05  9.94  9.94
2026  9.94  9.94  9.94  9.96 10.06 10.16 10.26 10.28 10.17 10.05  9.95  9.94
2027  9.94  9.95  9.95  9.96 10.06 10.16 10.26 10.29 10.17 10.06  9.95  9.95
2028  9.95  9.95  9.95  9.96 10.07 10.17 10.27 10.29 10.18 10.06  9.95  9.95
2029  9.95  9.95  9.95  9.97 10.08 10.17 10.28  10.3 10.19 10.06  9.96  9.95
2030  9.95  9.96  9.96  9.97 10.08 10.18 10.28 10.31 10.19 10.07  9.96  9.96
2031  9.96  9.96  9.96  9.97 10.08 10.18 10.28 10.32  10.2 10.08  9.96  9.96
2032  9.96  9.96  9.96  9.98 10.09 10.19  10.3 10.32 10.21 10.08  9.97  9.96
2033  9.96  9.96  9.96  9.98  10.1  10.2 10.31 10.33 10.21 10.08  9.97  9.97
2034  9.97  9.97  9.97  9.98  10.1  10.2 10.31 10.34 10.22 10.09  9.97  9.97
2035  9.97  9.97  9.97  9.98  10.1 10.21 10.31 10.35 10.22  10.1  9.97  9.97
2036  9.97  9.97  9.97  9.99 10.11 10.21 10.33 10.35 10.23 10.09  9.98  9.98
2037  9.98  9.98  9.98  9.99 10.11 10.22 10.33 10.36 10.23  10.1  9.98  9.98
2038  9.98  9.98  9.98  9.99 10.12 10.22 10.34 10.36 10.24  10.1  9.98  9.98
2039  9.98  9.98  9.98    10 10.12 10.23 10.34 10.38 10.25 10.12  9.99  9.98
2040     0     0     0     0     0     0     0     0     0     0     0     0
NUM: 283 STA CLARA MG          Penal: 0          0
A~NO ....1 ....2 ....3 ....4 ....5 ....6 ....7 ....8 ....9 ...10 ...11 ...12
2025  1.62  1.75  1.34  1.51  1.49  1.43  1.33  1.48  1.65  1.41  0.86  0.97
2026  1.65  1.79  1.36  1.54  1.52  1.45  1.36  1.51  1.69  1.44  0.87  0.98
2027  1.68  1.82  1.39  1.57  1.55  1.48  1.38  1.53  1.72  1.46  0.88     1
2028  1.71  1.81  1.41   1.6  1.58  1.51  1.41  1.56  1.75  1.49  0.89  1.01
2029  1.75   1.9  1.44  1.63  1.61  1.54  1.43  1.59  1.79  1.52   0.9  1.02
2030  1.78  1.93  1.46  1.66  1.64  1.56  1.45  1.62  1.82  1.54  0.91  1.04
2031  1.81  1.97  1.49  1.68  1.67  1.59  1.48  1.64  1.85  1.57  0.92  1.05
2032  1.84  1.96  1.52  1.72   1.7  1.62  1.51  1.68  1.89   1.6  0.94  1.07
2033  1.88  2.05  1.54  1.75  1.73  1.65  1.53  1.71  1.93  1.63  0.95  1.08
2034  1.92  2.09  1.57  1.78  1.76  1.68  1.56  1.74  1.96  1.66  0.96  1.09
2035  1.95  2.12  1.59  1.81  1.79  1.71  1.58  1.76  1.99  1.68  0.97  1.11
2036  1.98  2.11  1.62  1.84  1.82  1.74  1.61   1.8  2.03  1.71  0.98  1.12
2037  2.02   2.2  1.65  1.87  1.85  1.76  1.64  1.83  2.07  1.74  0.99  1.14
2038  2.06  2.24  1.67   1.9  1.88  1.79  1.66  1.86   2.1  1.77     1  1.15
2039  2.09  2.28   1.7  1.93  1.91  1.82  1.68  1.88  2.13  1.79  1.01  1.17
2040     0     0     0     0     0     0     0     0     0     0     0     0
NUM: 304 ITIQUIRA 1            Penal: 0          0
A~NO ....1 ....2 ....3 ....4 ....5 ....6 ....7 ....8 ....9 ...10 ...11 ...12
2025   0.6   0.6   0.6  0.65  0.75  0.76  0.76  0.77  0.67  0.62  0.61   0.6
2026   0.6   0.6   0.6  0.65  0.75  0.76  0.76  0.77  0.67  0.62  0.61   0.6
2027   0.6   0.6   0.6  0.65  0.76  0.77  0.76  0.77  0.67  0.63  0.61   0.6
2028   0.6   0.6   0.6  0.66  0.76  0.77  0.77  0.77  0.67  0.63  0.61   0.6
2029   0.6   0.6   0.6  0.66  0.76  0.77  0.77  0.78  0.67  0.63  0.61  0.61
2030   0.6   0.6  0.61  0.66  0.76  0.77  0.77  0.78  0.67  0.63  0.61  0.61
2031  0.61  0.61  0.61  0.66  0.77  0.78  0.77  0.78  0.68  0.63  0.61  0.61
2032  0.61  0.61  0.61  0.66  0.77  0.78  0.78  0.78  0.68  0.63  0.61  0.61
2033  0.61  0.61  0.61  0.66  0.77  0.78  0.78  0.79  0.68  0.63  0.62  0.61
2034  0.61  0.61  0.61  0.66  0.77  0.78  0.78  0.79  0.68  0.63  0.62  0.61
2035  0.61  0.61  0.61  0.67  0.78  0.79  0.78  0.79  0.68  0.63  0.62  0.61
2036  0.61  0.61  0.61  0.67  0.78  0.79  0.79  0.79  0.68  0.64  0.62  0.61
2037  0.61  0.61  0.61  0.67  0.78  0.79  0.79   0.8  0.68  0.64  0.62  0.61
2038  0.61  0.61  0.61  0.67  0.78  0.79  0.79   0.8  0.69  0.64  0.62  0.61
2039  0.61  0.61  0.61  0.67  0.79   0.8  0.79   0.8  0.69  0.64  0.62  0.61
2040     0     0     0     0     0     0     0     0     0     0     0     0
NUM: 305 ITIQUIRA 2            Penal: 0          0
A~NO ....1 ....2 ....3 ....4 ....5 ....6 ....7 ....8 ....9 ...10 ...11 ...12
2025     0     0     0     0     0     0     0     0     0     0     0     0
2026     0     0     0     0     0     0     0     0     0     0     0     0
2027     0     0     0     0     0     0     0     0     0     0     0     0
2028     0     0     0     0     0     0     0     0     0     0     0     0
2029     0     0     0     0     0     0     0     0     0     0     0     0
2030     0     0     0     0     0     0     0     0     0     0     0     0
2031     0     0     0     0     0     0     0     0     0     0     0     0
2032     0     0     0     0     0     0     0     0     0     0     0     0
2033     0     0     0     0     0     0     0     0     0     0     0     0
2034     0     0     0     0     0     0     0     0     0     0     0     0
2035     0     0     0     0     0     0     0     0     0     0     0     0
2036     0     0     0     0     0     0     0     0     0     0     0     0
2037     0     0     0     0     0     0     0     0     0     0     0     0
2038     0     0     0     0     0     0     0     0     0     0     0     0
2039     0     0     0     0     0     0     0     0     0     0     0     0
2040     0     0     0     0     0     0     0     0     0     0     0     0
NUM: 310 DARDANELOS            Penal: 0          0
A~NO ....1 ....2 ....3 ....4 ....5 ....6 ....7 ....8 ....9 ...10 ...11 ...12
2025 21.28 21.28 21.28 21.28 21.28 21.28 21.28 21.28 21.28 21.29 21.29 21.29
2026 21.29 21.29 21.29 21.29 21.29 21.29 21.29 21.29 21.29 21.29 21.29 21.29
2027 21.29 21.29 21.29 21.29  21.3  21.3  21.3  21.3  21.3  21.3  21.3  21.3
2028  21.3  21.3  21.3  21.3  21.3  21.3  21.3  21.3  21.3  21.3  21.3  21.3
2029 21.31 21.31 21.31 21.31 21.31 21.31 21.31 21.31 21.31 21.31 21.31 21.31
2030 21.31 21.31 21.31 21.31 21.31 21.31 21.31 21.32 21.32 21.32 21.32 21.32
2031 21.32 21.32 21.32 21.32 21.32 21.32 21.32 21.32 21.32 21.32 21.32 21.32
2032 21.32 21.32 21.33 21.33 21.33 21.33 21.33 21.33 21.33 21.33 21.33 21.33
2033 21.33 21.33 21.33 21.33 21.33 21.33 21.33 21.33 21.33 21.34 21.34 21.34
2034 21.34 21.34 21.34 21.34 21.34 21.34 21.34 21.34 21.34 21.34 21.34 21.34
2035 21.34 21.34 21.34 21.34 21.35 21.35 21.35 21.35 21.35 21.35 21.35 21.35
2036 21.35 21.35 21.35 21.35 21.35 21.35 21.35 21.35 21.35 21.35 21.36 21.36
2037 21.36 21.36 21.36 21.36 21.36 21.36 21.36 21.36 21.36 21.36 21.36 21.36
2038 21.36 21.36 21.36 21.36 21.36 21.37 21.37 21.37 21.37 21.37 21.37 21.37
2039 21.37 21.37 21.37 21.37 21.37 21.37 21.37 21.37 21.37 21.37 21.37 21.37
2040     0     0     0     0     0     0     0     0     0     0     0     0
NUM: 493 FORMOSO               Penal: 0          0
A~NO ....1 ....2 ....3 ....4 ....5 ....6 ....7 ....8 ....9 ...10 ...11 ...12
2025  0.61  2.03  1.64  5.01  6.92  7.79  8.07  9.09  8.05  4.48  0.69  0.45
2026  0.63  2.11  1.71  5.22  7.21  8.12  8.41  9.47  8.39  4.66   0.7  0.46
2027  0.64  2.19  1.76  5.43  7.48   8.4   8.7  9.84  8.72  4.84  0.72  0.46
2028  0.65  2.21  1.83  5.64  7.79  8.78  9.09 10.25  9.07  5.02  0.74  0.47
2029  0.67  2.35  1.89  5.85  8.08  9.11  9.43 10.63  9.42  5.21  0.75  0.47
2030  0.68  2.43  1.95  6.05  8.37  9.43  9.75 10.97  9.71  5.36  0.77  0.48
2031   0.7   2.5     2  6.23  8.61  9.66  9.98 11.28  9.98  5.51  0.78  0.49
2032  0.71   2.5  2.06  6.41  8.88    10 10.34 11.63 10.29  5.67   0.8  0.49
2033  0.72  2.64  2.11  6.59  9.13 10.29 10.63 11.96 10.58  5.83  0.82   0.5
2034  0.74  2.71  2.17  6.77  9.38 10.57 10.92 12.28 10.86  5.98  0.83  0.51
2035  0.75  2.78  2.22  6.95  9.62 10.79 11.15 12.58 11.13  6.13  0.84  0.51
2036  0.76  2.77  2.28  7.13  9.89 11.14 11.51 12.94 11.44  6.29  0.86  0.52
2037  0.78  2.93  2.33  7.31 10.14 11.43  11.8 13.27 11.73  6.44  0.88  0.53
2038  0.79     3  2.39  7.49 10.39 11.71  12.1 13.59 12.02  6.59  0.89  0.53
2039   0.8  3.07  2.44  7.67 10.63 11.93 12.32 13.89 12.28  6.74  0.91  0.54
2040     0     0     0     0     0     0     0     0     0     0     0     0
NUM:1132 CALHA-CEDAE           Penal: 0          0
A~NO ....1 ....2 ....3 ....4 ....5 ....6 ....7 ....8 ....9 ...10 ...11 ...12
2025     6     6     6     6     6     6     6     6     6     6     6     6
2026     6     6     6     6     6     6     6     6     6     6     6     6
2027     6     6     6     6     6     6     6     6     6     6     6     6
2028     6     6     6     6     6     6     6     6     6     6     6     6
2029     6     6     6     6     6     6     6     6     6     6     6     6
2030     6     6     6     6     6     6     6     6     6     6     6     6
2031     6     6     6     6     6     6     6     6     6     6     6     6
2032     6     6     6     6     6     6     6     6     6     6     6     6
2033     6     6     6     6     6     6     6     6     6     6     6     6
2034     6     6     6     6     6     6     6     6     6     6     6     6
2035     6     6     6     6     6     6     6     6     6     6     6     6
2036     6     6     6     6     6     6     6     6     6     6     6     6
2037     6     6     6     6     6     6     6     6     6     6     6     6
2038     6     6     6     6     6     6     6     6     6     6     6     6
2039     6     6     6     6     6     6     6     6     6     6     6     6
2040     6     6     6     6     6     6     6     6     6     6     6     6
