$version=1
!code,Date,block,UnitsInService
683,1900/01/01,4,0
683,2038/01/01,1,1
683,2038/01/01,2,1
683,2038/01/01,3,1
683,2038/01/01,4,1
684,1900/01/01,1,0
684,1900/01/01,2,0
684,1900/01/01,3,0
684,1900/01/01,4,0
684,2037/01/01,1,1
684,2037/01/01,2,1
684,2037/01/01,3,1
684,2037/01/01,4,1
685,1900/01/01,1,0
685,1900/01/01,2,0
685,1900/01/01,3,0
685,1900/01/01,4,0
685,2038/01/01,1,1
685,2038/01/01,2,1
685,2038/01/01,3,1
685,2038/01/01,4,1
686,1900/01/01,1,0
686,1900/01/01,2,0
686,1900/01/01,3,0
686,1900/01/01,4,0
686,2039/01/01,1,1
686,2039/01/01,2,1
686,2039/01/01,3,1
686,2039/01/01,4,1
687,1900/01/01,1,1
687,1900/01/01,2,1
687,1900/01/01,3,1
687,1900/01/01,4,1
688,1900/01/01,1,0
688,1900/01/01,2,0
688,1900/01/01,3,0
688,1900/01/01,4,0
688,2039/01/01,1,1
688,2039/01/01,2,1
688,2039/01/01,3,1
688,2039/01/01,4,1
689,1900/01/01,1,0
689,1900/01/01,2,0
689,1900/01/01,3,0
689,1900/01/01,4,0
689,2030/01/01,1,1
689,2030/01/01,2,1
689,2030/01/01,3,1
689,2030/01/01,4,1
690,1900/01/01,1,1
690,1900/01/01,2,1
690,1900/01/01,3,1
690,1900/01/01,4,1
691,1900/01/01,1,1
691,1900/01/01,2,1
691,1900/01/01,3,1
691,1900/01/01,4,1
692,1900/01/01,1,1
692,1900/01/01,2,1
692,1900/01/01,3,1
692,1900/01/01,4,1
693,1900/01/01,1,1
693,1900/01/01,2,1
693,1900/01/01,3,1
693,1900/01/01,4,1
694,1900/01/01,1,1
694,1900/01/01,2,1
694,1900/01/01,3,1
694,1900/01/01,4,1
695,1900/01/01,1,1
695,1900/01/01,2,1
695,1900/01/01,3,1
695,1900/01/01,4,1
696,1900/01/01,1,0
696,1900/01/01,2,0
696,1900/01/01,3,0
696,1900/01/01,4,0
696,2034/01/01,1,1
696,2034/01/01,2,1
696,2034/01/01,3,1
696,2034/01/01,4,1
697,1900/01/01,1,1
697,1900/01/01,2,1
697,1900/01/01,3,1
697,1900/01/01,4,1
698,1900/01/01,1,0
698,1900/01/01,2,0
698,1900/01/01,3,0
698,1900/01/01,4,0
698,2039/01/01,1,1
698,2039/01/01,2,1
698,2039/01/01,3,1
698,2039/01/01,4,1
699,1900/01/01,1,0
699,1900/01/01,2,0
699,1900/01/01,3,0
699,1900/01/01,4,0
699,2037/01/01,1,1
699,2037/01/01,2,1
699,2037/01/01,3,1
699,2037/01/01,4,1
700,1900/01/01,1,1
700,1900/01/01,2,1
700,1900/01/01,3,1
700,1900/01/01,4,1
701,1900/01/01,1,1
701,1900/01/01,2,1
701,1900/01/01,3,1
701,1900/01/01,4,1
702,1900/01/01,1,0
702,1900/01/01,2,0
702,1900/01/01,3,0
702,1900/01/01,4,0
702,2036/01/01,1,1
702,2036/01/01,2,1
702,2036/01/01,3,1
702,2036/01/01,4,1
703,1900/01/01,1,1
703,1900/01/01,2,1
703,1900/01/01,3,1
703,1900/01/01,4,1
704,1900/01/01,1,1
704,1900/01/01,2,1
704,1900/01/01,3,1
704,1900/01/01,4,1
705,1900/01/01,1,0
705,1900/01/01,2,0
705,1900/01/01,3,0
705,1900/01/01,4,0
705,2039/01/01,1,1
705,2039/01/01,2,1
705,2039/01/01,3,1
705,2039/01/01,4,1
706,1900/01/01,1,0
706,1900/01/01,2,0
706,1900/01/01,3,0
706,1900/01/01,4,0
706,2039/01/01,1,1
706,2039/01/01,2,1
706,2039/01/01,3,1
706,2039/01/01,4,1
707,1900/01/01,1,0
707,1900/01/01,2,0
707,1900/01/01,3,0
707,1900/01/01,4,0
708,1900/01/01,1,0
708,1900/01/01,2,0
708,1900/01/01,3,0
708,1900/01/01,4,0
709,1900/01/01,1,1
709,1900/01/01,2,1
709,1900/01/01,3,1
709,1900/01/01,4,1
710,1900/01/01,1,1
710,1900/01/01,2,1
710,1900/01/01,3,1
710,1900/01/01,4,1
711,1900/01/01,1,1
711,1900/01/01,2,1
711,1900/01/01,3,1
711,1900/01/01,4,1
712,1900/01/01,1,1
712,1900/01/01,2,1
712,1900/01/01,3,1
712,1900/01/01,4,1
712,2035/01/01,1,0
712,2035/01/01,2,0
712,2035/01/01,3,0
712,2035/01/01,4,0
724,1900/01/01,1,0
724,1900/01/01,2,0
724,1900/01/01,3,0
724,1900/01/01,4,0
725,1900/01/01,1,0
725,1900/01/01,2,0
725,1900/01/01,3,0
725,1900/01/01,4,0
715,1900/01/01,1,0
715,1900/01/01,2,0
715,1900/01/01,3,0
715,1900/01/01,4,0
769,1900/01/01,1,1
769,1900/01/01,2,1
769,1900/01/01,3,1
769,1900/01/01,4,1
713,1900/01/01,1,0
713,1900/01/01,2,0
713,1900/01/01,3,0
713,1900/01/01,4,0
714,1900/01/01,1,1
714,1900/01/01,2,1
714,1900/01/01,3,1
714,1900/01/01,4,1
714,2034/01/01,1,0
714,2034/01/01,2,0
714,2034/01/01,3,0
714,2034/01/01,4,0
729,1900/01/01,1,0
729,1900/01/01,2,0
729,1900/01/01,3,0
729,1900/01/01,4,0
716,1900/01/01,1,1
716,1900/01/01,2,1
716,1900/01/01,3,1
716,1900/01/01,4,1
716,2032/01/01,1,0
716,2032/01/01,2,0
716,2032/01/01,3,0
716,2032/01/01,4,0
739,1900/01/01,1,0
739,1900/01/01,2,0
739,1900/01/01,3,0
739,1900/01/01,4,0
721,1900/01/01,1,1
721,1900/01/01,2,1
721,1900/01/01,3,1
721,1900/01/01,4,1
722,1900/01/01,1,0
722,1900/01/01,2,0
722,1900/01/01,3,0
722,1900/01/01,4,0
723,1900/01/01,1,0
723,1900/01/01,2,0
723,1900/01/01,3,0
723,1900/01/01,4,0
726,1900/01/01,1,1
726,1900/01/01,2,1
726,1900/01/01,3,1
726,1900/01/01,4,1
726,2034/01/01,1,2
726,2034/01/01,2,2
726,2034/01/01,3,2
726,2034/01/01,4,2
727,1900/01/01,1,3
727,1900/01/01,2,3
727,1900/01/01,3,3
727,1900/01/01,4,3
728,1900/01/01,1,0
728,1900/01/01,2,0
728,1900/01/01,3,0
728,1900/01/01,4,0
730,1900/01/01,1,2
730,1900/01/01,2,2
730,1900/01/01,3,2
730,1900/01/01,4,2
731,1900/01/01,1,1
731,1900/01/01,2,1
731,1900/01/01,3,1
731,1900/01/01,4,1
732,1900/01/01,1,1
732,1900/01/01,2,1
732,1900/01/01,3,1
732,1900/01/01,4,1
733,1900/01/01,1,0
733,1900/01/01,2,0
733,1900/01/01,3,0
733,1900/01/01,4,0
734,1900/01/01,1,1
734,1900/01/01,2,1
734,1900/01/01,3,1
734,1900/01/01,4,1
735,1900/01/01,1,1
735,1900/01/01,2,1
735,1900/01/01,3,1
735,1900/01/01,4,1
735,2033/01/01,1,2
735,2033/01/01,2,2
735,2033/01/01,3,2
735,2033/01/01,4,2
736,1900/01/01,1,0
736,1900/01/01,2,0
736,1900/01/01,3,0
736,1900/01/01,4,0
20,1900/01/01,1,1
20,1900/01/01,2,1
20,1900/01/01,3,1
20,1900/01/01,4,1
738,1900/01/01,1,0
738,1900/01/01,2,0
738,1900/01/01,3,0
738,1900/01/01,4,0
740,1900/01/01,1,1
740,1900/01/01,2,1
740,1900/01/01,3,1
740,1900/01/01,4,1
741,1900/01/01,1,1
741,1900/01/01,2,1
741,1900/01/01,3,1
741,1900/01/01,4,1
742,1900/01/01,1,1
742,1900/01/01,2,1
742,1900/01/01,3,1
742,1900/01/01,4,1
743,1900/01/01,1,1
743,1900/01/01,2,1
743,1900/01/01,3,1
743,1900/01/01,4,1
743,2032/01/01,1,0
743,2032/01/01,2,0
743,2032/01/01,3,0
743,2032/01/01,4,0
744,1900/01/01,1,0
744,1900/01/01,2,0
744,1900/01/01,3,0
744,1900/01/01,4,0
745,1900/01/01,1,0
745,1900/01/01,2,0
745,1900/01/01,3,0
745,1900/01/01,4,0
746,1900/01/01,1,0
746,1900/01/01,2,0
746,1900/01/01,3,0
746,1900/01/01,4,0
747,1900/01/01,1,1
747,1900/01/01,2,1
747,1900/01/01,3,1
747,1900/01/01,4,1
747,2034/01/01,1,2
747,2034/01/01,2,2
747,2034/01/01,3,2
747,2034/01/01,4,2
748,1900/01/01,1,0
748,1900/01/01,2,0
748,1900/01/01,3,0
748,1900/01/01,4,0
749,1900/01/01,1,2
749,1900/01/01,2,2
749,1900/01/01,3,2
749,1900/01/01,4,2
750,1900/01/01,1,2
750,1900/01/01,2,2
750,1900/01/01,3,2
750,1900/01/01,4,2
750,2032/01/01,1,3
750,2032/01/01,2,3
750,2032/01/01,3,3
750,2032/01/01,4,3
751,1900/01/01,1,1
751,1900/01/01,2,1
751,1900/01/01,3,1
751,1900/01/01,4,1
751,2033/01/01,1,0
751,2033/01/01,2,0
751,2033/01/01,3,0
751,2033/01/01,4,0
752,1900/01/01,1,0
752,1900/01/01,2,0
752,1900/01/01,3,0
752,1900/01/01,4,0
737,1900/01/01,1,0
737,1900/01/01,2,0
737,1900/01/01,3,0
737,1900/01/01,4,0
753,1900/01/01,1,0
753,1900/01/01,2,0
753,1900/01/01,3,0
753,1900/01/01,4,0
754,1900/01/01,1,2
754,1900/01/01,2,2
754,1900/01/01,3,2
754,1900/01/01,4,2
754,2030/01/01,1,1
754,2030/01/01,2,1
754,2030/01/01,3,1
754,2030/01/01,4,1
754,2031/01/01,1,2
754,2031/01/01,2,2
754,2031/01/01,3,2
754,2031/01/01,4,2
717,1900/01/01,1,0
717,1900/01/01,2,0
717,1900/01/01,3,0
717,1900/01/01,4,0
718,1900/01/01,1,0
718,1900/01/01,2,0
718,1900/01/01,3,0
718,1900/01/01,4,0
755,1900/01/01,1,1
755,1900/01/01,2,1
755,1900/01/01,3,1
755,1900/01/01,4,1
755,2033/01/01,1,0
755,2033/01/01,2,0
755,2033/01/01,3,0
755,2033/01/01,4,0
756,1900/01/01,1,0
756,1900/01/01,2,0
756,1900/01/01,3,0
756,1900/01/01,4,0
757,1900/01/01,1,1
757,1900/01/01,2,1
757,1900/01/01,3,1
757,1900/01/01,4,1
757,2030/01/01,1,0
757,2030/01/01,2,0
757,2030/01/01,3,0
757,2030/01/01,4,0
757,2031/01/01,1,1
757,2031/01/01,2,1
757,2031/01/01,3,1
757,2031/01/01,4,1
758,1900/01/01,1,1
758,1900/01/01,2,1
758,1900/01/01,3,1
758,1900/01/01,4,1
758,2035/01/01,1,2
758,2035/01/01,2,2
758,2035/01/01,3,2
758,2035/01/01,4,2
770,1900/01/01,1,0
770,1900/01/01,2,0
770,1900/01/01,3,0
770,1900/01/01,4,0
770,2030/01/01,1,1
770,2030/01/01,2,1
770,2030/01/01,3,1
770,2030/01/01,4,1
770,2031/01/01,1,0
770,2031/01/01,2,0
770,2031/01/01,3,0
770,2031/01/01,4,0
21,1900/01/01,1,1
21,1900/01/01,2,1
21,1900/01/01,3,1
21,1900/01/01,4,1
22,1900/01/01,1,1
22,1900/01/01,2,1
22,1900/01/01,3,1
22,1900/01/01,4,1
759,1900/01/01,1,1
759,1900/01/01,2,1
759,1900/01/01,3,1
759,1900/01/01,4,1
760,1900/01/01,1,1
760,1900/01/01,2,1
760,1900/01/01,3,1
760,1900/01/01,4,1
719,1900/01/01,1,0
719,1900/01/01,2,0
719,1900/01/01,3,0
719,1900/01/01,4,0
720,1900/01/01,1,0
720,1900/01/01,2,0
720,1900/01/01,3,0
720,1900/01/01,4,0
761,1900/01/01,1,1
761,1900/01/01,2,1
761,1900/01/01,3,1
761,1900/01/01,4,1
761,2033/01/01,1,0
761,2033/01/01,2,0
761,2033/01/01,3,0
761,2033/01/01,4,0
762,1900/01/01,1,1
762,1900/01/01,2,1
762,1900/01/01,3,1
762,1900/01/01,4,1
763,1900/01/01,1,0
763,1900/01/01,2,0
763,1900/01/01,3,0
763,1900/01/01,4,0
763,2039/01/01,1,1
763,2039/01/01,2,1
763,2039/01/01,3,1
763,2039/01/01,4,1
764,1900/01/01,1,0
764,1900/01/01,2,0
764,1900/01/01,3,0
764,1900/01/01,4,0
765,1900/01/01,1,0
765,1900/01/01,2,0
765,1900/01/01,3,0
765,1900/01/01,4,0
766,1900/01/01,1,1
766,1900/01/01,2,1
766,1900/01/01,3,1
766,1900/01/01,4,1
767,1900/01/01,1,0
767,1900/01/01,2,0
767,1900/01/01,3,0
767,1900/01/01,4,0
768,1900/01/01,1,1
768,1900/01/01,2,1
768,1900/01/01,3,1
768,1900/01/01,4,1
771,1900/01/01,1,1
771,1900/01/01,2,1
771,1900/01/01,3,1
771,1900/01/01,4,1
772,1900/01/01,1,1
772,1900/01/01,2,1
772,1900/01/01,3,1
772,1900/01/01,4,1
23,1900/01/01,1,1
23,1900/01/01,2,1
23,1900/01/01,3,1
23,1900/01/01,4,1
773,1900/01/01,1,1
773,1900/01/01,2,1
773,1900/01/01,3,1
773,1900/01/01,4,1
774,1900/01/01,1,1
774,1900/01/01,2,1
774,1900/01/01,3,1
774,1900/01/01,4,1
775,1900/01/01,1,1
775,1900/01/01,2,1
775,1900/01/01,3,1
775,1900/01/01,4,1
776,1900/01/01,1,1
776,1900/01/01,2,1
776,1900/01/01,3,1
776,1900/01/01,4,1
777,1900/01/01,1,2
777,1900/01/01,2,2
777,1900/01/01,3,2
777,1900/01/01,4,2
778,1900/01/01,1,1
778,1900/01/01,2,1
778,1900/01/01,3,1
778,1900/01/01,4,1
779,1900/01/01,1,1
779,1900/01/01,2,1
779,1900/01/01,3,1
779,1900/01/01,4,1
24,1900/01/01,1,1
24,1900/01/01,2,1
24,1900/01/01,3,1
24,1900/01/01,4,1
780,1900/01/01,1,3
780,1900/01/01,2,3
780,1900/01/01,3,3
780,1900/01/01,4,3
780,2035/01/01,1,4
780,2035/01/01,2,4
780,2035/01/01,3,4
780,2035/01/01,4,4
781,1900/01/01,1,1
781,1900/01/01,2,1
781,1900/01/01,3,1
781,1900/01/01,4,1
782,1900/01/01,1,1
782,1900/01/01,2,1
782,1900/01/01,3,1
782,1900/01/01,4,1
783,1900/01/01,1,1
783,1900/01/01,2,1
783,1900/01/01,3,1
783,1900/01/01,4,1
784,1900/01/01,1,0
784,1900/01/01,2,0
784,1900/01/01,3,0
784,1900/01/01,4,0
784,2035/01/01,1,1
784,2035/01/01,2,1
784,2035/01/01,3,1
784,2035/01/01,4,1
785,1900/01/01,1,0
785,1900/01/01,2,0
785,1900/01/01,3,0
785,1900/01/01,4,0
786,1900/01/01,1,1
786,1900/01/01,2,1
786,1900/01/01,3,1
786,1900/01/01,4,1
25,1900/01/01,1,1
25,1900/01/01,2,1
25,1900/01/01,3,1
25,1900/01/01,4,1
787,1900/01/01,1,1
787,1900/01/01,2,1
787,1900/01/01,3,1
787,1900/01/01,4,1
787,2036/01/01,1,0
787,2036/01/01,2,0
787,2036/01/01,3,0
787,2036/01/01,4,0
788,1900/01/01,1,0
788,1900/01/01,2,0
788,1900/01/01,3,0
788,1900/01/01,4,0
789,1900/01/01,1,1
789,1900/01/01,2,1
789,1900/01/01,3,1
789,1900/01/01,4,1
789,2030/01/01,1,0
789,2030/01/01,2,0
789,2030/01/01,3,0
789,2030/01/01,4,0
789,2031/01/01,1,1
789,2031/01/01,2,1
789,2031/01/01,3,1
789,2031/01/01,4,1
790,1900/01/01,1,1
790,1900/01/01,2,1
790,1900/01/01,3,1
790,1900/01/01,4,1
790,2037/01/01,1,0
790,2037/01/01,2,0
790,2037/01/01,3,0
790,2037/01/01,4,0
791,1900/01/01,1,4
791,1900/01/01,2,4
791,1900/01/01,3,4
791,1900/01/01,4,4
791,2035/01/01,1,5
791,2035/01/01,2,5
791,2035/01/01,3,5
791,2035/01/01,4,5
791,2039/01/01,1,6
791,2039/01/01,2,6
791,2039/01/01,3,6
791,2039/01/01,4,6
26,1900/01/01,1,1
26,1900/01/01,2,1
26,1900/01/01,3,1
26,1900/01/01,4,1
792,1900/01/01,1,1
792,1900/01/01,2,1
792,1900/01/01,3,1
792,1900/01/01,4,1
792,2034/01/01,1,2
792,2034/01/01,2,2
792,2034/01/01,3,2
792,2034/01/01,4,2
792,2039/01/01,1,3
792,2039/01/01,2,3
792,2039/01/01,3,3
792,2039/01/01,4,3
27,1900/01/01,1,1
27,1900/01/01,2,1
27,1900/01/01,3,1
27,1900/01/01,4,1
28,1900/01/01,1,1
28,1900/01/01,2,1
28,1900/01/01,3,1
28,1900/01/01,4,1
793,1900/01/01,1,1
793,1900/01/01,2,1
793,1900/01/01,3,1
793,1900/01/01,4,1
794,1900/01/01,1,0
794,1900/01/01,2,0
794,1900/01/01,3,0
794,1900/01/01,4,0
794,2034/01/01,1,1
794,2034/01/01,2,1
794,2034/01/01,3,1
794,2034/01/01,4,1
794,2039/01/01,1,2
794,2039/01/01,2,2
794,2039/01/01,3,2
794,2039/01/01,4,2
795,1900/01/01,1,1
795,1900/01/01,2,1
795,1900/01/01,3,1
795,1900/01/01,4,1
796,1900/01/01,1,0
796,1900/01/01,2,0
796,1900/01/01,3,0
796,1900/01/01,4,0
796,2035/01/01,1,1
796,2035/01/01,2,1
796,2035/01/01,3,1
796,2035/01/01,4,1
797,1900/01/01,1,1
797,1900/01/01,2,1
797,1900/01/01,3,1
797,1900/01/01,4,1
797,2039/01/01,1,0
797,2039/01/01,2,0
797,2039/01/01,3,0
797,2039/01/01,4,0
798,1900/01/01,1,1
798,1900/01/01,2,1
798,1900/01/01,3,1
798,1900/01/01,4,1
798,2034/01/01,1,0
798,2034/01/01,2,0
798,2034/01/01,3,0
798,2034/01/01,4,0
799,1900/01/01,1,0
799,1900/01/01,2,0
799,1900/01/01,3,0
799,1900/01/01,4,0
800,1900/01/01,1,0
800,1900/01/01,2,0
800,1900/01/01,3,0
800,1900/01/01,4,0
801,1900/01/01,1,0
801,1900/01/01,2,0
801,1900/01/01,3,0
801,1900/01/01,4,0
29,1900/01/01,1,1
29,1900/01/01,2,1
29,1900/01/01,3,1
29,1900/01/01,4,1
30,1900/01/01,1,1
30,1900/01/01,2,1
30,1900/01/01,3,1
30,1900/01/01,4,1
802,1900/01/01,1,3
802,1900/01/01,2,3
802,1900/01/01,3,3
802,1900/01/01,4,3
802,2033/01/01,1,4
802,2033/01/01,2,4
802,2033/01/01,3,4
802,2033/01/01,4,4
802,2037/01/01,1,5
802,2037/01/01,2,5
802,2037/01/01,3,5
802,2037/01/01,4,5
31,1900/01/01,1,1
31,1900/01/01,2,1
31,1900/01/01,3,1
31,1900/01/01,4,1
32,1900/01/01,1,1
32,1900/01/01,2,1
32,1900/01/01,3,1
32,1900/01/01,4,1
33,1900/01/01,1,1
33,1900/01/01,2,1
33,1900/01/01,3,1
33,1900/01/01,4,1
34,1900/01/01,1,1
34,1900/01/01,2,1
34,1900/01/01,3,1
34,1900/01/01,4,1
35,1900/01/01,1,1
35,1900/01/01,2,1
35,1900/01/01,3,1
35,1900/01/01,4,1
36,1900/01/01,1,1
36,1900/01/01,2,1
36,1900/01/01,3,1
36,1900/01/01,4,1
37,1900/01/01,1,1
37,1900/01/01,2,1
37,1900/01/01,3,1
37,1900/01/01,4,1
803,1900/01/01,1,1
803,1900/01/01,2,1
803,1900/01/01,3,1
803,1900/01/01,4,1
804,1900/01/01,1,1
804,1900/01/01,2,1
804,1900/01/01,3,1
804,1900/01/01,4,1
805,1900/01/01,1,1
805,1900/01/01,2,1
805,1900/01/01,3,1
805,1900/01/01,4,1
38,1900/01/01,1,1
38,1900/01/01,2,1
38,1900/01/01,3,1
38,1900/01/01,4,1
806,1900/01/01,1,1
806,1900/01/01,2,1
806,1900/01/01,3,1
806,1900/01/01,4,1
807,1900/01/01,1,0
807,1900/01/01,2,0
807,1900/01/01,3,0
807,1900/01/01,4,0
808,1900/01/01,1,0
808,1900/01/01,2,0
808,1900/01/01,3,0
808,1900/01/01,4,0
809,1900/01/01,1,1
809,1900/01/01,2,1
809,1900/01/01,3,1
809,1900/01/01,4,1
810,1900/01/01,1,0
810,1900/01/01,2,0
810,1900/01/01,3,0
810,1900/01/01,4,0
810,2031/01/01,1,1
810,2031/01/01,2,1
810,2031/01/01,3,1
810,2031/01/01,4,1
811,1900/01/01,1,1
811,1900/01/01,2,1
811,1900/01/01,3,1
811,1900/01/01,4,1
812,1900/01/01,1,1
812,1900/01/01,2,1
812,1900/01/01,3,1
812,1900/01/01,4,1
813,1900/01/01,1,1
813,1900/01/01,2,1
813,1900/01/01,3,1
813,1900/01/01,4,1
814,1900/01/01,1,0
814,1900/01/01,2,0
814,1900/01/01,3,0
814,1900/01/01,4,0
815,1900/01/01,1,2
815,1900/01/01,2,2
815,1900/01/01,3,2
815,1900/01/01,4,2
816,1900/01/01,1,1
816,1900/01/01,2,1
816,1900/01/01,3,1
816,1900/01/01,4,1
816,2030/01/01,1,0
816,2030/01/01,2,0
816,2030/01/01,3,0
816,2030/01/01,4,0
816,2034/01/01,1,1
816,2034/01/01,2,1
816,2034/01/01,3,1
816,2034/01/01,4,1
816,2036/01/01,1,0
816,2036/01/01,2,0
816,2036/01/01,3,0
816,2036/01/01,4,0
817,1900/01/01,1,2
817,1900/01/01,2,2
817,1900/01/01,3,2
817,1900/01/01,4,2
818,1900/01/01,1,0
818,1900/01/01,2,0
818,1900/01/01,3,0
818,1900/01/01,4,0
818,2039/01/01,1,1
818,2039/01/01,2,1
818,2039/01/01,3,1
818,2039/01/01,4,1
820,1900/01/01,1,3
820,1900/01/01,2,3
820,1900/01/01,3,3
820,1900/01/01,4,3
820,2039/01/01,1,0
820,2039/01/01,2,0
820,2039/01/01,3,0
820,2039/01/01,4,0
821,1900/01/01,1,2
821,1900/01/01,2,2
821,1900/01/01,3,2
821,1900/01/01,4,2
821,2038/01/01,1,0
821,2038/01/01,2,0
821,2038/01/01,3,0
821,2038/01/01,4,0
822,1900/01/01,1,1
822,1900/01/01,2,1
822,1900/01/01,3,1
822,1900/01/01,4,1
823,1900/01/01,1,1
823,1900/01/01,2,1
823,1900/01/01,3,1
823,1900/01/01,4,1
824,1900/01/01,1,1
824,1900/01/01,2,1
824,1900/01/01,3,1
824,1900/01/01,4,1
825,1900/01/01,1,1
825,1900/01/01,2,1
825,1900/01/01,3,1
825,1900/01/01,4,1
826,1900/01/01,1,1
826,1900/01/01,2,1
826,1900/01/01,3,1
826,1900/01/01,4,1
827,1900/01/01,1,1
827,1900/01/01,2,1
827,1900/01/01,3,1
827,1900/01/01,4,1
827,2036/01/01,1,0
827,2036/01/01,2,0
827,2036/01/01,3,0
827,2036/01/01,4,0
828,1900/01/01,1,0
828,1900/01/01,2,0
828,1900/01/01,3,0
828,1900/01/01,4,0
829,1900/01/01,1,2
829,1900/01/01,2,2
829,1900/01/01,3,2
829,1900/01/01,4,2
829,2031/01/01,1,3
829,2031/01/01,2,3
829,2031/01/01,3,3
829,2031/01/01,4,3
829,2036/01/01,1,4
829,2036/01/01,2,4
829,2036/01/01,3,4
829,2036/01/01,4,4
830,1900/01/01,1,3
830,1900/01/01,2,3
830,1900/01/01,3,3
830,1900/01/01,4,3
830,2031/01/01,1,4
830,2031/01/01,2,4
830,2031/01/01,3,4
830,2031/01/01,4,4
830,2035/01/01,1,5
830,2035/01/01,2,5
830,2035/01/01,3,5
830,2035/01/01,4,5
831,1900/01/01,1,0
831,1900/01/01,2,0
831,1900/01/01,3,0
831,1900/01/01,4,0
832,1900/01/01,1,0
832,1900/01/01,2,0
832,1900/01/01,3,0
832,1900/01/01,4,0
832,2038/01/01,1,1
832,2038/01/01,2,1
832,2038/01/01,3,1
832,2038/01/01,4,1
833,1900/01/01,1,1
833,1900/01/01,2,1
833,1900/01/01,3,1
833,1900/01/01,4,1
833,2039/01/01,1,0
833,2039/01/01,2,0
833,2039/01/01,3,0
833,2039/01/01,4,0
834,1900/01/01,1,3
834,1900/01/01,2,3
834,1900/01/01,3,3
834,1900/01/01,4,3
834,2039/01/01,1,0
834,2039/01/01,2,0
834,2039/01/01,3,0
834,2039/01/01,4,0
835,1900/01/01,1,4
835,1900/01/01,2,4
835,1900/01/01,3,4
835,1900/01/01,4,4
835,2039/01/01,1,0
835,2039/01/01,2,0
835,2039/01/01,3,0
835,2039/01/01,4,0
836,1900/01/01,1,0
836,1900/01/01,2,0
836,1900/01/01,3,0
836,1900/01/01,4,0
837,1900/01/01,1,0
837,1900/01/01,2,0
837,1900/01/01,3,0
837,1900/01/01,4,0
838,1900/01/01,1,0
838,1900/01/01,2,0
838,1900/01/01,3,0
838,1900/01/01,4,0
839,1900/01/01,1,1
839,1900/01/01,2,1
839,1900/01/01,3,1
839,1900/01/01,4,1
839,2038/01/01,1,2
839,2038/01/01,2,2
839,2038/01/01,3,2
839,2038/01/01,4,2
840,1900/01/01,1,0
840,1900/01/01,2,0
840,1900/01/01,3,0
840,1900/01/01,4,0
842,1900/01/01,1,1
842,1900/01/01,2,1
842,1900/01/01,3,1
842,1900/01/01,4,1
843,1900/01/01,1,0
843,1900/01/01,2,0
843,1900/01/01,3,0
843,1900/01/01,4,0
844,1900/01/01,1,0
844,1900/01/01,2,0
844,1900/01/01,3,0
844,1900/01/01,4,0
845,1900/01/01,1,0
845,1900/01/01,2,0
845,1900/01/01,3,0
845,1900/01/01,4,0
846,1900/01/01,1,0
846,1900/01/01,2,0
846,1900/01/01,3,0
846,1900/01/01,4,0
847,1900/01/01,1,0
847,1900/01/01,2,0
847,1900/01/01,3,0
847,1900/01/01,4,0
848,1900/01/01,1,0
848,1900/01/01,2,0
848,1900/01/01,3,0
848,1900/01/01,4,0
848,2030/01/01,1,1
848,2030/01/01,2,1
848,2030/01/01,3,1
848,2030/01/01,4,1
848,2031/01/01,1,0
848,2031/01/01,2,0
848,2031/01/01,3,0
848,2031/01/01,4,0
849,1900/01/01,1,0
849,1900/01/01,2,0
849,1900/01/01,3,0
849,1900/01/01,4,0
850,1900/01/01,1,1
850,1900/01/01,2,1
850,1900/01/01,3,1
850,1900/01/01,4,1
850,2034/01/01,1,0
850,2034/01/01,2,0
850,2034/01/01,3,0
850,2034/01/01,4,0
851,1900/01/01,1,1
851,1900/01/01,2,1
851,1900/01/01,3,1
851,1900/01/01,4,1
851,2036/01/01,1,2
851,2036/01/01,2,2
851,2036/01/01,3,2
851,2036/01/01,4,2
852,1900/01/01,1,0
852,1900/01/01,2,0
852,1900/01/01,3,0
852,1900/01/01,4,0
853,1900/01/01,1,0
853,1900/01/01,2,0
853,1900/01/01,3,0
853,1900/01/01,4,0
854,1900/01/01,1,1
854,1900/01/01,2,1
854,1900/01/01,3,1
854,1900/01/01,4,1
855,1900/01/01,1,1
855,1900/01/01,2,1
855,1900/01/01,3,1
855,1900/01/01,4,1
856,1900/01/01,1,0
856,1900/01/01,2,0
856,1900/01/01,3,0
856,1900/01/01,4,0
857,1900/01/01,1,1
857,1900/01/01,2,1
857,1900/01/01,3,1
857,1900/01/01,4,1
858,1900/01/01,1,0
858,1900/01/01,2,0
858,1900/01/01,3,0
858,1900/01/01,4,0
858,2030/01/01,1,1
858,2030/01/01,2,1
858,2030/01/01,3,1
858,2030/01/01,4,1
859,1900/01/01,1,1
859,1900/01/01,2,1
859,1900/01/01,3,1
859,1900/01/01,4,1
859,2030/01/01,1,0
859,2030/01/01,2,0
859,2030/01/01,3,0
859,2030/01/01,4,0
859,2033/01/01,1,1
859,2033/01/01,2,1
859,2033/01/01,3,1
859,2033/01/01,4,1
860,1900/01/01,1,2
860,1900/01/01,2,2
860,1900/01/01,3,2
860,1900/01/01,4,2
861,1900/01/01,1,0
861,1900/01/01,2,0
861,1900/01/01,3,0
861,1900/01/01,4,0
862,1900/01/01,1,0
862,1900/01/01,2,0
862,1900/01/01,3,0
862,1900/01/01,4,0
863,1900/01/01,1,0
863,1900/01/01,2,0
