$version=1
!Code,Name,System,Area,Zone,ControlType,BaseVoltage,FlagLoadShedding,FlagMonitored
6199,CREMER-SC069,2,88,,0,69,0,0
6200,BGARCI-SC069,2,88,,0,69,0,0
6201,BGARCI-SC138,2,88,,0,138,0,0
6203,BGARCB-SC000,2,88,,0,999,0,0
6204,BGARCC-SC000,2,88,,0,999,0,0
6205,SALTO-PCH023,2,88,,1,23,0,0
6206,BSALTO-SC069,2,88,,0,69,0,0
6208,BFORTA-SC138,2,88,,0,138,0,0
6209,ALTONATAP069,2,88,,0,69,0,0
6210,CREMERTAP069,2,88,,0,69,0,0
6211,BLUME2-SC069,2,88,,0,69,0,0
6212,BLUME2-SC138,2,88,,0,138,0,0
6213,BLUM2A-SC000,2,88,,0,999,0,0
6214,BLUM2B-SC000,2,88,,0,999,0,0
6215,BLUM2A-SC013,2,88,,0,13.8,0,0
6216,BLUM2B-SC013,2,88,,0,13.8,0,0
6217,BVELHA-SC138,2,88,,0,138,0,0
6219,BGARCB-SC013,2,88,,0,13.8,0,0
6220,BGARCC-SC013,2,88,,0,13.8,0,0
6223,BRUSQU-SC138,2,88,,0,138,0,0
6224,BRUSQR-SC138,2,88,,0,138,0,0
6225,BRUSPD-SC138,2,88,,0,138,0,0
6226,BOTUVE-SC138,2,88,,0,138,0,0
6228,CAMBOR-SC138,2,88,,0,138,0,0
6229,CAMBMB-SC138,2,88,,0,138,0,0
6231,CCCP---SC069,2,88,,0,69,0,0
6232,ITUPRG-SC069,2,88,,0,69,0,0
6233,AGUASN-SC069,2,88,,0,69,0,0
6235,CEBRAC-SC138,2,88,,0,138,0,0
6236,FICCEBTAP138,2,88,,0,138,0,0
6237,FICCEATAP138,2,88,,0,138,0,0
6238,PALMEIPCH013,2,88,,1,13.8,0,0
6239,KARSFI-SC069,2,88,,0,69,0,0
6240,RCEDROPCH023,2,88,,1,23,0,0
6244,GASPAR-SC138,2,88,,0,138,0,0
6249,IBIRAM-SC069,2,88,,0,69,0,0
6252,INDAIA-SC138,2,88,,0,138,0,0
6255,ILHOTA-SC069,2,88,,0,69,0,0
6256,MPRAIA-SC138,2,88,,0,138,0,0
6257,CODESA-SC138,2,88,,0,138,0,0
6258,RSLPNA-SC138,2,88,,0,138,0,0
6259,PNARSL-SC138,2,88,,0,138,0,0
6260,METRSL-SC138,2,88,,0,138,0,0
6262,ITUPOR-SC069,2,88,,0,69,0,0
6263,PNAPGI-SC138,2,88,,0,138,0,0
6265,ITAJSA-SC069,2,88,,0,69,0,0
6266,ITAJSA-SC138,2,88,,0,138,0,0
6268,ITAJIT-SC138,2,88,,0,138,0,0
6269,ITAJFA-SC138,2,88,,0,138,0,0
6270,NAVEGA-SC138,2,88,,0,138,0,0
6271,CVGOLS-SC069,2,88,,0,69,0,0
6272,PALMEI-SC069,2,88,,0,69,0,0
6273,VOLTAG-SC069,2,88,,0,69,0,0
6274,POMERO-SC138,2,88,,0,138,0,0
6275,PORTON-SC138,2,88,,0,138,0,0
6276,PICARR-SC138,2,88,,0,138,0,0
6277,PGETUL-SC138,2,88,,0,138,0,0
6279,RIOSU1-SC069,2,88,,0,69,0,0
6280,RIOSU2-SC069,2,88,,0,69,0,0
6281,RIOSU2-SC138,2,88,,0,138,0,0
6283,RSULCG-SC138,2,88,,0,138,0,0
6284,RIOS2A-SC000,2,88,,0,999,0,0
6285,RIOS2B-SC000,2,88,,0,999,0,0
6286,RIOS2A-SC013,2,88,,0,13.8,0,0
6287,RIOS2B-SC013,2,88,,0,13.8,0,0
6289,TAIO---SC069,2,88,,0,69,0,0
6290,TROMCE-SC138,2,88,,0,138,0,0
6293,TIMBO--SC069,2,88,,0,69,0,0
6294,TIMBO--SC000,2,88,,0,999,0,0
6295,TIMBO--SC138,2,88,,0,138,0,0
6297,VIDALR-SC138,2,88,,0,138,0,0
6298,BARVEL-SC138,2,88,,0,138,0,0
6299,VOTORA-SC138,2,88,,0,138,0,0
6300,AMBEV--SC138,2,89,,0,138,0,0
6301,BRETIR-SC069,2,89,,0,69,0,0
6302,BERNEC-SC138,2,89,,0,138,0,0
6303,PERY02-SC138,2,89,,0,138,0,0
6304,KLABOT-SC069,2,89,,0,69,0,0
6305,PERY02PCH023,2,89,,1,23,0,0
6309,CAVEIRPCH023,2,89,,1,23,0,0
6310,LAGESI-SC138,2,89,,0,138,0,0
6312,KLABCP-SC138,2,89,,0,138,0,0
6313,KIMBER-SC138,2,89,,0,138,0,0
6314,BJARDI-SC138,2,89,,0,138,0,0
6315,SJOAQ1TAP138,2,89,,0,138,0,0
6316,SJOAQ2TAP138,2,89,,0,138,0,0
6317,OTACKB-SC000,2,89,,0,999,0,0
6318,KLOTAC-SC069,2,89,,0,69,0,0
6319,OTACIL-SC069,2,89,,0,69,0,0
6320,OTACIL-SC138,2,89,,0,138,0,0
6321,OTACIL-SC000,2,89,,0,999,0,0
6322,OTACIL-SC013,2,89,,0,13.8,0,0
6323,PTEALT-SC069,2,89,,0,69,0,0
6325,SCECIL-SC069,2,89,,0,69,0,0
6326,SCRIST-SC069,2,89,,0,69,0,0
6327,CURITI-SC138,2,89,,0,138,0,0
6328,SJOAQU-SC138,2,89,,0,138,0,0
6330,SUDATI-SC138,2,89,,0,138,0,0
6331,SCRIST-SC000,2,89,,0,999,0,0
6332,OTACKB-SC013,2,89,,0,13.8,0,0
6333,SCRIST-SC013,2,89,,0,13.8,0,0
6334,SCRIST-SC138,2,89,,0,138,0,0
6335,URUBIC-SC138,2,89,,0,138,0,0
6336,ABBWOO-SC069,2,89,,0,69,0,0
6337,CHLORM-SC138,2,89,,0,138,0,0
6339,VRAMJR-SC138,2,89,,0,138,0,0
6340,ITASEC-SC138,2,89,,0,138,0,0
6341,BNKSEA-SC138,2,89,,0,138,0,0
6345,CACADO-SC138,2,89,,0,138,0,0
6346,CDCAST-SC138,2,89,,0,138,0,0
6347,ADAMI--SC138,2,89,,0,138,0,0
6348,VARGB--SC138,2,89,,0,138,0,0
6349,PCNLEB-SC138,2,89,,0,138,0,0
6350,CNOVSA-SC138,2,89,,0,138,0,0
6356,CAPINZ-SC069,2,89,,0,69,0,0
6357,FRAPRT-SC138,2,89,,0,138,0,0
6360,IRANI--SC138,2,89,,0,138,0,0
6361,CATA1-TAP138,2,89,,0,138,0,0
6362,CATA2-TAP138,2,89,,0,138,0,0
6363,PTESER-SC138,2,89,,0,138,0,0
6364,TIROLT-SC138,2,89,,0,138,0,0
6365,CATAND-SC138,2,89,,0,138,0,0
6366,BATPIO-SC138,2,89,,0,138,0,0
6367,FRAIBU-SC069,2,89,,0,69,0,0
6368,ADOL3P-SC138,2,89,,0,138,0,0
6373,CNCEB-TAP138,2,89,,0,138,0,0
6374,CNCEA-TAP138,2,89,,0,138,0,0
6375,HCN---TAP138,2,89,,0,138,0,0
6376,HVR---TAP138,2,89,,0,138,0,0
6377,VIDPLA-SC069,2,89,,0,69,0,0
6378,GUARAR-SC138,2,89,,0,138,0,0
6384,PERDCA-SC138,2,89,,0,138,0,0
6385,PERDVI-SC138,2,89,,0,138,0,0
6386,HERVAL-SC138,2,89,,0,138,0,0
6387,HERVAL-SC069,2,89,,0,69,0,0
6388,HERVAL-SC000,2,89,,0,999,0,0
6389,VIDEIA-SC000,2,89,,0,999,0,0
6390,VIDEIR-SC069,2,89,,0,69,0,0
6391,VIDEIR-SC138,2,89,,0,138,0,0
6392,VIDEIB-SC000,2,89,,0,999,0,0
6394,HERVAL-SC013,2,89,,0,13.8,0,0
6395,TROMBI-SC069,2,89,,0,69,0,0
6396,VIDEIA-SC013,2,89,,0,13.8,0,0
6397,VIDEIB-SC013,2,89,,0,13.8,0,0
6398,TANGAR-SC138,2,89,,0,138,0,0
6399,SCARLOPCH013,2,97,,1,13.8,0,0
6400,ARABUT-SC069,2,89,,0,69,0,0
6401,ARABUTTAP069,2,89,,0,69,0,0
6413,CHAPSA-SC138,2,89,,0,138,0,0
6414,CONCSC-SC069,2,89,,0,69,0,0
6415,CONC2A-SC000,2,89,,0,999,0,0
6416,CONC2B-SC000,2,89,,0,999,0,0
6417,CONC2A-SC013,2,89,,0,13.2,0,0
6418,CONC2B-SC013,2,89,,0,13.2,0,0
6422,CTOMAZTAP138,2,89,,0,138,0,0
6423,AUROGBTAP138,2,89,,0,138,0,0
6424,CTOMAZ-SC138,2,89,,0,138,0,0
6425,AUROGB-SC138,2,89,,0,138,0,0
6426,CONCOR-SC069,2,89,,0,69,0,0
6427,CONCSC-SC138,2,89,,0,138,0,0
6430,CHAPE2-SC138,2,89,,0,138,0,0
6431,CHAPEC-SC069,2,89,,0,69,0,0
6433,CELSORPCH023,2,89,,1,23,0,0
6434,CELSOR-SC069,2,89,,0,69,0,0
6435,IPUMIR-SC069,2,89,,0,69,0,0
6436,ITAPIR-SC069,2,89,,0,69,0,0
6437,FAXINA-SC069,2,89,,0,69,0,0
6438,MARAVI-SC138,2,89,,0,138,0,0
6439,IPUMIRTAP069,2,89,,0,69,0,0
6440,ITAPIR-SC138,2,89,,0,138,0,0
6441,PALMIT-SC138,2,89,,0,138,0,0
6442,PINHAL-SC138,2,89,,0,138,0,0
6443,MONDAI-SC138,2,89,,0,138,0,0
6445,ABLLUZ-SC138,2,89,,0,138,0,0
6452,VARLSP-SC138,2,89,,0,138,0,0
6453,AVEBRA-SC138,2,89,,0,138,0,0
6454,NESPUR-SC138,2,89,,0,138,0,0
6456,QUILOM-SC138,2,89,,0,138,0,0
6462,SMIGUA-SC000,2,89,,0,999,0,0
6463,SMIGUB-SC000,2,89,,0,999,0,0
6464,SMIGU2-SC069,2,89,,0,69,0,0
6465,SMIGUE-SC138,2,89,,0,138,0,0
6466,SMIGUA-SC013,2,89,,0,13.8,0,0
6467,SMIGUB-SC013,2,89,,0,13.8,0,0
6468,BRFCON-SC138,2,89,,0,138,0,0
6469,BRFCHA-SC138,2,89,,0,138,0,0
6470,SJCEDR-SC069,2,89,,0,69,0,0
6471,SLOEST-SC138,2,89,,0,138,0,0
6472,PARATI-SC138,2,89,,0,138,0,0
6473,AUROCHTAP138,2,89,,0,138,0,0
6474,AUROCH-SC138,2,89,,0,138,0,0
6478,SEARA--SC069,2,89,,0,69,0,0
6479,JBSSRA-SC069,2,89,,0,69,0,0
6486,SECPLA-SC069,2,89,,0,69,0,0
6489,XANXER-SC069,2,89,,0,69,0,0
6490,XANXER-SC138,2,89,,0,138,0,0
6491,XANXEA-SC000,2,89,,0,999,0,0
6492,XANXEB-SC000,2,89,,0,999,0,0
6493,XANXEC-SC000,2,89,,0,999,0,0
6494,XANXEA-SC013,2,89,,0,13.8,0,0
6495,XANXEB-SC013,2,89,,0,13.8,0,0
6496,XANXEC-SC013,2,89,,0,13.8,0,0
6501,BRANOR-SC069,2,89,,0,69,0,0
6505,BRANORTAP069,2,89,,0,69,0,0
6509,GRAVAT-SC069,2,89,,0,69,0,0
6510,GRAVATTAP069,2,89,,0,69,0,0
6518,IMBITU-SC138,2,89,,0,138,0,0
6519,IMBARA-SC138,2,89,,0,138,0,0
6520,GAROPA-SC138,2,89,,0,138,0,0
6521,CEJATE-SC069,2,89,,0,69,0,0
6522,JAGUAR-SC069,2,89,,0,69,0,0
6523,TUBA2-TAP069,2,89,,0,69,0,0
6525,LAGUNA-SC138,2,89,,0,138,0,0
6530,ORLEAN-SC138,2,89,,0,138,0,0
6531,TUBAR2-SC069,2,89,,0,69,0,0
6532,TUBARA-SC069,2,89,,0,69,0,0
6533,CAPIVB-SC138,2,89,,0,138,0,0
6535,SANGAO-SC069,2,89,,0,69,0,0
6536,JAGUA-TAP069,2,89,,0,69,0,0
6538,BASILI-SC138,2,89,,0,138,0,0
6539,VOTIMB-SC138,2,89,,0,138,0,0
6552,ARARAN-SC069,2,89,,0,69,0,0
6553,ARARLS-SC069,2,89,,0,69,0,0
6555,TURVO--SC069,2,89,,0,69,0,0
6556,CRIFLO-SC069,2,89,,0,69,0,0
6557,CRICI3-SC069,2,89,,0,69,0,0
6558,CARAVA-SC069,2,89,,0,69,0,0
6561,CRICIU-SC069,2,89,,0,69,0,0
6563,CERELD-SC069,2,89,,0,69,0,0
6564,CERPOR-SC069,2,89,,0,69,0,0
6565,CERBET-SC069,2,89,,0,69,0,0
6566,CERBETTAP069,2,89,,0,69,0,0
6571,ELIANE-SC069,2,89,,0,69,0,0
6572,FSANTA-SC069,2,89,,0,69,0,0
6574,FORQUI-SC069,2,89,,0,69,0,0
6576,ICARA--SC069,2,89,,0,69,0,0
6577,RINCAO-SC069,2,89,,0,69,0,0
6578,LAUROM-SC069,2,89,,0,69,0,0
6579,MARACA-SC069,2,89,,0,69,0,0
6581,MINAES-SC069,2,89,,0,69,0,0
6583,MORROF-SC069,2,89,,0,69,0,0
6584,IMBRAL-SC069,2,89,,0,69,0,0
6585,CERMOF-SC069,2,89,,0,69,0,0
6588,CERMMV-SC069,2,89,,0,69,0,0
6589,EFLUL--SC069,2,89,,0,69,0,0
6590,ERMO---SC069,2,89,,0,69,0,0
6593,SOMBRI-SC069,2,89,,0,69,0,0
6594,SIDEOA-SC069,2,89,,0,69,0,0
6595,CEPRAG-SC069,2,89,,0,69,0,0
6596,URUSSA-SC069,2,89,,0,69,0,0
6601,APUCAR-PR230,2,91,,0,230,0,0
6602,PRVNRT-PR230,2,91,,0,230,0,0
6603,LONSUL-PR230,2,91,,0,230,0,0
6604,ARAUCGUTE013,2,91,,1,13.8,0,0
6605,ARAUCVUTE013,2,91,,1,13.8,0,0
6606,LNASUL-PR138,2,91,,0,138,0,0
6607,PRVNRT-PR138,2,91,,0,138,0,0
6608,B.IGUA-PR230,2,91,,0,230,0,0
6609,BIGUACUHE013,2,91,,1,13.8,0,0
6615,C.COMP-PR230,2,91,,0,230,0,0
6616,UBERAB-PR230,2,91,,0,230,0,0
6617,CIC----PR230,2,91,,0,230,0,0
6618,PILARZ-PR230,2,91,,0,230,0,0
6619,UMBARA-PR230,2,91,,0,230,0,0
6623,CCPRB--PR230,2,98,,0,230,0,0
6624,CASCAV-PR230,2,91,,0,230,0,0
6625,CASCVO-PR230,2,91,,0,230,0,0
6626,CASCVO-PR525,2,91,,0,525,0,0
6627,BATEIA-PR230,2,91,,0,230,0,0
6628,BATEIA-PR525,2,91,,0,525,0,0
6629,CSN----PR230,2,98,,0,230,0,0
6630,GUAIRA-PR525,2,91,,0,525,0,0
6649,IPU-FI-PR525,2,63,,0,525,0,0
6651,FIGUEI-PR230,2,91,,0,230,0,0
6652,FOZNOR-PR230,2,91,,0,230,0,0
6653,F.CHOP-PR230,2,91,,0,230,0,0
6654,IGUACU-PR230,2,91,,0,230,0,0
6655,IGUACU-PR525,2,91,,0,525,0,0
6662,GBM----PR525,2,91,,0,525,0,0
6663,GPS----PR230,2,91,,0,230,0,0
6664,GRALHA-PR230,2,91,,0,230,0,0
6665,GUAIRA-PR230,2,91,,0,230,0,0
6673,R.POXI-PR230,2,91,,0,230,0,0
6675,PLM2T1-PR000,2,91,,0,999,0,0
6676,PLM2T1-PR013,2,91,,0,13.8,0,0
6677,PLM2T2-PR000,2,91,,0,999,0,0
6678,PLM2T2-PR013,2,91,,0,13.8,0,0
6680,IBIPOR-PR230,2,91,,0,230,0,0
6688,JAGUAR-PR230,2,91,,0,230,0,0
6699,LONDRC-PR230,2,91,,0,230,0,0
6708,MARING-PR230,2,91,,0,230,0,0
6710,SARAND-PR525,2,91,,0,525,0,0
6715,MAUA---PR230,2,91,,0,230,0,0
6716,MAUA--UHE013,2,91,,1,13.8,0,0
6720,PISA---PR138,2,92,,0,138,0,0
6721,GPVA-O-PR138,2,91,,0,138,0,0
6722,IRATIN-PR138,2,91,,0,138,0,0
6723,CASTR2-PR138,2,91,,0,138,0,0
6724,UVIT-N-PR138,2,91,,0,138,0,0
6730,PATOBR-PR230,2,91,,0,230,0,0
6731,P.FISC-PR230,2,91,,0,230,0,0
6732,P.GR-N-PR230,2,91,,0,230,0,0
6733,P.GR-S-PR230,2,91,,0,230,0,0
6735,PALMA2-PR230,2,91,,0,230,0,0
6747,REPAR--PR230,2,98,,0,230,0,0
6754,SARAND-PR230,2,91,,0,230,0,0
6755,S.CAXI-PR525,2,91,,0,525,0,0
6757,SEGRED-PR525,2,91,,0,525,0,0
6758,SE-SEG-PR525,2,91,,0,525,0,0
6759,SIDGUA-PR230,2,92,,0,230,0,0
6761,DI.SJP-PR230,2,91,,0,230,0,0
6762,CASSOB-PR230,2,91,,0,230,0,0
6763,SMATEU-PR230,2,91,,0,230,0,0
6764,SMONIC-PR230,2,91,,0,230,0,0
6768,CAVER2-PR006,2,92,,0,6.9,0,0
6769,CAVER2-PR138,2,92,,0,138,0,0
6770,STEPR-UTE013,2,92,,1,13.8,0,0
6771,STEPRC-PR138,2,92,,0,138,0,0
6775,JTAVOR-PR138,2,92,,0,138,0,0
6777,PGS-T4-PR000,2,91,,0,999,0,0
6778,PGN-T3-PR000,2,91,,0,999,0,0
6779,AVERDE-PR069,2,92,,0,69,0,0
6780,SMT-T1-PR013,2,92,,0,13.8,0,0
6781,PGS-T4-PR013,2,92,,0,13.8,0,0
6782,PGN-T3-PR013,2,92,,0,13.8,0,0
6783,AALEG2-PR138,2,92,,0,138,0,0
6785,PASSOM-PR138,2,92,,0,138,0,0
6786,LUDESA-PR138,2,92,,0,138,0,0
6787,USACIG-PR138,2,92,,0,138,0,0
6788,CROWN--PR138,2,92,,0,138,0,0
6789,TAFISA-PR138,2,92,,0,138,0,0
6790,MASISA-PR138,2,92,,0,138,0,0
6791,AALEG2UTE006,2,92,,1,6.9,0,0
6792,PEDR1-PCH013,2,92,,1,13.8,0,0
6794,PASSOMPCH013,2,92,,1,13.8,0,0
6795,PESQUE-PR034,2,92,,0,34.5,0,0
6796,CARGIL-PR138,2,92,,0,138,0,0
6798,ECOLUZUTE013,2,92,,1,13.8,0,0
6799,FIGUEIUTE013,2,92,,1,13.8,0,0
6800,LUDESAPCH013,2,92,,1,13.8,0,0
6801,USACIGUTE013,2,92,,1,13.8,0,0
6802,MARGEM-PR138,2,92,,0,138,0,0
6803,SUMITO-PR138,2,92,,0,138,0,0
6804,PACCAR-PR138,2,92,,0,138,0,0
6805,CAFELA-PR138,2,92,,0,138,0,0
6806,ATLANT-PR138,2,92,,0,138,0,0
6807,SMIGUA-PR138,2,92,,0,138,0,0
6808,JCANAD-PR138,2,92,,0,138,0,0
6809,DITBOR-PR138,2,92,,0,138,0,0
6810,CHOPIN-PR138,2,92,,0,138,0,0
6811,AALEGR-PR138,2,92,,0,138,0,0
6812,ACHATE-PR138,2,92,,0,138,0,0
6814,ALTONI-PR138,2,92,,0,138,0,0
6815,VGALUPPCH006,2,97,,1,6.9,0,0
6816,ANDIRA-PR138,2,92,,0,138,0,0
6818,APUCAR-PR138,2,91,,0,138,0,0
6819,CRISTO-PR138,2,92,,0,138,0,0
6820,ALPARA-PR138,2,92,,0,138,0,0
6821,TANGAR-PR138,2,92,,0,138,0,0
6822,ARAPON-PR138,2,92,,0,138,0,0
6823,ARAPOT-PR138,2,92,,0,138,0,0
6824,ARAUCA-PR069,2,98,,0,69,0,0
6825,TOMAZC-PR069,2,92,,0,69,0,0
6826,AREIA--PR138,2,91,,0,138,0,0
6827,ASSAI--PR138,2,92,,0,138,0,0
6828,ASTORG-PR138,2,92,,0,138,0,0
6829,ALMTAM-PR138,2,92,,0,138,0,0
6833,S.INACUTE013,2,92,,1,13.8,0,0
6834,ANDLST-PR138,2,92,,0,138,0,0
6839,BAIRRA-PR069,2,92,,0,69,0,0
6840,BDRANT-PR138,2,92,,0,138,0,0
6841,BATAVI-PR138,2,92,,0,138,0,0
6844,BARFER-PR138,2,92,,0,138,0,0
6845,HUHTAM-PR069,2,92,,0,69,0,0
6846,BVPARA-PR138,2,92,,0,138,0,0
6847,SPIVAI-PR138,2,92,,0,138,0,0
6850,CASSOB-PR013,2,92,,0,13.8,0,0
6851,CCOMPR-PR013,2,92,,0,13.8,0,0
6854,CBACEN-PR230,2,91,,0,230,0,0
6855,I.CELU-PR138,2,92,,0,138,0,0
6856,ITAMBE-PR138,2,92,,0,138,0,0
6857,CACHOE-PR138,2,92,,0,138,0,0
6858,CACHEBUHE013,2,92,,1,13.8,0,0
6859,CASTRO-PR138,2,92,,0,138,0,0
6860,CAPANE-PR069,2,92,,0,69,0,0
6861,SQUITE-PR069,2,91,,0,69,0,0
6862,C.COMP-PR069,2,91,,0,69,0,0
6863,UBERAB-PR069,2,91,,0,69,0,0
6864,ATUBA--PR069,2,92,,0,69,0,0
6865,CENTRO-PR069,2,92,,0,69,0,0
6867,CIC----PR069,2,91,,0,69,0,0
6868,PILARZ-PR069,2,91,,0,69,0,0
6870,UMBARA-PR069,2,91,,0,69,0,0
6871,TARUMA-PR069,2,92,,0,69,0,0
6872,BACACH-PR069,2,92,,0,69,0,0
6873,PAROLI-PR069,2,92,,0,69,0,0
6874,BATEL--PR069,2,92,,0,69,0,0
6875,NOVOMU-PR069,2,92,,0,69,0,0
6876,BOQUEI-PR069,2,92,,0,69,0,0
6877,ALTGLO-PR069,2,92,,0,69,0,0
6878,MERCES-PR069,2,92,,0,69,0,0
6879,TATU+F-PR069,2,92,,0,69,0,0
6880,STAFEL-PR069,2,92,,0,69,0,0
6881,CASTROPCH013,2,92,,1,13.8,0,0
6883,CSIQUE-PR069,2,92,,0,69,0,0
6885,HAUER--PR069,2,92,,0,69,0,0
6886,JAMERI-PR069,2,92,,0,69,0,0
6888,PNHROS-PR069,2,92,,0,69,0,0
6889,B.RETI-PR069,2,92,,0,69,0,0
6890,XAXIM--PR069,2,92,,0,69,0,0
6891,CGAUCH-PR138,2,92,,0,138,0,0
6893,PINHEI-PR138,2,92,,0,138,0,0
6894,CASCAV-PR138,2,91,,0,138,0,0
6895,OLIMPI-PR138,2,92,,0,138,0,0
6896,SCRIST-PR138,2,92,,0,138,0,0
6897,CEUAZU-PR138,2,92,,0,138,0,0
6898,CHAMIN-PR069,2,92,,0,69,0,0
6899,CHAMINPCH013,2,92,,1,13.8,0,0
6900,CIANOR-PR138,2,92,,0,138,0,0
6901,CLEVEL-PR138,2,92,,0,138,0,0
6902,CLARGO-PR138,2,92,,0,138,0,0
6903,BATEIA-PR138,2,91,,0,138,0,0
6904,DICLAR-PR138,2,92,,0,138,0,0
6906,MOURAO-PR069,2,92,,0,69,0,0
6907,MOURAOPCH013,2,92,,1,13.8,0,0
6908,SDUMON-PR138,2,92,,0,138,0,0
6909,CMOURA-PR069,2,92,,0,69,0,0
6910,C.MOUR-PR138,2,91,,0,138,0,0
6911,BDEIRA-PR138,2,92,,0,138,0,0
6912,COCAMA-PR138,2,92,,0,138,0,0
6913,COCELP-PR069,2,92,,0,69,0,0
6914,SBANDEPCH013,2,92,,1,13.8,0,0
6915,COLORA-PR138,2,92,,0,138,0,0
6916,COPACO-PR138,2,92,,0,138,0,0
6917,CPROCO-PR138,2,92,,0,138,0,0
6918,CIC----PR013,2,92,,0,13.8,0,0
6919,CSEGRE-PR138,2,92,,0,138,0,0
6920,COOENT-PR069,2,92,,0,69,0,0
6921,CLMARQ-PR138,2,92,,0,138,0,0
6922,COLOMB-PR138,2,92,,0,138,0,0
6923,COAMO--PR138,2,92,,0,138,0,0
6925,DI.SJP-PR069,2,91,,0,69,0,0
6926,DISJOS-PR013,2,92,,0,13.8,0,0
6929,RSADI2-PR138,2,92,,0,138,0,0
6930,DIXIET-PR138,2,92,,0,138,0,0
6931,2VIZIN-PR138,2,92,,0,138,0,0
6932,SADIAF-PR138,2,92,,0,138,0,0
6933,COOPAV-PR138,2,92,,0,138,0,0
6934,AUDIVW-PR138,2,92,,0,138,0,0
6935,CONCOR-PR138,2,92,,0,138,0,0
6936,PETROP-PR138,2,92,,0,138,0,0
6945,RENAUL-PR069,2,92,,0,69,0,0
6951,FAFEN--PR069,2,92,,0,69,0,0
6952,FAXINA-PR138,2,92,,0,138,0,0
6953,FAZIGU-PR138,2,92,,0,138,0,0
6954,FBELTR-PR138,2,92,,0,138,0,0
6955,FCHOPU-PR138,2,92,,0,138,0,0
6956,FCHOP-PCH013,2,92,,1,13.8,0,0
6957,FIGUEI-PR138,2,91,,0,138,0,0
6958,FLORES-PR138,2,92,,0,138,0,0
6959,NEWHOL-PR069,2,92,,0,69,0,0
6960,F.IGUA-PR069,2,92,,0,69,0,0
6961,FIGUAC-PR138,2,92,,0,138,0,0
6962,VYOLAN-PR138,2,92,,0,138,0,0
6963,PORTAL-PR138,2,92,,0,138,0,0
6964,FOZNOR-PR138,2,91,,0,138,0,0
6965,FCHOPI-PR138,2,91,,0,138,0,0
6966,FRGRAN-PR138,2,92,,0,138,0,0
6967,SADIA--PR138,2,92,,0,138,0,0
6968,FUNDAO-PR138,2,92,,0,138,0,0
6969,FUNDA-UHE013,2,92,,1,13.8,0,0
6970,CANHADPCH013,2,92,,1,13.8,0,0
6979,GBM---UHE013,2,91,,1,13.8,0,0
6980,GOIOER-PR138,2,92,,0,138,0,0
6981,GPS----PR138,2,91,,0,138,0,0
6982,GPS---UHE013,2,91,,1,13.8,0,0
6984,GUAIRA-PR138,2,91,,0,138,0,0
6985,GUARAI-PR069,2,92,,0,69,0,0
6986,GUARAT-PR138,2,92,,0,138,0,0
6987,GUARIC-PR069,2,92,,0,69,0,0
6988,GUARI-UHE013,2,92,,1,13.8,0,0
6989,GUARAP-PR069,2,92,,0,69,0,0
6990,GUARAP-PR138,2,92,,0,138,0,0
6991,VILACA-PR138,2,92,,0,138,0,0
6993,GPS---SIN013,2,91,,1,13.8,0,0
6994,GBM---SIN013,2,91,,1,13.8,0,0
6995,PESQUEPCH006,2,92,,1,6.9,0,0
7000,UMUSUL-PR230,2,91,,0,230,0,0
7001,BERNEC-PR230,2,98,,0,230,0,0
7002,BERNECUTE013,2,91,,1,13.8,0,0
7008,FOZEST-PR138,2,92,,0,138,0,0
7009,IBAITI-PR138,2,92,,0,138,0,0
7010,IBEMA--PR138,2,92,,0,138,0,0
7011,IBIPOR-PR138,2,91,,0,138,0,0
7012,IMBITU-PR138,2,92,,0,138,0,0
7013,INPACE-PR138,2,92,,0,138,0,0
7014,IRATI--PR138,2,92,,0,138,0,0
7015,PGROSS-PR525,2,91,,0,525,0,0
7016,ITAIPU-PR069,2,92,,0,69,0,0
7017,IVAIPO-PR138,2,92,,0,138,0,0
7018,CAMBE--PR138,2,92,,0,138,0,0
7020,PGROSS-PR230,2,91,,0,230,0,0
7021,GPVA-O-PR230,2,91,,0,230,0,0
7022,IRATIN-PR230,2,91,,0,230,0,0
7023,CASTR2-PR230,2,91,,0,230,0,0
7024,UVIT-N-PR230,2,91,,0,230,0,0
7026,JAGUAR-PR034,2,92,,0,34.5,0,0
7027,P.GROS-PR500,2,91,,0,500,0,0
7028,JAGUAR-PR138,2,91,,0,138,0,0
7041,KLABIN-PR230,2,98,,0,230,0,0
7042,KLACEL-PR230,2,98,,0,230,0,0
7050,LACTA--PR069,2,92,,0,69,0,0
7051,LAPA---PR138,2,92,,0,138,0,0
7053,LARANJ-PR138,2,92,,0,138,0,0
7054,V.CRUZ-PR138,2,92,,0,138,0,0
7055,LONDRC-PR138,2,91,,0,138,0,0
7056,JBANDE-PR138,2,92,,0,138,0,0
7057,RDAVID-PR138,2,92,,0,138,0,0
7058,PALERM-PR138,2,92,,0,138,0,0
7059,IGAPO--PR138,2,92,,0,138,0,0
7060,SEMIRA-PR138,2,92,,0,138,0,0
7061,LOANDA-PR138,2,92,,0,138,0,0
7062,CACIQE-PR138,2,92,,0,138,0,0
7063,C-VALE-PR138,2,92,,0,138,0,0
7070,MAMBOR-PR069,2,92,,0,69,0,0
7071,MAMBOR-PR138,2,92,,0,138,0,0
7072,MANDAC-PR138,2,92,,0,138,0,0
7073,MANDAG-PR138,2,92,,0,138,0,0
