$version=1
!code,Date,block,Pp,Pi,Pz
1929,2038/01/01,3,10.38,0,0
1929,2038/01/01,4,10.38,0,0
1929,2039/01/01,1,10.66,0,0
1929,2039/01/01,2,10.66,0,0
1929,2039/01/01,3,10.66,0,0
1929,2039/01/01,4,10.66,0,0
1929,2040/01/01,1,10.95,0,0
1929,2040/01/01,2,10.95,0,0
1929,2040/01/01,3,10.95,0,0
1929,2040/01/01,4,10.95,0,0
1930,1900/01/01,1,45.37,0,0
1930,1900/01/01,2,45.37,0,0
1930,1900/01/01,3,45.37,0,0
1930,1900/01/01,4,45.37,0,0
1930,2030/01/01,1,46.6,0,0
1930,2030/01/01,2,46.6,0,0
1930,2030/01/01,3,46.6,0,0
1930,2030/01/01,4,46.6,0,0
1930,2031/01/01,1,47.87,0,0
1930,2031/01/01,2,47.87,0,0
1930,2031/01/01,3,47.87,0,0
1930,2031/01/01,4,47.87,0,0
1930,2032/01/01,1,49.17,0,0
1930,2032/01/01,2,49.17,0,0
1930,2032/01/01,3,49.17,0,0
1930,2032/01/01,4,49.17,0,0
1930,2033/01/01,1,50.51,0,0
1930,2033/01/01,2,50.51,0,0
1930,2033/01/01,3,50.51,0,0
1930,2033/01/01,4,50.51,0,0
1930,2034/01/01,1,51.88,0,0
1930,2034/01/01,2,51.88,0,0
1930,2034/01/01,3,51.88,0,0
1930,2034/01/01,4,51.88,0,0
1930,2035/01/01,1,53.29,0,0
1930,2035/01/01,2,53.29,0,0
1930,2035/01/01,3,53.29,0,0
1930,2035/01/01,4,53.29,0,0
1930,2036/01/01,1,54.74,0,0
1930,2036/01/01,2,54.74,0,0
1930,2036/01/01,3,54.74,0,0
1930,2036/01/01,4,54.74,0,0
1930,2037/01/01,1,56.23,0,0
1930,2037/01/01,2,56.23,0,0
1930,2037/01/01,3,56.23,0,0
1930,2037/01/01,4,56.23,0,0
1930,2038/01/01,1,57.76,0,0
1930,2038/01/01,2,57.76,0,0
1930,2038/01/01,3,57.76,0,0
1930,2038/01/01,4,57.76,0,0
1930,2039/01/01,1,59.33,0,0
1930,2039/01/01,2,59.33,0,0
1930,2039/01/01,3,59.33,0,0
1930,2039/01/01,4,59.33,0,0
1930,2040/01/01,1,60.94,0,0
1930,2040/01/01,2,60.94,0,0
1930,2040/01/01,3,60.94,0,0
1930,2040/01/01,4,60.94,0,0
1931,1900/01/01,1,44.71,0,0
1931,1900/01/01,2,44.71,0,0
1931,1900/01/01,3,44.71,0,0
1931,1900/01/01,4,44.71,0,0
1931,2030/01/01,1,45.74,0,0
1931,2030/01/01,2,45.74,0,0
1931,2030/01/01,3,45.74,0,0
1931,2030/01/01,4,45.74,0,0
1931,2031/01/01,1,46.79,0,0
1931,2031/01/01,2,46.79,0,0
1931,2031/01/01,3,46.79,0,0
1931,2031/01/01,4,46.79,0,0
1931,2032/01/01,1,47.87,0,0
1931,2032/01/01,2,47.87,0,0
1931,2032/01/01,3,47.87,0,0
1931,2032/01/01,4,47.87,0,0
1931,2033/01/01,1,48.98,0,0
1931,2033/01/01,2,48.98,0,0
1931,2033/01/01,3,48.98,0,0
1931,2033/01/01,4,48.98,0,0
1931,2034/01/01,1,50.13,0,0
1931,2034/01/01,2,50.13,0,0
1931,2034/01/01,3,50.13,0,0
1931,2034/01/01,4,50.13,0,0
1931,2035/01/01,1,51.3,0,0
1931,2035/01/01,2,51.3,0,0
1931,2035/01/01,3,51.3,0,0
1931,2035/01/01,4,51.3,0,0
1931,2036/01/01,1,52.5,0,0
1931,2036/01/01,2,52.5,0,0
1931,2036/01/01,3,52.5,0,0
1931,2036/01/01,4,52.5,0,0
1931,2037/01/01,1,53.74,0,0
1931,2037/01/01,2,53.74,0,0
1931,2037/01/01,3,53.74,0,0
1931,2037/01/01,4,53.74,0,0
1931,2038/01/01,1,55.01,0,0
1931,2038/01/01,2,55.01,0,0
1931,2038/01/01,3,55.01,0,0
1931,2038/01/01,4,55.01,0,0
1931,2039/01/01,1,56.31,0,0
1931,2039/01/01,2,56.31,0,0
1931,2039/01/01,3,56.31,0,0
1931,2039/01/01,4,56.31,0,0
1931,2040/01/01,1,57.65,0,0
1931,2040/01/01,2,57.65,0,0
1931,2040/01/01,3,57.65,0,0
1931,2040/01/01,4,57.65,0,0
1932,1900/01/01,1,72.32,0,0
1932,1900/01/01,2,72.32,0,0
1932,1900/01/01,3,72.32,0,0
1932,1900/01/01,4,72.32,0,0
1932,2030/01/01,1,74.29,0,0
1932,2030/01/01,2,74.29,0,0
1932,2030/01/01,3,74.29,0,0
1932,2030/01/01,4,74.29,0,0
1932,2031/01/01,1,76.31,0,0
1932,2031/01/01,2,76.31,0,0
1932,2031/01/01,3,76.31,0,0
1932,2031/01/01,4,76.31,0,0
1932,2032/01/01,1,78.39,0,0
1932,2032/01/01,2,78.39,0,0
1932,2032/01/01,3,78.39,0,0
1932,2032/01/01,4,78.39,0,0
1932,2033/01/01,1,80.52,0,0
1932,2033/01/01,2,80.52,0,0
1932,2033/01/01,3,80.52,0,0
1932,2033/01/01,4,80.52,0,0
1932,2034/01/01,1,82.71,0,0
1932,2034/01/01,2,82.71,0,0
1932,2034/01/01,3,82.71,0,0
1932,2034/01/01,4,82.71,0,0
1932,2035/01/01,1,84.95,0,0
1932,2035/01/01,2,84.95,0,0
1932,2035/01/01,3,84.95,0,0
1932,2035/01/01,4,84.95,0,0
1932,2036/01/01,1,87.26,0,0
1932,2036/01/01,2,87.26,0,0
1932,2036/01/01,3,87.26,0,0
1932,2036/01/01,4,87.26,0,0
1932,2037/01/01,1,89.63,0,0
1932,2037/01/01,2,89.63,0,0
1932,2037/01/01,3,89.63,0,0
1932,2037/01/01,4,89.63,0,0
1932,2038/01/01,1,92.07,0,0
1932,2038/01/01,2,92.07,0,0
1932,2038/01/01,3,92.07,0,0
1932,2038/01/01,4,92.07,0,0
1932,2039/01/01,1,94.57,0,0
1932,2039/01/01,2,94.57,0,0
1932,2039/01/01,3,94.57,0,0
1932,2039/01/01,4,94.57,0,0
1932,2040/01/01,1,97.14,0,0
1932,2040/01/01,2,97.14,0,0
1932,2040/01/01,3,97.14,0,0
1932,2040/01/01,4,97.14,0,0
1933,1900/01/01,1,9.916,0,0
1933,1900/01/01,2,9.916,0,0
1933,1900/01/01,3,9.916,0,0
1933,1900/01/01,4,9.916,0,0
1933,2030/01/01,1,10.19,0,0
1933,2030/01/01,2,10.19,0,0
1933,2030/01/01,3,10.19,0,0
1933,2030/01/01,4,10.19,0,0
1933,2031/01/01,1,10.46,0,0
1933,2031/01/01,2,10.46,0,0
1933,2031/01/01,3,10.46,0,0
1933,2031/01/01,4,10.46,0,0
1933,2032/01/01,1,10.75,0,0
1933,2032/01/01,2,10.75,0,0
1933,2032/01/01,3,10.75,0,0
1933,2032/01/01,4,10.75,0,0
1933,2033/01/01,1,11.04,0,0
1933,2033/01/01,2,11.04,0,0
1933,2033/01/01,3,11.04,0,0
1933,2033/01/01,4,11.04,0,0
1933,2034/01/01,1,11.34,0,0
1933,2034/01/01,2,11.34,0,0
1933,2034/01/01,3,11.34,0,0
1933,2034/01/01,4,11.34,0,0
1933,2035/01/01,1,11.65,0,0
1933,2035/01/01,2,11.65,0,0
1933,2035/01/01,3,11.65,0,0
1933,2035/01/01,4,11.65,0,0
1933,2036/01/01,1,11.96,0,0
1933,2036/01/01,2,11.96,0,0
1933,2036/01/01,3,11.96,0,0
1933,2036/01/01,4,11.96,0,0
1933,2037/01/01,1,12.29,0,0
1933,2037/01/01,2,12.29,0,0
1933,2037/01/01,3,12.29,0,0
1933,2037/01/01,4,12.29,0,0
1933,2038/01/01,1,12.62,0,0
1933,2038/01/01,2,12.62,0,0
1933,2038/01/01,3,12.62,0,0
1933,2038/01/01,4,12.62,0,0
1933,2039/01/01,1,12.97,0,0
1933,2039/01/01,2,12.97,0,0
1933,2039/01/01,3,12.97,0,0
1933,2039/01/01,4,12.97,0,0
1933,2040/01/01,1,13.32,0,0
1933,2040/01/01,2,13.32,0,0
1933,2040/01/01,3,13.32,0,0
1933,2040/01/01,4,13.32,0,0
1934,1900/01/01,1,41.12,0,0
1934,1900/01/01,2,41.12,0,0
1934,1900/01/01,3,41.12,0,0
1934,1900/01/01,4,41.12,0,0
1934,2030/01/01,1,41.66,0,0
1934,2030/01/01,2,41.66,0,0
1934,2030/01/01,3,41.66,0,0
1934,2030/01/01,4,41.66,0,0
1934,2031/01/01,1,42.22,0,0
1934,2031/01/01,2,42.22,0,0
1934,2031/01/01,3,42.22,0,0
1934,2031/01/01,4,42.22,0,0
1934,2032/01/01,1,42.79,0,0
1934,2032/01/01,2,42.79,0,0
1934,2032/01/01,3,42.79,0,0
1934,2032/01/01,4,42.79,0,0
1934,2033/01/01,1,43.38,0,0
1934,2033/01/01,2,43.38,0,0
1934,2033/01/01,3,43.38,0,0
1934,2033/01/01,4,43.38,0,0
1934,2034/01/01,1,43.98,0,0
1934,2034/01/01,2,43.98,0,0
1934,2034/01/01,3,43.98,0,0
1934,2034/01/01,4,43.98,0,0
1934,2035/01/01,1,44.6,0,0
1934,2035/01/01,2,44.6,0,0
1934,2035/01/01,3,44.6,0,0
1934,2035/01/01,4,44.6,0,0
1934,2036/01/01,1,45.24,0,0
1934,2036/01/01,2,45.24,0,0
1934,2036/01/01,3,45.24,0,0
1934,2036/01/01,4,45.24,0,0
1934,2037/01/01,1,45.89,0,0
1934,2037/01/01,2,45.89,0,0
1934,2037/01/01,3,45.89,0,0
1934,2037/01/01,4,45.89,0,0
1934,2038/01/01,1,46.56,0,0
1934,2038/01/01,2,46.56,0,0
1934,2038/01/01,3,46.56,0,0
1934,2038/01/01,4,46.56,0,0
1934,2039/01/01,1,47.25,0,0
1934,2039/01/01,2,47.25,0,0
1934,2039/01/01,3,47.25,0,0
1934,2039/01/01,4,47.25,0,0
1934,2040/01/01,1,47.96,0,0
1934,2040/01/01,2,47.96,0,0
1934,2040/01/01,3,47.96,0,0
1934,2040/01/01,4,47.96,0,0
1935,1900/01/01,1,7.891,0,0
1935,1900/01/01,2,7.891,0,0
1935,1900/01/01,3,7.891,0,0
1935,1900/01/01,4,7.891,0,0
1935,2030/01/01,1,8.106,0,0
1935,2030/01/01,2,8.106,0,0
1935,2030/01/01,3,8.106,0,0
1935,2030/01/01,4,8.106,0,0
1935,2031/01/01,1,8.326,0,0
1935,2031/01/01,2,8.326,0,0
1935,2031/01/01,3,8.326,0,0
1935,2031/01/01,4,8.326,0,0
1935,2032/01/01,1,8.553,0,0
1935,2032/01/01,2,8.553,0,0
1935,2032/01/01,3,8.553,0,0
1935,2032/01/01,4,8.553,0,0
1935,2033/01/01,1,8.785,0,0
1935,2033/01/01,2,8.785,0,0
1935,2033/01/01,3,8.785,0,0
1935,2033/01/01,4,8.785,0,0
1935,2034/01/01,1,9.024,0,0
1935,2034/01/01,2,9.024,0,0
1935,2034/01/01,3,9.024,0,0
1935,2034/01/01,4,9.024,0,0
1935,2035/01/01,1,9.269,0,0
1935,2035/01/01,2,9.269,0,0
1935,2035/01/01,3,9.269,0,0
1935,2035/01/01,4,9.269,0,0
1935,2036/01/01,1,9.521,0,0
1935,2036/01/01,2,9.521,0,0
1935,2036/01/01,3,9.521,0,0
1935,2036/01/01,4,9.521,0,0
1935,2037/01/01,1,9.78,0,0
1935,2037/01/01,2,9.78,0,0
1935,2037/01/01,3,9.78,0,0
1935,2037/01/01,4,9.78,0,0
1935,2038/01/01,1,10.05,0,0
1935,2038/01/01,2,10.05,0,0
1935,2038/01/01,3,10.05,0,0
1935,2038/01/01,4,10.05,0,0
1935,2039/01/01,1,10.32,0,0
1935,2039/01/01,2,10.32,0,0
1935,2039/01/01,3,10.32,0,0
1935,2039/01/01,4,10.32,0,0
1935,2040/01/01,1,10.6,0,0
1935,2040/01/01,2,10.6,0,0
1935,2040/01/01,3,10.6,0,0
1935,2040/01/01,4,10.6,0,0
1936,1900/01/01,1,11.03,0,0
1936,1900/01/01,2,11.03,0,0
1936,1900/01/01,3,11.03,0,0
1936,1900/01/01,4,11.03,0,0
1936,2030/01/01,1,11.33,0,0
1936,2030/01/01,2,11.33,0,0
1936,2030/01/01,3,11.33,0,0
1936,2030/01/01,4,11.33,0,0
1936,2031/01/01,1,11.64,0,0
1936,2031/01/01,2,11.64,0,0
1936,2031/01/01,3,11.64,0,0
1936,2031/01/01,4,11.64,0,0
1936,2032/01/01,1,11.95,0,0
1936,2032/01/01,2,11.95,0,0
1936,2032/01/01,3,11.95,0,0
1936,2032/01/01,4,11.95,0,0
1936,2033/01/01,1,12.28,0,0
1936,2033/01/01,2,12.28,0,0
1936,2033/01/01,3,12.28,0,0
1936,2033/01/01,4,12.28,0,0
1936,2034/01/01,1,12.61,0,0
1936,2034/01/01,2,12.61,0,0
1936,2034/01/01,3,12.61,0,0
1936,2034/01/01,4,12.61,0,0
1936,2035/01/01,1,12.95,0,0
1936,2035/01/01,2,12.95,0,0
1936,2035/01/01,3,12.95,0,0
1936,2035/01/01,4,12.95,0,0
1936,2036/01/01,1,13.3,0,0
1936,2036/01/01,2,13.3,0,0
1936,2036/01/01,3,13.3,0,0
1936,2036/01/01,4,13.3,0,0
1936,2037/01/01,1,13.67,0,0
1936,2037/01/01,2,13.67,0,0
1936,2037/01/01,3,13.67,0,0
1936,2037/01/01,4,13.67,0,0
1936,2038/01/01,1,14.04,0,0
1936,2038/01/01,2,14.04,0,0
1936,2038/01/01,3,14.04,0,0
1936,2038/01/01,4,14.04,0,0
1936,2039/01/01,1,14.42,0,0
1936,2039/01/01,2,14.42,0,0
1936,2039/01/01,3,14.42,0,0
1936,2039/01/01,4,14.42,0,0
1936,2040/01/01,1,14.81,0,0
1936,2040/01/01,2,14.81,0,0
1936,2040/01/01,3,14.81,0,0
1936,2040/01/01,4,14.81,0,0
1937,1900/01/01,1,10.25,0,0
1937,1900/01/01,2,10.25,0,0
1937,1900/01/01,3,10.25,0,0
1937,1900/01/01,4,10.25,0,0
1937,2030/01/01,1,10.53,0,0
1937,2030/01/01,2,10.53,0,0
1937,2030/01/01,3,10.53,0,0
1937,2030/01/01,4,10.53,0,0
1937,2031/01/01,1,10.81,0,0
1937,2031/01/01,2,10.81,0,0
1937,2031/01/01,3,10.81,0,0
1937,2031/01/01,4,10.81,0,0
1937,2032/01/01,1,11.11,0,0
1937,2032/01/01,2,11.11,0,0
1937,2032/01/01,3,11.11,0,0
1937,2032/01/01,4,11.11,0,0
1937,2033/01/01,1,11.41,0,0
1937,2033/01/01,2,11.41,0,0
1937,2033/01/01,3,11.41,0,0
1937,2033/01/01,4,11.41,0,0
1937,2034/01/01,1,11.72,0,0
1937,2034/01/01,2,11.72,0,0
1937,2034/01/01,3,11.72,0,0
1937,2034/01/01,4,11.72,0,0
1937,2035/01/01,1,12.04,0,0
1937,2035/01/01,2,12.04,0,0
1937,2035/01/01,3,12.04,0,0
1937,2035/01/01,4,12.04,0,0
1937,2036/01/01,1,12.36,0,0
1937,2036/01/01,2,12.36,0,0
1937,2036/01/01,3,12.36,0,0
1937,2036/01/01,4,12.36,0,0
1937,2037/01/01,1,12.7,0,0
1937,2037/01/01,2,12.7,0,0
1937,2037/01/01,3,12.7,0,0
1937,2037/01/01,4,12.7,0,0
1937,2038/01/01,1,13.04,0,0
1937,2038/01/01,2,13.04,0,0
1937,2038/01/01,3,13.04,0,0
1937,2038/01/01,4,13.04,0,0
1937,2039/01/01,1,13.4,0,0
1937,2039/01/01,2,13.4,0,0
1937,2039/01/01,3,13.4,0,0
1937,2039/01/01,4,13.4,0,0
1937,2040/01/01,1,13.76,0,0
1937,2040/01/01,2,13.76,0,0
1937,2040/01/01,3,13.76,0,0
1937,2040/01/01,4,13.76,0,0
1938,1900/01/01,1,24.74,0,0
1938,1900/01/01,2,24.74,0,0
1938,1900/01/01,3,24.74,0,0
1938,1900/01/01,4,24.74,0,0
1938,2030/01/01,1,25.42,0,0
1938,2030/01/01,2,25.42,0,0
1938,2030/01/01,3,25.42,0,0
1938,2030/01/01,4,25.42,0,0
1938,2031/01/01,1,26.11,0,0
1938,2031/01/01,2,26.11,0,0
1938,2031/01/01,3,26.11,0,0
1938,2031/01/01,4,26.11,0,0
1938,2032/01/01,1,26.82,0,0
1938,2032/01/01,2,26.82,0,0
1938,2032/01/01,3,26.82,0,0
1938,2032/01/01,4,26.82,0,0
1938,2033/01/01,1,27.54,0,0
1938,2033/01/01,2,27.54,0,0
1938,2033/01/01,3,27.54,0,0
1938,2033/01/01,4,27.54,0,0
1938,2034/01/01,1,28.29,0,0
1938,2034/01/01,2,28.29,0,0
1938,2034/01/01,3,28.29,0,0
1938,2034/01/01,4,28.29,0,0
1938,2035/01/01,1,29.06,0,0
1938,2035/01/01,2,29.06,0,0
1938,2035/01/01,3,29.06,0,0
1938,2035/01/01,4,29.06,0,0
1938,2036/01/01,1,29.85,0,0
1938,2036/01/01,2,29.85,0,0
1938,2036/01/01,3,29.85,0,0
1938,2036/01/01,4,29.85,0,0
1938,2037/01/01,1,30.66,0,0
1938,2037/01/01,2,30.66,0,0
1938,2037/01/01,3,30.66,0,0
1938,2037/01/01,4,30.66,0,0
1938,2038/01/01,1,31.5,0,0
1938,2038/01/01,2,31.5,0,0
1938,2038/01/01,3,31.5,0,0
1938,2038/01/01,4,31.5,0,0
1938,2039/01/01,1,32.35,0,0
1938,2039/01/01,2,32.35,0,0
1938,2039/01/01,3,32.35,0,0
1938,2039/01/01,4,32.35,0,0
1938,2040/01/01,1,33.23,0,0
1938,2040/01/01,2,33.23,0,0
1938,2040/01/01,3,33.23,0,0
1938,2040/01/01,4,33.23,0,0
1939,1900/01/01,1,9.43,0,0
1939,1900/01/01,2,9.43,0,0
1939,1900/01/01,3,9.43,0,0
1939,1900/01/01,4,9.43,0,0
1940,1900/01/01,1,35.53,0,0
1940,1900/01/01,2,35.53,0,0
1940,1900/01/01,3,35.53,0,0
1940,1900/01/01,4,35.53,0,0
1940,2030/01/01,1,36.5,0,0
1940,2030/01/01,2,36.5,0,0
1940,2030/01/01,3,36.5,0,0
1940,2030/01/01,4,36.5,0,0
1940,2031/01/01,1,37.49,0,0
1940,2031/01/01,2,37.49,0,0
1940,2031/01/01,3,37.49,0,0
1940,2031/01/01,4,37.49,0,0
1940,2032/01/01,1,38.51,0,0
1940,2032/01/01,2,38.51,0,0
1940,2032/01/01,3,38.51,0,0
1940,2032/01/01,4,38.51,0,0
1940,2033/01/01,1,39.56,0,0
1940,2033/01/01,2,39.56,0,0
1940,2033/01/01,3,39.56,0,0
1940,2033/01/01,4,39.56,0,0
1940,2034/01/01,1,40.63,0,0
1940,2034/01/01,2,40.63,0,0
1940,2034/01/01,3,40.63,0,0
1940,2034/01/01,4,40.63,0,0
1940,2035/01/01,1,41.74,0,0
1940,2035/01/01,2,41.74,0,0
1940,2035/01/01,3,41.74,0,0
1940,2035/01/01,4,41.74,0,0
1940,2036/01/01,1,42.87,0,0
1940,2036/01/01,2,42.87,0,0
1940,2036/01/01,3,42.87,0,0
1940,2036/01/01,4,42.87,0,0
1940,2037/01/01,1,44.04,0,0
1940,2037/01/01,2,44.04,0,0
1940,2037/01/01,3,44.04,0,0
1940,2037/01/01,4,44.04,0,0
1940,2038/01/01,1,45.23,0,0
1940,2038/01/01,2,45.23,0,0
1940,2038/01/01,3,45.23,0,0
1940,2038/01/01,4,45.23,0,0
1940,2039/01/01,1,46.46,0,0
1940,2039/01/01,2,46.46,0,0
1940,2039/01/01,3,46.46,0,0
1940,2039/01/01,4,46.46,0,0
1940,2040/01/01,1,47.72,0,0
1940,2040/01/01,2,47.72,0,0
1940,2040/01/01,3,47.72,0,0
1940,2040/01/01,4,47.72,0,0
1941,1900/01/01,1,28.19,0,0
1941,1900/01/01,2,28.19,0,0
1941,1900/01/01,3,28.19,0,0
1941,1900/01/01,4,28.19,0,0
1941,2030/01/01,1,28.96,0,0
1941,2030/01/01,2,28.96,0,0
1941,2030/01/01,3,28.96,0,0
1941,2030/01/01,4,28.96,0,0
1941,2031/01/01,1,32.95,0,0
1941,2031/01/01,2,32.95,0,0
1941,2031/01/01,3,32.95,0,0
1941,2031/01/01,4,32.95,0,0
1941,2032/01/01,1,33.85,0,0
1941,2032/01/01,2,33.85,0,0
1941,2032/01/01,3,33.85,0,0
1941,2032/01/01,4,33.85,0,0
1941,2033/01/01,1,34.77,0,0
1941,2033/01/01,2,34.77,0,0
1941,2033/01/01,3,34.77,0,0
1941,2033/01/01,4,34.77,0,0
1941,2034/01/01,1,35.71,0,0
1941,2034/01/01,2,35.71,0,0
1941,2034/01/01,3,35.71,0,0
1941,2034/01/01,4,35.71,0,0
1941,2035/01/01,1,36.68,0,0
1941,2035/01/01,2,36.68,0,0
1941,2035/01/01,3,36.68,0,0
1941,2035/01/01,4,36.68,0,0
1941,2036/01/01,1,37.68,0,0
1941,2036/01/01,2,37.68,0,0
1941,2036/01/01,3,37.68,0,0
1941,2036/01/01,4,37.68,0,0
1941,2037/01/01,1,38.7,0,0
1941,2037/01/01,2,38.7,0,0
1941,2037/01/01,3,38.7,0,0
1941,2037/01/01,4,38.7,0,0
1941,2038/01/01,1,39.75,0,0
1941,2038/01/01,2,39.75,0,0
1941,2038/01/01,3,39.75,0,0
1941,2038/01/01,4,39.75,0,0
1941,2039/01/01,1,40.83,0,0
1941,2039/01/01,2,40.83,0,0
1941,2039/01/01,3,40.83,0,0
1941,2039/01/01,4,40.83,0,0
1941,2040/01/01,1,41.94,0,0
1941,2040/01/01,2,41.94,0,0
1941,2040/01/01,3,41.94,0,0
1941,2040/01/01,4,41.94,0,0
1942,1900/01/01,1,47.59,0,0
1942,1900/01/01,2,47.59,0,0
1942,1900/01/01,3,47.59,0,0
1942,1900/01/01,4,47.59,0,0
1942,2030/01/01,1,48.89,0,0
1942,2030/01/01,2,48.89,0,0
1942,2030/01/01,3,48.89,0,0
1942,2030/01/01,4,48.89,0,0
1942,2031/01/01,1,50.22,0,0
1942,2031/01/01,2,50.22,0,0
1942,2031/01/01,3,50.22,0,0
1942,2031/01/01,4,50.22,0,0
1942,2032/01/01,1,51.59,0,0
1942,2032/01/01,2,51.59,0,0
1942,2032/01/01,3,51.59,0,0
1942,2032/01/01,4,51.59,0,0
1942,2033/01/01,1,52.99,0,0
1942,2033/01/01,2,52.99,0,0
1942,2033/01/01,3,52.99,0,0
1942,2033/01/01,4,52.99,0,0
1942,2034/01/01,1,54.43,0,0
1942,2034/01/01,2,54.43,0,0
1942,2034/01/01,3,54.43,0,0
1942,2034/01/01,4,54.43,0,0
1942,2035/01/01,1,55.91,0,0
1942,2035/01/01,2,55.91,0,0
1942,2035/01/01,3,55.91,0,0
1942,2035/01/01,4,55.91,0,0
1942,2036/01/01,1,57.43,0,0
1942,2036/01/01,2,57.43,0,0
1942,2036/01/01,3,57.43,0,0
1942,2036/01/01,4,57.43,0,0
1942,2037/01/01,1,58.99,0,0
1942,2037/01/01,2,58.99,0,0
1942,2037/01/01,3,58.99,0,0
1942,2037/01/01,4,58.99,0,0
1942,2038/01/01,1,60.59,0,0
1942,2038/01/01,2,60.59,0,0
1942,2038/01/01,3,60.59,0,0
1942,2038/01/01,4,60.59,0,0
1942,2039/01/01,1,62.24,0,0
1942,2039/01/01,2,62.24,0,0
1942,2039/01/01,3,62.24,0,0
1942,2039/01/01,4,62.24,0,0
1942,2040/01/01,1,63.93,0,0
1942,2040/01/01,2,63.93,0,0
1942,2040/01/01,3,63.93,0,0
1942,2040/01/01,4,63.93,0,0
1943,1900/01/01,1,27.04,0,0
1943,1900/01/01,2,27.04,0,0
1943,1900/01/01,3,27.04,0,0
1943,1900/01/01,4,27.04,0,0
1943,2030/01/01,1,27.78,0,0
1943,2030/01/01,2,27.78,0,0
1943,2030/01/01,3,27.78,0,0
1943,2030/01/01,4,27.78,0,0
1943,2031/01/01,1,31.61,0,0
1943,2031/01/01,2,31.61,0,0
1943,2031/01/01,3,31.61,0,0
1943,2031/01/01,4,31.61,0,0
1943,2032/01/01,1,32.47,0,0
1943,2032/01/01,2,32.47,0,0
1943,2032/01/01,3,32.47,0,0
1943,2032/01/01,4,32.47,0,0
1943,2033/01/01,1,33.35,0,0
1943,2033/01/01,2,33.35,0,0
1943,2033/01/01,3,33.35,0,0
1943,2033/01/01,4,33.35,0,0
1943,2034/01/01,1,34.25,0,0
1943,2034/01/01,2,34.25,0,0
1943,2034/01/01,3,34.25,0,0
1943,2034/01/01,4,34.25,0,0
1943,2035/01/01,1,35.19,0,0
1943,2035/01/01,2,35.19,0,0
1943,2035/01/01,3,35.19,0,0
1943,2035/01/01,4,35.19,0,0
1943,2036/01/01,1,36.14,0,0
1943,2036/01/01,2,36.14,0,0
1943,2036/01/01,3,36.14,0,0
1943,2036/01/01,4,36.14,0,0
1943,2037/01/01,1,37.12,0,0
1943,2037/01/01,2,37.12,0,0
1943,2037/01/01,3,37.12,0,0
1943,2037/01/01,4,37.12,0,0
1943,2038/01/01,1,38.13,0,0
1943,2038/01/01,2,38.13,0,0
1943,2038/01/01,3,38.13,0,0
1943,2038/01/01,4,38.13,0,0
1943,2039/01/01,1,39.17,0,0
1943,2039/01/01,2,39.17,0,0
1943,2039/01/01,3,39.17,0,0
1943,2039/01/01,4,39.17,0,0
1943,2040/01/01,1,40.23,0,0
1943,2040/01/01,2,40.23,0,0
1943,2040/01/01,3,40.23,0,0
1943,2040/01/01,4,40.23,0,0
1944,1900/01/01,1,5.104,0,0
1944,1900/01/01,2,5.104,0,0
1944,1900/01/01,3,5.104,0,0
1944,1900/01/01,4,5.104,0,0
1944,2030/01/01,1,5.243,0,0
1944,2030/01/01,2,5.243,0,0
1944,2030/01/01,3,5.243,0,0
1944,2030/01/01,4,5.243,0,0
1944,2031/01/01,1,5.386,0,0
1944,2031/01/01,2,5.386,0,0
1944,2031/01/01,3,5.386,0,0
1944,2031/01/01,4,5.386,0,0
1944,2032/01/01,1,5.532,0,0
1944,2032/01/01,2,5.532,0,0
1944,2032/01/01,3,5.532,0,0
1944,2032/01/01,4,5.532,0,0
1944,2033/01/01,1,5.683,0,0
1944,2033/01/01,2,5.683,0,0
1944,2033/01/01,3,5.683,0,0
1944,2033/01/01,4,5.683,0,0
1944,2034/01/01,1,5.837,0,0
1944,2034/01/01,2,5.837,0,0
1944,2034/01/01,3,5.837,0,0
1944,2034/01/01,4,5.837,0,0
1944,2035/01/01,1,5.996,0,0
1944,2035/01/01,2,5.996,0,0
1944,2035/01/01,3,5.996,0,0
1944,2035/01/01,4,5.996,0,0
1944,2036/01/01,1,6.159,0,0
1944,2036/01/01,2,6.159,0,0
1944,2036/01/01,3,6.159,0,0
1944,2036/01/01,4,6.159,0,0
1944,2037/01/01,1,6.326,0,0
1944,2037/01/01,2,6.326,0,0
1944,2037/01/01,3,6.326,0,0
1944,2037/01/01,4,6.326,0,0
1944,2038/01/01,1,6.498,0,0
1944,2038/01/01,2,6.498,0,0
1944,2038/01/01,3,6.498,0,0
1944,2038/01/01,4,6.498,0,0
1944,2039/01/01,1,6.675,0,0
1944,2039/01/01,2,6.675,0,0
1944,2039/01/01,3,6.675,0,0
1944,2039/01/01,4,6.675,0,0
1944,2040/01/01,1,6.856,0,0
1944,2040/01/01,2,6.856,0,0
1944,2040/01/01,3,6.856,0,0
1944,2040/01/01,4,6.856,0,0
1945,1900/01/01,1,21.02,0,0
1945,1900/01/01,2,21.02,0,0
1945,1900/01/01,3,21.02,0,0
1945,1900/01/01,4,21.02,0,0
1945,2030/01/01,1,21.59,0,0
1945,2030/01/01,2,21.59,0,0
1945,2030/01/01,3,21.59,0,0
1945,2030/01/01,4,21.59,0,0
1945,2031/01/01,1,22.18,0,0
1945,2031/01/01,2,22.18,0,0
1945,2031/01/01,3,22.18,0,0
1945,2031/01/01,4,22.18,0,0
