$version=1
!D/MM/YYYY  .Num ....Name.... KeyWord     Blck .....Value
01/08/2032    16 MA -> XI     CapacTF        1    1340.44     
01/08/2032    16 MA -> XI     CapacTF        2    1340.44     
01/08/2032    16 MA -> XI     CapacTF        3   1196.503     
01/08/2032    16 MA -> XI     CapacTF        4    933.655     
01/09/2032    16 MA -> XI     CapacTF        1   1383.338     
01/09/2032    16 MA -> XI     CapacTF        2   1383.338     
01/09/2032    16 MA -> XI     CapacTF        3   1223.266     
01/09/2032    16 MA -> XI     CapacTF        4   960.4296     
01/10/2032     2 SE -> NE     CapacTF        4    13997.7     
01/10/2032    16 MA -> XI     CapacTF        1    1359.51     
01/10/2032    16 MA -> XI     CapacTF        2    1359.51     
01/10/2032    16 MA -> XI     CapacTF        3   1196.624     
01/10/2032    16 MA -> XI     CapacTF        4    977.678     
01/11/2032     2 SE -> NE     CapacTF        4   14000.46     
01/11/2032     8 SE -> XI     CapacTF        *       6000     
01/11/2032    16 MA -> XI     CapacTF        1   1346.884     
01/11/2032    16 MA -> XI     CapacTF        2   1346.884     
01/11/2032    16 MA -> XI     CapacTF        3   1151.913     
01/11/2032    16 MA -> XI     CapacTF        4   919.1179     
01/12/2032     8 SE -> XI     CapacTF        *       7000     
01/12/2032    16 MA -> XI     CapacTF        1    1220.06     
01/12/2032    16 MA -> XI     CapacTF        2    1220.06     
01/12/2032    16 MA -> XI     CapacTF        3   1048.976     
01/12/2032    16 MA -> XI     CapacTF        4   834.0081     
01/01/2033     8 SE -> XI     CapacTF        *       8000     
