NUM:   1 CAMARGOS              Penal: 0          0
A~NO ....1 ....2 ....3 ....4 ....5 ....6 ....7 ....8 ....9 ...10 ...11 ...12
2025  1.02  1.07  1.13  1.56  1.56  1.63  1.78  1.82  1.64  1.45   1.5  1.23
2026  1.02  1.08  1.13  1.59  1.58  1.65  1.81  1.85  1.66  1.47  1.52  1.24
2027  1.02  1.08  1.14  1.61   1.6  1.68  1.84  1.89  1.69  1.49  1.53  1.25
2028  1.02  1.08  1.14  1.63  1.62   1.7  1.88  1.92  1.72  1.51  1.56  1.26
2029  1.02  1.09  1.15  1.65  1.65  1.73  1.91  1.96  1.74  1.53  1.58  1.27
2030  1.02  1.09  1.15  1.68  1.67  1.75  1.94  1.99  1.77  1.54  1.59  1.28
2031  1.02  1.09  1.16  1.69  1.69  1.77  1.97  2.01  1.79  1.56  1.61  1.29
2032  1.03   1.1  1.17  1.72  1.71   1.8     2  2.05  1.82  1.58  1.63   1.3
2033  1.03  1.11  1.17  1.74  1.73  1.82  2.03  2.08  1.84   1.6  1.65  1.31
2034  1.03  1.11  1.18  1.76  1.75  1.84  2.06  2.11  1.86  1.62  1.67  1.32
2035  1.04  1.12  1.19  1.78  1.77  1.87  2.08  2.13  1.89  1.63  1.69  1.33
2036  1.04  1.12   1.2   1.8  1.79  1.89  2.11  2.17  1.91  1.65  1.71  1.34
2037  1.04  1.13   1.2  1.82  1.81  1.91  2.14   2.2  1.94  1.67  1.73  1.36
2038  1.04  1.13  1.21  1.84  1.83  1.94  2.17  2.23  1.96  1.69  1.75  1.37
2039  1.05  1.14  1.22  1.86  1.85  1.96   2.2  2.25  1.98   1.7  1.76  1.37
2040     0     0     0     0     0     0     0     0     0     0     0     0
NUM:  43 _TRES IRMAOS          Penal: 0          0
A~NO ....1 ....2 ....3 ....4 ....5 ....6 ....7 ....8 ....9 ...10 ...11 ...12
2025  2.54  2.74  2.94  4.55  4.74  5.33  5.71  5.23  3.95  3.58  4.21  3.35
2026  2.55  2.76  2.97  4.63  4.83  5.43  5.83  5.33  4.02  3.63  4.28  3.39
2027  2.56  2.78  2.99  4.71  4.91  5.54  5.95  5.44  4.08  3.68  4.34  3.41
2028  2.57  2.79  3.02  4.79     5  5.65  6.08  5.55  4.15  3.74  4.42  3.47
2029  2.59  2.83  3.05  4.87  5.09  5.76   6.2  5.65  4.21  3.79  4.49  3.51
2030   2.6  2.85  3.08  4.95  5.17  5.87  6.32  5.76  4.28  3.84  4.56  3.55
2031  2.61  2.87   3.1  5.03  5.26  5.98  6.45  5.87  4.34  3.89  4.62  3.57
2032  2.62  2.88  3.14  5.12  5.36   6.1  6.58  5.99  4.42  3.95  4.71  3.63
2033  2.64  2.92  3.17   5.2  5.45  6.22  6.71   6.1  4.49     4  4.79  3.68
2034  2.66  2.94   3.2  5.29  5.55  6.33  6.84  6.21  4.56  4.06  4.86  3.72
2035  2.68  2.96  3.23  5.37  5.64  6.45  6.97  6.32  4.62  4.11  4.91  3.74
2036  2.68  2.97  3.26  5.46  5.73  6.57   7.1  6.44  4.69  4.17  5.01   3.8
2037   2.7  3.01  3.29  5.55  5.82  6.68  7.24  6.55  4.76  4.22  5.08  3.85
2038  2.72  3.03  3.32  5.63  5.92   6.8  7.37  6.67  4.83  4.28  5.16  3.89
2039  2.73  3.06  3.35  5.72  6.01  6.91  7.49  6.78   4.9  4.33  5.21  3.91
2040     0     0     0     0     0     0     0     0     0     0     0     0
NUM:  45 JUPIA                 Penal: 0          0
A~NO ....1 ....2 ....3 ....4 ....5 ....6 ....7 ....8 ....9 ...10 ...11 ...12
2025  1.81  2.07  1.92  2.33   2.4  2.61  3.12   3.5  2.56  2.14  2.15  2.08
2026  1.81  2.08  1.92  2.34  2.42  2.64  3.16  3.55  2.59  2.16  2.16  2.09
2027  1.81  2.09  1.93  2.35  2.43  2.66  3.19   3.6  2.61  2.17  2.16  2.08
2028  1.81  2.09  1.93  2.37  2.45  2.69  3.24  3.65  2.64  2.18  2.18  2.11
2029  1.82  2.11  1.93  2.38  2.47  2.72  3.28   3.7  2.66  2.19   2.2  2.12
2030  1.82  2.12  1.94   2.4  2.49  2.74  3.31  3.75  2.69   2.2  2.21  2.13
2031  1.82  2.13  1.94  2.41  2.51  2.77  3.35  3.79  2.71  2.21  2.21  2.13
2032  1.82  2.14  1.95  2.43  2.53   2.8  3.39  3.84  2.74  2.23  2.23  2.16
2033  1.83  2.16  1.96  2.45  2.55  2.83  3.43  3.89  2.76  2.25  2.25  2.17
2034  1.83  2.17  1.96  2.47  2.57  2.86  3.47  3.94  2.79  2.26  2.26  2.18
2035  1.84  2.18  1.97  2.48  2.59  2.89  3.51  3.98  2.82  2.27  2.26  2.18
2036  1.84  2.19  1.98   2.5  2.61  2.92  3.55  4.03  2.84  2.29  2.29  2.21
2037  1.85  2.21  1.99  2.52  2.63  2.94  3.59  4.08  2.87  2.31   2.3  2.22
2038  1.85  2.22  1.99  2.54  2.66  2.97  3.63  4.13   2.9  2.32  2.32  2.23
2039  1.85  2.23     2  2.56  2.68     3  3.67  4.17  2.92  2.33  2.31  2.22
2040     0     0     0     0     0     0     0     0     0     0     0     0
NUM:  46 P. PRIMAVERA          Penal: 0          0
A~NO ....1 ....2 ....3 ....4 ....5 ....6 ....7 ....8 ....9 ...10 ...11 ...12
2025  4.44  5.08  6.16  9.78  7.74  8.06  9.96 11.58  9.85  7.85  8.22   5.9
2026   4.5  5.17  6.29 10.05  7.93  8.26 10.25 11.92 10.11  8.03  8.42  6.04
2027  4.57  5.27  6.43 10.33  8.11  8.45 10.52 12.21 10.35   8.2   8.6  6.15
2028  4.61   5.3  6.56  10.6   8.3  8.67 10.82 12.59 10.63   8.4  8.84  6.32
2029  4.69  5.45   6.7 10.87  8.49  8.87 11.11 12.93 10.89  8.58  9.05  6.46
2030  4.76  5.54  6.83 11.15  8.67  9.08 11.39 13.27 11.15  8.77  9.26   6.6
2031  4.82  5.64  6.97 11.43  8.86  9.27 11.67 13.57  11.4  8.95  9.45  6.72
2032  4.87  5.67  7.12 11.72  9.07   9.5 11.99 13.98  11.7  9.16   9.7   6.9
2033  4.96  5.84  7.26 12.01  9.26  9.72 12.29 14.33 11.97  9.35  9.92  7.05
2034  5.03  5.94   7.4  12.3  9.46  9.93 12.59 14.69 12.24  9.55 10.14   7.2
2035   5.1  6.04  7.54 12.59  9.65 10.13 12.87 14.97 12.49  9.72 10.32  7.32
2036  5.15  6.06  7.69 12.88  9.86 10.36 13.19 15.39 12.79  9.93 10.57   7.5
2037  5.24  6.23  7.83 13.17 10.05 10.57 13.49 15.74 13.06 10.13 10.79  7.65
2038  5.31  6.33  7.97 13.45 10.25 10.79 13.78  16.1 13.33 10.32 11.01  7.79
2039  5.38  6.43  8.11 13.74 10.44 10.98 14.06 16.37 13.56 10.49 11.18   7.9
2040     0     0     0     0     0     0     0     0     0     0     0     0
NUM:  47 A.A. LAYDNER          Penal: 0          0
A~NO ....1 ....2 ....3 ....4 ....5 ....6 ....7 ....8 ....9 ...10 ...11 ...12
2025 21.27 20.49 22.14 26.51 20.33 19.79 24.27 27.43 21.88 23.33 41.37 29.91
2026  21.5 20.68 22.41 27.01 20.52 19.94 24.62 27.93 22.13 23.66  42.6 30.55
2027 21.73 20.87 22.67  27.5  20.7 20.09 24.98 28.42 22.38 23.98 43.69 31.01
2028 21.87 20.92 22.93    28 20.89 20.24 25.34 28.94 22.65 24.33 45.05 31.81
2029 22.18 21.24  23.2  28.5 21.07 20.39  25.7 29.45 22.91 24.67 46.27 32.44
2030 32.21 31.23 33.26 38.79 31.06 30.34 35.86 39.75 32.96  34.8 57.28 42.85
2031 32.43 31.41 33.52 39.25 31.23 30.49 36.19 40.23 33.21  35.1 58.28 43.26
2032 32.56 31.44 33.78 39.73 31.42 30.64 36.54 40.73 33.47 35.45 59.58 44.08
2033 32.88 31.78 34.04  40.2  31.6 30.79 36.88 41.22 33.72 35.77 60.73 44.69
2034  33.1 31.97 34.29 40.67 31.78 30.94 37.23 41.71 33.98  36.1 61.88  45.3
2035 33.32 32.15 34.55 41.14 31.95 31.08 37.56 42.19 34.22 36.39 62.85 45.68
2036 33.43 32.16 34.81 41.61 32.14 31.23 37.91 42.69 34.49 36.74 64.18 46.52
2037 33.76 32.52 35.07 42.08 32.32 31.38 38.25 43.18 34.74 37.07 65.33 47.14
2038 33.99 32.71 35.33 42.55  32.5 31.53  38.6 43.67 34.99 37.39 66.48 47.75
2039 34.21 32.89 35.59 43.02 32.67 31.68 38.93 44.14 35.23 37.68 67.43  48.1
2040     0     0     0     0     0     0     0     0     0     0     0     0
NUM:  48 PIRAJU                Penal: 0          0
A~NO ....1 ....2 ....3 ....4 ....5 ....6 ....7 ....8 ....9 ...10 ...11 ...12
2025   0.1  0.09  0.12  0.18  0.08  0.04  0.05  0.07  0.06  0.08  0.23  0.21
2026  0.11  0.09  0.12  0.18  0.08  0.04  0.05  0.07  0.07  0.09  0.24  0.21
2027  0.11   0.1  0.13  0.19  0.08  0.04  0.05  0.07  0.07  0.09  0.25  0.22
2028  0.11   0.1  0.13   0.2  0.09  0.04  0.05  0.07  0.07  0.09  0.26  0.23
2029  0.11   0.1  0.13   0.2  0.09  0.05  0.05  0.07  0.07   0.1  0.27  0.24
2030  0.12   0.1  0.14  0.21  0.09  0.05  0.05  0.08  0.07   0.1  0.28  0.25
2031  0.12  0.11  0.14  0.22   0.1  0.05  0.05  0.08  0.08   0.1  0.29  0.25
2032  0.12  0.11  0.15  0.23   0.1  0.05  0.06  0.08  0.08  0.11   0.3  0.26
2033  0.13  0.11  0.15  0.23   0.1  0.05  0.06  0.08  0.08  0.11  0.31  0.27
2034  0.13  0.12  0.15  0.24   0.1  0.05  0.06  0.08  0.08  0.12  0.32  0.28
2035  0.14  0.12  0.16  0.25  0.11  0.05  0.06  0.09  0.09  0.12  0.33  0.28
2036  0.14  0.12  0.16  0.26  0.11  0.05  0.06  0.09  0.09  0.12  0.34   0.3
2037  0.14  0.13  0.17  0.26  0.11  0.05  0.06  0.09  0.09  0.13  0.35   0.3
2038  0.15  0.13  0.17  0.27  0.12  0.05  0.06  0.09  0.09  0.13  0.36  0.31
2039  0.15  0.13  0.18  0.28  0.12  0.06  0.06  0.09  0.09  0.13  0.37  0.32
2040     0     0     0     0     0     0     0     0     0     0     0     0
NUM:  49 CHAVANTES             Penal: 0          0
A~NO ....1 ....2 ....3 ....4 ....5 ....6 ....7 ....8 ....9 ...10 ...11 ...12
2025 -4.39 -3.71 -5.25 -9.19 -3.57 -3.18 -7.42-10.19  -4.8 -6.22-23.18-12.47
2026 -4.59 -3.88 -5.48 -9.64 -3.73 -3.32 -7.75-10.66 -5.02 -6.52-24.32-13.04
2027 -4.79 -4.04 -5.72-10.08  -3.9 -3.45 -8.09-11.11 -5.24 -6.81-25.32-13.46
2028 -4.92 -4.09 -5.96-10.53 -4.06 -3.59 -8.42-11.59 -5.47 -7.12-26.59 -14.2
2029 -5.19 -4.38  -6.2-10.98 -4.23 -3.73 -8.76-12.05 -5.69 -7.42-27.72-14.78
2030 -5.39 -4.54 -6.43-11.43 -4.39 -3.87 -9.09-12.51 -5.91 -7.72-28.83-15.33
2031 -5.58  -4.7 -6.66-11.84 -4.54    -4 -9.41-12.95 -6.12 -7.99-29.74-15.69
2032 -5.69 -4.72 -6.89-12.27  -4.7 -4.14 -9.73-13.41 -6.35 -8.29-30.94-16.44
2033 -5.96 -5.02 -7.12-12.69 -4.86 -4.27-10.04-13.85 -6.57 -8.58-31.99-16.99
2034 -6.15 -5.18 -7.35-13.11 -5.02 -4.41-10.36 -14.3 -6.78 -8.86-33.04-17.55
2035 -6.34 -5.34 -7.58-13.52 -5.18 -4.54-10.68-14.73 -6.99 -9.12-33.92-17.88
2036 -6.44 -5.34 -7.81-13.94 -5.34 -4.68   -11-15.19 -7.22 -9.43-35.14-18.66
2037 -6.73 -5.67 -8.04-14.36 -5.49 -4.81-11.31-15.64 -7.43 -9.72-36.19-19.21
2038 -6.92 -5.83 -8.27-14.78 -5.65 -4.95-11.63-16.08 -7.65   -10-37.24-19.76
2039 -7.11 -5.99  -8.5 -15.2 -5.81 -5.08-11.95-16.51 -7.86-10.26 -38.1-20.06
2040     0     0     0     0     0     0     0     0     0     0     0     0
NUM:  50 L. N. GARCEZ          Penal: 0          0
A~NO ....1 ....2 ....3 ....4 ....5 ....6 ....7 ....8 ....9 ...10 ...11 ...12
2025  1.49  1.52  1.87  4.35  2.85  2.58  4.08  5.33  4.53  3.49  4.36  2.22
2026  1.51  1.55  1.91   4.5  2.93  2.64  4.19  5.49  4.67   3.6  4.51  2.28
2027  1.53  1.57  1.95  4.64     3  2.69  4.29  5.64  4.81  3.69  4.66  2.34
2028  1.55  1.58  1.98  4.79  3.08  2.75  4.41  5.82  4.96  3.82  4.82   2.4
2029  1.58  1.62  2.02  4.94  3.15  2.81  4.52  5.99   5.1  3.92  4.97  2.47
2030   1.6  1.64  2.06  5.09  3.23  2.87  4.63  6.15  5.24  4.04  5.13  2.53
2031  1.62  1.66   2.1  5.24  3.31  2.92  4.74  6.31  5.38  4.14  5.28  2.59
2032  1.64  1.68  2.14   5.4  3.39  2.99  4.87   6.5  5.54  4.27  5.45  2.67
2033  1.67  1.72  2.18  5.56  3.47  3.05  4.98  6.68  5.69  4.38  5.62  2.73
2034   1.7  1.74  2.22  5.72  3.55  3.11   5.1  6.85  5.84   4.5  5.78   2.8
2035  1.72  1.77  2.26  5.87  3.63  3.17  5.21     7  5.97   4.6  5.93  2.86
2036  1.74  1.78  2.31  6.03  3.71  3.24  5.34   7.2  6.14  4.73   6.1  2.93
2037  1.77  1.82  2.35  6.19  3.79   3.3  5.45  7.37  6.29  4.84  6.27     3
2038   1.8  1.85  2.39  6.34  3.87  3.36  5.57  7.55  6.43  4.96  6.43  3.07
2039  1.82  1.87  2.43   6.5  3.95  3.41  5.68  7.69  6.57  5.05  6.58  3.13
2040     0     0     0     0     0     0     0     0     0     0     0     0
NUM:  51 CANOAS II             Penal: 0          0
A~NO ....1 ....2 ....3 ....4 ....5 ....6 ....7 ....8 ....9 ...10 ...11 ...12
2025  0.12  0.11  0.12  0.12  0.08  0.07   0.1  0.12  0.11  0.12  0.18  0.17
2026  0.12  0.12  0.12  0.13  0.08  0.07   0.1  0.13  0.11  0.12  0.18  0.17
2027  0.12  0.12  0.12  0.13  0.08  0.07   0.1  0.13  0.12  0.12  0.19  0.17
2028  0.13  0.12  0.13  0.14  0.08  0.07   0.1  0.14  0.12  0.12   0.2  0.18
2029  0.13  0.13  0.13  0.14  0.08  0.07  0.11  0.14  0.12  0.13   0.2  0.19
2030  0.13  0.13  0.13  0.14  0.08  0.08  0.11  0.14  0.12  0.13  0.21  0.19
2031  0.14  0.13  0.14  0.15  0.08  0.08  0.11  0.15  0.12  0.13  0.21   0.2
2032  0.14  0.14  0.14  0.15  0.09  0.08  0.11  0.15  0.13  0.13  0.22   0.2
2033  0.14  0.14  0.15  0.16  0.09  0.08  0.12  0.15  0.13  0.14  0.23  0.21
2034  0.15  0.14  0.15  0.16  0.09  0.08  0.12  0.16  0.13  0.14  0.23  0.22
2035  0.15  0.15  0.15  0.17  0.09  0.08  0.12  0.16  0.14  0.14  0.24  0.22
2036  0.15  0.15  0.16  0.17  0.09  0.08  0.12  0.17  0.14  0.15  0.25  0.23
2037  0.16  0.15  0.16  0.18  0.09  0.08  0.13  0.17  0.14  0.15  0.25  0.23
2038  0.16  0.16  0.17  0.18   0.1  0.08  0.13  0.17  0.14  0.15  0.26  0.24
2039  0.16  0.16  0.17  0.19   0.1  0.08  0.13  0.18  0.15  0.15  0.26  0.24
2040     0     0     0     0     0     0     0     0     0     0     0     0
NUM:  52 CANOAS I              Penal: 0          0
A~NO ....1 ....2 ....3 ....4 ....5 ....6 ....7 ....8 ....9 ...10 ...11 ...12
2025  0.34  0.37  0.46  0.48  0.25  0.21  0.28  0.36  0.36  0.43  0.78  0.57
2026  0.35  0.39  0.48   0.5  0.26  0.21  0.28  0.37  0.37  0.44  0.82   0.6
2027  0.37  0.41  0.51  0.52  0.27  0.22  0.29  0.38  0.38  0.46  0.85  0.62
2028  0.38  0.42  0.53  0.54  0.27  0.22   0.3   0.4   0.4  0.48  0.89  0.66
2029   0.4  0.45  0.56  0.57  0.28  0.23  0.31  0.41  0.41   0.5  0.93  0.69
2030  0.41  0.47  0.58  0.59  0.29  0.23  0.32  0.42  0.43  0.51  0.97  0.72
2031  0.43  0.49  0.61  0.61   0.3  0.24  0.32  0.43  0.44  0.53  1.01  0.74
2032  0.44   0.5  0.63  0.64   0.3  0.24  0.33  0.45  0.45  0.55  1.05  0.78
2033  0.46  0.53  0.66  0.66  0.31  0.25  0.34  0.46  0.47  0.57  1.09  0.81
2034  0.48  0.54  0.68  0.68  0.32  0.25  0.35  0.47  0.48  0.59  1.13  0.84
2035  0.49  0.56  0.71  0.71  0.33  0.26  0.36  0.48  0.49   0.6  1.16  0.85
2036   0.5  0.57  0.73  0.73  0.34  0.26  0.37   0.5  0.51  0.62  1.21   0.9
2037  0.52   0.6  0.76  0.75  0.34  0.27  0.37  0.51  0.52  0.64  1.25  0.93
2038  0.54  0.62  0.78  0.78  0.35  0.27  0.38  0.52  0.53  0.66  1.29  0.96
2039  0.56  0.64  0.81   0.8  0.36  0.28  0.39  0.53  0.54  0.67  1.32  0.97
2040     0     0     0     0     0     0     0     0     0     0     0     0
NUM:  53 PARANAPANEMA          Penal: 0          0
A~NO ....1 ....2 ....3 ....4 ....5 ....6 ....7 ....8 ....9 ...10 ...11 ...12
2025  5.63  4.84  6.52 10.95  4.67  4.09  8.57 11.75   6.2  7.67 25.87 14.38
2026  5.86  5.03  6.79 11.46  4.86  4.24  8.93 12.26  6.45     8  27.1 15.03
2027  6.09  5.22  7.06 11.95  5.04  4.39  9.28 12.75  6.71  8.32  28.2 15.49
2028  6.24  5.28  7.33 12.46  5.23  4.54  9.65 13.27  6.97  8.68 29.57 16.31
2029  6.56   5.6  7.59 12.96  5.42  4.69 10.01 13.78  7.23  9.02 30.81 16.95
2030  6.79  5.79  7.86 13.47  5.61  4.84 10.36 14.28  7.49  9.36 32.03 17.57
2031  7.02  5.98  8.12 13.94  5.79  4.99  10.7 14.76  7.74  9.66 33.03 17.98
2032  7.14  6.01  8.39 14.42  5.97  5.14 11.05 15.27     8 10.01 34.35 18.81
2033  7.47  6.36  8.65  14.9  6.16  5.29 11.39 15.76  8.26 10.34 35.51 19.43
2034  7.69  6.54  8.91 15.38  6.34  5.44 11.74 16.25  8.52 10.67 36.67 20.05
2035  7.92  6.73  9.18 15.85  6.52  5.59 12.08 16.73  8.76 10.97 37.65 20.44
2036  8.03  6.74  9.44 16.34  6.71  5.74 12.43 17.24  9.03 11.32 38.99 21.29
2037  8.37  7.11   9.7 16.81  6.89  5.89 12.77 17.73  9.28 11.65 40.15 21.91
2038   8.6   7.3  9.97 17.29  7.07  6.04 13.11 18.22  9.54 11.98 41.31 22.53
2039  8.82  7.49 10.23 17.76  7.25  6.19 13.45 18.69  9.78 12.27 42.27 22.89
2040     0     0     0     0     0     0     0     0     0     0     0     0
NUM:  61 CAPIVARA              Penal: 0          0
A~NO ....1 ....2 ....3 ....4 ....5 ....6 ....7 ....8 ....9 ...10 ...11 ...12
2025-15.01-14.95-14.72 -14.6-15.46 -15.3-14.05-13.59-15.03-15.01-13.82-14.06
2026-14.96-14.89-14.66-14.52-15.42-15.25-13.96-13.49-14.98-14.97-13.74-13.98
2027-14.91-14.84 -14.6-14.45-15.38-15.21-13.87-13.39-14.94-14.93-13.67-13.94
2028-14.88-14.82-14.54-14.37-15.34-15.16-13.78-13.28-14.88-14.88-13.56-13.81
2029-14.82-14.74-14.47-14.29 -15.3-15.11-13.69-13.17-14.83-14.83-13.47-13.73
2030-14.77-14.68-14.41-14.22-15.26-15.07 -13.6-13.07-14.78-14.78-13.37-13.64
2031-14.72-14.63-14.34-14.14-15.22-15.02 -13.5-12.97-14.73-14.74 -13.3 -13.6
2032-14.68 -14.6-14.27-14.05-15.17-14.97 -13.4-12.85-14.67-14.68-13.17-13.45
2033-14.61 -14.5 -14.2-13.97-15.13-14.92 -13.3-12.73-14.61-14.62-13.07-13.36
2034-14.55-14.44-14.13-13.89-15.08-14.86 -13.2-12.62-14.56-14.57-12.97-13.26
2035-14.49-14.38-14.06 -13.8-15.04-14.81 -13.1-12.51 -14.5-14.52 -12.9-13.22
2036-14.45-14.36-13.99-13.72-14.99-14.76   -13-12.39-14.44-14.46-12.77-13.07
2037-14.38-14.26-13.92-13.64-14.95-14.71-12.91-12.28-14.39-14.41-12.66-12.98
2038-14.32 -14.2-13.84-13.56-14.91-14.66-12.81-12.17-14.33-14.35-12.56-12.88
2039-14.27-14.14-13.77-13.47-14.86-14.61-12.71-12.07-14.28-14.31 -12.5-12.85
2040     0     0     0     0     0     0     0     0     0     0     0     0
NUM:  62 TAQUARUCU             Penal: 0          0
A~NO ....1 ....2 ....3 ....4 ....5 ....6 ....7 ....8 ....9 ...10 ...11 ...12
2025  1.61  1.69  1.68  1.69  1.58  1.59  1.73  1.77  1.62  1.61  1.76  1.68
2026  1.62   1.7   1.7  1.71   1.6   1.6  1.75  1.79  1.64  1.63  1.78  1.69
2027  1.64  1.72  1.72  1.73  1.61  1.62  1.77  1.81  1.65  1.65  1.79  1.71
2028  1.66  1.73  1.73  1.74  1.63  1.63  1.79  1.83  1.67  1.66  1.82  1.73
2029  1.67  1.76  1.75  1.76  1.64  1.65  1.81  1.85  1.69  1.68  1.84  1.75
2030  1.69  1.78  1.77  1.78  1.66  1.67  1.83  1.87  1.71   1.7  1.86  1.76
2031  1.71   1.8  1.79   1.8  1.68  1.68  1.85   1.9  1.72  1.72  1.87  1.78
2032  1.73  1.81  1.81  1.82   1.7   1.7  1.87  1.92  1.74  1.74   1.9   1.8
2033  1.75  1.84  1.83  1.84  1.71  1.72  1.89  1.94  1.76  1.76  1.92  1.83
2034  1.76  1.86  1.85  1.86  1.73  1.74  1.91  1.97  1.78  1.78  1.95  1.85
2035  1.78  1.88  1.87  1.88  1.75  1.76  1.94  1.99   1.8  1.79  1.96  1.86
2036   1.8   1.9   1.9  1.91  1.77  1.78  1.96  2.01  1.82  1.81  1.99  1.89
2037  1.82  1.92  1.92  1.93  1.79   1.8  1.98  2.04  1.84  1.83  2.01  1.91
2038  1.84  1.95  1.94  1.95  1.81  1.81     2  2.06  1.86  1.85  2.04  1.93
2039  1.86  1.97  1.96  1.97  1.82  1.83  2.02  2.08  1.88  1.87  2.05  1.94
2040     0     0     0     0     0     0     0     0     0     0     0     0
NUM:  63 ROSANA                Penal: 0          0
A~NO ....1 ....2 ....3 ....4 ....5 ....6 ....7 ....8 ....9 ...10 ...11 ...12
2025  3.93  3.95  4.16  4.26  3.84  3.96  4.62  4.83  4.15  4.04  4.53  4.18
2026  3.98     4  4.23  4.34   3.9  4.02  4.71  4.93  4.22  4.09   4.6  4.23
2027  4.03  4.05  4.29  4.41  3.95  4.08  4.79  5.02  4.28  4.15  4.66  4.28
2028  4.07  4.09  4.36  4.49     4  4.14  4.88  5.13  4.35   4.2  4.73  4.34
2029  4.13  4.15  4.43  4.57  4.06   4.2  4.97  5.23  4.41  4.26   4.8  4.39
2030  4.18   4.2   4.5  4.64  4.11  4.26  5.06  5.31  4.48  4.31  4.86  4.45
2031  4.23  4.25  4.57  4.72  4.17  4.33  5.15  5.42  4.54  4.37  4.93  4.49
2032  4.27  4.29  4.64  4.81  4.23  4.39  5.24  5.53  4.61  4.43     5  4.56
2033  4.33  4.36  4.71  4.89  4.29  4.45  5.34  5.63  4.68  4.49  5.07  4.61
2034  4.38  4.41  4.78  4.97  4.34  4.52  5.43  5.73  4.75  4.54  5.14  4.67
2035  4.43  4.47  4.85  5.05   4.4  4.58  5.52  5.83  4.81   4.6   5.2  4.72
2036  4.47   4.5  4.93  5.13  4.46  4.64  5.61  5.94  4.88  4.66  5.28  4.78
2037  4.53  4.57     5  5.21  4.51   4.7  5.71  6.04  4.95  4.71  5.34  4.84
2038  4.58  4.62  5.07  5.29  4.57  4.77   5.8  6.14  5.02  4.77  5.41  4.89
2039  4.63  4.67  5.14  5.37  4.63  4.83  5.89  6.24  5.08  4.82  5.47  4.94
2040     0     0     0     0     0     0     0     0     0     0     0     0
NUM: 153 SAO DOMINGOS          Penal: 0          0
A~NO ....1 ....2 ....3 ....4 ....5 ....6 ....7 ....8 ....9 ...10 ...11 ...12
2025  5.14  5.21  5.15  5.19  5.18   5.2  5.22  5.24  5.23  5.19  5.18  5.23
2026  5.14  5.21  5.15  5.19  5.18   5.2  5.23  5.25  5.23  5.19  5.18  5.24
2027  5.14  5.22  5.15  5.19  5.18   5.2  5.23  5.25  5.23  5.19  5.18  5.24
2028  5.14  5.22  5.15  5.19  5.19  5.21  5.23  5.26  5.24  5.19  5.19  5.25
2029  5.15  5.22  5.15  5.19  5.19  5.21  5.24  5.26  5.24   5.2  5.19  5.25
2030  5.15  5.23  5.15   5.2  5.19  5.21  5.24  5.27  5.24   5.2  5.19  5.26
2031  5.15  5.23  5.16   5.2  5.19  5.21  5.24  5.27  5.25   5.2  5.19  5.26
2032  5.15  5.23  5.16   5.2  5.19  5.22  5.25  5.28  5.25   5.2   5.2  5.27
2033  5.15  5.24  5.16   5.2  5.19  5.22  5.25  5.28  5.25  5.21   5.2  5.27
2034  5.15  5.24  5.16   5.2   5.2  5.22  5.25  5.28  5.26  5.21   5.2  5.28
2035  5.15  5.25  5.16  5.21   5.2  5.22  5.26  5.29  5.26  5.21   5.2  5.28
2036  5.15  5.25  5.16  5.21   5.2  5.23  5.26  5.29  5.26  5.21  5.21  5.29
2037  5.15  5.26  5.16  5.21   5.2  5.23  5.26   5.3  5.27  5.21  5.21  5.29
2038  5.15  5.26  5.16  5.21   5.2  5.23  5.27   5.3  5.27  5.21  5.21   5.3
2039  5.15  5.26  5.16  5.21   5.2  5.23  5.27   5.3  5.27  5.22  5.21  5.29
2040     0     0     0     0     0     0     0     0     0     0     0     0
NUM: 203 CORUMBA III           Penal: 0          0
A~NO ....1 ....2 ....3 ....4 ....5 ....6 ....7 ....8 ....9 ...10 ...11 ...12
2025  0.17   0.2  0.17  0.28  0.53  0.71   0.7  0.57  0.36   0.2  0.17  0.17
2026  0.17  0.21  0.18  0.29  0.54  0.73  0.72  0.58  0.36   0.2  0.18  0.18
2027  0.18  0.21  0.18  0.29  0.55  0.74  0.73   0.6  0.37  0.21  0.18  0.18
2028  0.18  0.21  0.18   0.3  0.56  0.76  0.75  0.61  0.38  0.21  0.18  0.18
2029  0.18  0.21  0.18   0.3  0.57  0.78  0.77  0.62  0.39  0.21  0.18  0.18
2030  0.18  0.22  0.18  0.31  0.58  0.79  0.78  0.63  0.39  0.22  0.18  0.18
2031  0.18  0.22  0.19  0.31   0.6  0.81   0.8  0.65   0.4  0.22  0.19  0.19
2032  0.19  0.22  0.19  0.32  0.61  0.83  0.82  0.66  0.41  0.22  0.19  0.19
2033  0.19  0.22  0.19  0.32  0.62  0.85  0.84  0.67  0.41  0.22  0.19  0.19
2034  0.19  0.23  0.19  0.33  0.63  0.86  0.85  0.69  0.42  0.23  0.19  0.19
2035  0.19  0.23  0.19  0.33  0.65  0.88  0.87   0.7  0.43  0.23  0.19  0.19
2036  0.19  0.23   0.2  0.34  0.66   0.9  0.89  0.71  0.44  0.23   0.2  0.19
2037   0.2  0.24   0.2  0.34  0.67  0.92  0.91  0.73  0.44  0.23   0.2   0.2
2038   0.2  0.24   0.2  0.35  0.68  0.94  0.92  0.74  0.45  0.24   0.2   0.2
2039   0.2  0.24   0.2  0.35   0.7  0.95  0.94  0.75  0.46  0.24   0.2   0.2
2040     0     0     0     0     0     0     0     0     0     0     0     0
